Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE","District 09 Estimate","District 09 MOE","District 10 Estimate","District 10 MOE","District 11 Estimate","District 11 MOE","District 12 Estimate","District 12 MOE","District 13 Estimate","District 13 MOE","District 14 Estimate","District 14 MOE","District 15 Estimate","District 15 MOE","District 16 Estimate","District 16 MOE","District 17 Estimate","District 17 MOE","District 18 Estimate","District 18 MOE"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","$200,000 or more",13431,"(+/- 1592 )",7369,"(+/- 1284 )",20242,"(+/- 2061 )",11166,"(+/- 1657 )",50627,"(+/- 2890 )",48535,"(+/- 2331 )",33528,"(+/- 3543 )",15833,"(+/- 1599 )",40969,"(+/- 2778 )",40094,"(+/- 2612 )",23394,"(+/- 2447 )",9698,"(+/- 1265 )",11862,"(+/- 1419 )",34036,"(+/- 3032 )",7559,"(+/- 1220 )",11863,"(+/- 1486 )",5501,"(+/- 1015 )",16440,"(+/- 1691 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","Median household income (dollars)",55969,"(+/- 2334 )",49210,"(+/- 1932 )",66862,"(+/- 3021 )",55305,"(+/- 2172 )",87326,"(+/- 2249 )",101493,"(+/- 1455 )",56166,"(+/- 3699 )",72089,"(+/- 2544 )",74614,"(+/- 2656 )",82099,"(+/- 2858 )",79003,"(+/- 2409 )",50556,"(+/- 1262 )",51401,"(+/- 1126 )",94403,"(+/- 2424 )",53042,"(+/- 1189 )",61773,"(+/- 1314 )",47853,"(+/- 1855 )",65362,"(+/- 1461 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","Mean household income (dollars)",75842,"(+/- 2583 )",66217,"(+/- 2665 )",91428,"(+/- 3227 )",75781,"(+/- 2349 )",129978,"(+/- 3523 )",135030,"(+/- 3356 )",94502,"(+/- 4101 )",90271,"(+/- 2580 )",115792,"(+/- 3594 )",121958,"(+/- 3563 )",100008,"(+/- 3012 )",67186,"(+/- 1728 )",68725,"(+/- 1890 )",116949,"(+/- 3309 )",68432,"(+/- 1741 )",78142,"(+/- 1852 )",62235,"(+/- 1863 )",84313,"(+/- 2230 )"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population",701762,"(+/- 18182 )",688603,"(+/- 13041 )",696391,"(+/- 14164 )",699775,"(+/- 14310 )",739436,"(+/- 16192 )",725782,"(+/- 10889 )",691871,"(+/- 16764 )",703525,"(+/- 10966 )",712587,"(+/- 15383 )",692331,"(+/- 7537 )",718023,"(+/- 10194 )",668902,"(+/- 4286 )",691758,"(+/- 7957 )",738974,"(+/- 8979 )",670260,"(+/- 6028 )",672020,"(+/- 6469 )",665233,"(+/- 7318 )",686675,"(+/- 9104 )"
Socioeconomic,"Health Insurance Coverage","With health insurance coverage",647086,"(+/- 17163 )",636074,"(+/- 12263 )",641668,"(+/- 12676 )",597076,"(+/- 14141 )",686634,"(+/- 16238 )",696052,"(+/- 10858 )",640334,"(+/- 16408 )",635200,"(+/- 10550 )",666872,"(+/- 15301 )",634166,"(+/- 8130 )",658623,"(+/- 10882 )",629451,"(+/- 5686 )",657504,"(+/- 8571 )",712642,"(+/- 8414 )",628093,"(+/- 7736 )",635868,"(+/- 7600 )",626750,"(+/- 8405 )",659207,"(+/- 9042 )"
Socioeconomic,"Health Insurance Coverage","With private health insurance",458070,"(+/- 14504 )",391082,"(+/- 12838 )",477743,"(+/- 13533 )",380924,"(+/- 12876 )",575667,"(+/- 15390 )",611886,"(+/- 11722 )",419634,"(+/- 13636 )",484577,"(+/- 12811 )",524760,"(+/- 13205 )",504538,"(+/- 9067 )",519001,"(+/- 12317 )",431162,"(+/- 8690 )",496001,"(+/- 9254 )",624893,"(+/- 10003 )",449951,"(+/- 9468 )",498517,"(+/- 8761 )",434573,"(+/- 10166 )",534493,"(+/- 9158 )"
Socioeconomic,"Health Insurance Coverage","With public coverage",266625,"(+/- 12822 )",315764,"(+/- 13124 )",233279,"(+/- 11047 )",248942,"(+/- 10666 )",163964,"(+/- 8087 )",166143,"(+/- 7323 )",274522,"(+/- 13076 )",211724,"(+/- 9859 )",219024,"(+/- 11410 )",197401,"(+/- 7325 )",208751,"(+/- 9476 )",287880,"(+/- 8135 )",251420,"(+/- 8003 )",167482,"(+/- 7096 )",280749,"(+/- 7275 )",233675,"(+/- 7487 )",294843,"(+/- 8467 )",232763,"(+/- 6500 )"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage",54676,"(+/- 5326 )",52529,"(+/- 6013 )",54723,"(+/- 5975 )",102699,"(+/- 7775 )",52802,"(+/- 5599 )",29730,"(+/- 4203 )",51537,"(+/- 6011 )",68325,"(+/- 7226 )",45715,"(+/- 6089 )",58165,"(+/- 5581 )",59400,"(+/- 6194 )",39451,"(+/- 3933 )",34254,"(+/- 3706 )",26332,"(+/- 3979 )",42167,"(+/- 4401 )",36152,"(+/- 4366 )",38483,"(+/- 4101 )",27468,"(+/- 2837 )"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population under 19 years",163371,"(+/- 9149 )",179989,"(+/- 8147 )",174597,"(+/- 7304 )",176829,"(+/- 8219 )",143474,"(+/- 7196 )",178357,"(+/- 7428 )",142464,"(+/- 8655 )",176576,"(+/- 6970 )",165143,"(+/- 7189 )",177486,"(+/- 4607 )",191019,"(+/- 6338 )",157698,"(+/- 2537 )",158725,"(+/- 4865 )",199791,"(+/- 6226 )",161153,"(+/- 3675 )",155569,"(+/- 3502 )",158774,"(+/- 4157 )",166729,"(+/- 4565 )"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage",7554,"(+/- 1911 )",5550,"(+/- 2087 )",6629,"(+/- 1900 )",7275,"(+/- 1885 )",5200,"(+/- 1943 )",5551,"(+/- 1747 )",4248,"(+/- 1389 )",7266,"(+/- 2296 )",6227,"(+/- 2844 )",6633,"(+/- 2198 )",7701,"(+/- 2568 )",4373,"(+/- 1577 )",4191,"(+/- 1336 )",1920,"(+/- 993 )",8285,"(+/- 1831 )",5679,"(+/- 1905 )",4586,"(+/- 1310 )",3598,"(+/- 1162 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All families",12.0,"(+/- 1.3 )",14.1,"(+/- 1.4 )",8.8,"(+/- 1.1 )",10.8,"(+/- 1.5 )",5.6,"(+/- 0.9 )",3.4,"(+/- 0.6 )",16.0,"(+/- 1.8 )",6.8,"(+/- 1.1 )",6.7,"(+/- 1.1 )",6.0,"(+/- 1.0 )",6.2,"(+/- 0.9 )",11.6,"(+/- 1.1 )",9.7,"(+/- 1.1 )",3.3,"(+/- 0.7 )",9.7,"(+/- 0.9 )",7.6,"(+/- 1.0 )",12.2,"(+/- 1.2 )",6.1,"(+/- 0.8 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",19.2,"(+/- 2.6 )",21.1,"(+/- 2.5 )",12.2,"(+/- 1.9 )",16.4,"(+/- 2.6 )",8.1,"(+/- 1.7 )",4.7,"(+/- 1.2 )",24.0,"(+/- 3.3 )",10.6,"(+/- 2.0 )",10.4,"(+/- 2.2 )",7.9,"(+/- 1.4 )",9.6,"(+/- 1.7 )",20.9,"(+/- 2.2 )",16.5,"(+/- 2.2 )",4.8,"(+/- 1.3 )",16.0,"(+/- 1.7 )",13.6,"(+/- 2.0 )",21.7,"(+/- 2.3 )",9.4,"(+/- 1.6 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",16.9,"(+/- 5.4 )",15.5,"(+/- 5.2 )",8.2,"(+/- 3.8 )",16.1,"(+/- 4.4 )",7.0,"(+/- 3.6 )",2.9,"(+/- 2.1 )",27.1,"(+/- 7.8 )",8.4,"(+/- 3.9 )",8.2,"(+/- 4.4 )",7.4,"(+/- 4.3 )",8.0,"(+/- 3.1 )",19.6,"(+/- 5.0 )",18.8,"(+/- 5.4 )",4.1,"(+/- 3.4 )",16.6,"(+/- 4.2 )",14.3,"(+/- 4.6 )",27.9,"(+/- 5.8 )",9.8,"(+/- 3.5 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Married couple families",3.4,"(+/- 1.0 )",4.7,"(+/- 1.3 )",5.7,"(+/- 1.1 )",5.9,"(+/- 1.2 )",3.2,"(+/- 0.7 )",2.4,"(+/- 0.6 )",5.8,"(+/- 1.5 )",3.6,"(+/- 0.8 )",4.7,"(+/- 1.1 )",3.6,"(+/- 0.8 )",3.2,"(+/- 0.7 )",4.7,"(+/- 1.0 )",4.4,"(+/- 0.8 )",1.7,"(+/- 0.5 )",4.0,"(+/- 0.7 )",3.2,"(+/- 0.8 )",4.6,"(+/- 0.8 )",2.4,"(+/- 0.6 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",4.8,"(+/- 2.1 )",6.4,"(+/- 2.6 )",6.7,"(+/- 1.6 )",8.5,"(+/- 2.2 )",3.8,"(+/- 1.3 )",3.1,"(+/- 1.2 )",7.9,"(+/- 3.0 )",5.0,"(+/- 1.4 )",7.0,"(+/- 2.2 )",3.6,"(+/- 1.1 )",4.6,"(+/- 1.3 )",7.8,"(+/- 2.2 )",6.2,"(+/- 1.7 )",1.6,"(+/- 0.7 )",5.1,"(+/- 1.4 )",4.7,"(+/- 1.6 )",7.3,"(+/- 2.0 )",2.6,"(+/- 0.8 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",4.1,"(+/- 4.1 )",3.8,"(+/- 3.2 )",6.4,"(+/- 3.5 )",10.0,"(+/- 4.4 )",2.6,"(+/- 1.8 )",1.7,"(+/- 1.5 )",7.1,"(+/- 5.0 )",2.7,"(+/- 2.5 )",5.0,"(+/- 4.1 )",2.5,"(+/- 3.1 )",2.3,"(+/- 2.0 )",6.8,"(+/- 5.9 )",6.8,"(+/- 4.5 )",1.8,"(+/- 2.6 )",1.2,"(+/- 1.1 )",3.3,"(+/- 3.1 )",7.2,"(+/- 5.1 )",2.6,"(+/- 2.0 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Families with female householder, no husband present",25.9,"(+/- 3.4 )",27.4,"(+/- 2.5 )",20.5,"(+/- 3.5 )",24.4,"(+/- 4.3 )",17.5,"(+/- 4.6 )",9.7,"(+/- 3.4 )",31.5,"(+/- 3.4 )",21.7,"(+/- 4.5 )",17.6,"(+/- 5.0 )",18.6,"(+/- 4.7 )",19.5,"(+/- 4.2 )",33.1,"(+/- 4.3 )",26.7,"(+/- 4.2 )",15.6,"(+/- 4.9 )",31.8,"(+/- 4.0 )",26.8,"(+/- 4.3 )",35.5,"(+/- 3.4 )",24.2,"(+/- 4.4 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",36.6,"(+/- 5.2 )",36.5,"(+/- 4.0 )",30.6,"(+/- 5.8 )",33.8,"(+/- 5.0 )",23.2,"(+/- 7.0 )",12.0,"(+/- 5.3 )",39.7,"(+/- 5.4 )",32.3,"(+/- 6.6 )",25.1,"(+/- 7.4 )",25.2,"(+/- 7.2 )",27.7,"(+/- 6.3 )",43.5,"(+/- 5.6 )",37.2,"(+/- 5.7 )",22.0,"(+/- 7.0 )",41.1,"(+/- 4.8 )",37.5,"(+/- 6.4 )",45.5,"(+/- 4.8 )",28.9,"(+/- 5.4 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",33.7,"(+/- 12.1 )",34.1,"(+/- 14.6 )",18.4,"(+/- 13.6 )",52.5,"(+/- 14.7 )",25.8,"(+/- 24.0 )",3.9,"(+/- 7.3 )",61.3,"(+/- 14.1 )",33.6,"(+/- 13.2 )",25.6,"(+/- 20.5 )",30.5,"(+/- 19.1 )",22.6,"(+/- 12.6 )",45.6,"(+/- 12.9 )",52.9,"(+/- 16.0 )",30.0,"(+/- 24.1 )",47.9,"(+/- 11.2 )",33.4,"(+/- 14.0 )",61.1,"(+/- 10.8 )",34.4,"(+/- 11.5 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All people",16.5,"(+/- 1.4 )",18.3,"(+/- 1.4 )",10.3,"(+/- 1.2 )",13.7,"(+/- 1.6 )",8.3,"(+/- 0.8 )",5.4,"(+/- 0.6 )",20.2,"(+/- 1.6 )",8.3,"(+/- 1.1 )",11.6,"(+/- 1.3 )",8.4,"(+/- 1.0 )",8.4,"(+/- 1.0 )",16.7,"(+/- 1.2 )",18.0,"(+/- 1.1 )",4.9,"(+/- 0.7 )",13.7,"(+/- 0.9 )",10.6,"(+/- 1.0 )",16.8,"(+/- 1.1 )",10.0,"(+/- 0.9 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Under 18 years",23.1,"(+/- 3.2 )",26.2,"(+/- 3.3 )",13.2,"(+/- 2.4 )",20.0,"(+/- 3.3 )",9.1,"(+/- 2.1 )",5.5,"(+/- 1.2 )",28.1,"(+/- 4.2 )",13.4,"(+/- 2.5 )",13.7,"(+/- 3.2 )",10.6,"(+/- 2.1 )",12.4,"(+/- 2.5 )",23.6,"(+/- 2.8 )",20.9,"(+/- 2.7 )",5.9,"(+/- 1.5 )",18.4,"(+/- 2.0 )",15.0,"(+/- 2.3 )",27.1,"(+/- 2.7 )",11.1,"(+/- 1.8 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 18 years",23.0,"(+/- 3.3 )",26.1,"(+/- 3.3 )",13.1,"(+/- 2.4 )",19.8,"(+/- 3.3 )",8.9,"(+/- 2.1 )",4.9,"(+/- 1.3 )",27.9,"(+/- 4.2 )",12.9,"(+/- 2.6 )",13.6,"(+/- 3.2 )",10.5,"(+/- 2.1 )",12.2,"(+/- 2.4 )",23.3,"(+/- 2.8 )",20.0,"(+/- 2.7 )",5.6,"(+/- 1.5 )",18.2,"(+/- 2.0 )",14.2,"(+/- 2.3 )",26.7,"(+/- 2.7 )",10.7,"(+/- 1.8 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 5 years",23.5,"(+/- 5.3 )",29.5,"(+/- 6.6 )",11.1,"(+/- 3.4 )",20.8,"(+/- 4.1 )",8.5,"(+/- 3.0 )",4.6,"(+/- 2.2 )",32.6,"(+/- 6.6 )",12.2,"(+/- 3.4 )",13.8,"(+/- 4.5 )",12.5,"(+/- 4.5 )",13.6,"(+/- 3.3 )",29.3,"(+/- 4.6 )",23.2,"(+/- 3.8 )",5.5,"(+/- 2.5 )",18.2,"(+/- 3.8 )",17.8,"(+/- 3.2 )",33.8,"(+/- 4.8 )",13.1,"(+/- 2.9 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder 5 to 17 years",22.8,"(+/- 3.4 )",24.9,"(+/- 3.3 )",13.8,"(+/- 2.8 )",19.4,"(+/- 3.7 )",9.1,"(+/- 2.4 )",5.0,"(+/- 1.6 )",25.8,"(+/- 4.2 )",13.2,"(+/- 2.8 )",13.5,"(+/- 3.3 )",9.8,"(+/- 2.1 )",11.7,"(+/- 2.5 )",21.1,"(+/- 3.0 )",18.7,"(+/- 2.9 )",5.7,"(+/- 1.6 )",18.2,"(+/- 2.0 )",12.9,"(+/- 2.4 )",24.1,"(+/- 2.8 )",9.8,"(+/- 2.0 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","18 years and over",14.7,"(+/- 1.1 )",15.7,"(+/- 1.1 )",9.4,"(+/- 1.1 )",11.8,"(+/- 1.2 )",8.2,"(+/- 0.7 )",5.4,"(+/- 0.6 )",18.3,"(+/- 1.2 )",6.7,"(+/- 0.8 )",11.0,"(+/- 1.0 )",7.8,"(+/- 0.9 )",7.0,"(+/- 0.6 )",14.8,"(+/- 0.9 )",17.2,"(+/- 1.0 )",4.5,"(+/- 0.7 )",12.3,"(+/- 0.8 )",9.4,"(+/- 0.8 )",13.8,"(+/- 0.9 )",9.7,"(+/- 0.9 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","65 years and over",10.8,"(+/- 1.3 )",11.6,"(+/- 1.7 )",9.8,"(+/- 1.7 )",11.5,"(+/- 2.3 )",9.4,"(+/- 1.9 )",6.4,"(+/- 1.2 )",19.1,"(+/- 2.4 )",8.1,"(+/- 1.5 )",8.9,"(+/- 1.3 )",8.6,"(+/- 1.6 )",5.9,"(+/- 1.5 )",9.4,"(+/- 1.6 )",7.1,"(+/- 1.2 )",6.1,"(+/- 1.5 )",8.5,"(+/- 1.1 )",5.7,"(+/- 0.9 )",7.5,"(+/- 1.2 )",7.4,"(+/- 1.2 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","People in families",13.3,"(+/- 1.6 )",16.0,"(+/- 1.6 )",9.1,"(+/- 1.2 )",11.7,"(+/- 1.8 )",5.8,"(+/- 1.0 )",3.4,"(+/- 0.7 )",17.4,"(+/- 2.1 )",7.0,"(+/- 1.2 )",8.4,"(+/- 1.5 )",6.4,"(+/- 1.1 )",6.6,"(+/- 1.0 )",13.1,"(+/- 1.4 )",10.7,"(+/- 1.2 )",3.4,"(+/- 0.7 )",10.6,"(+/- 1.0 )",7.8,"(+/- 1.0 )",14.2,"(+/- 1.4 )",6.6,"(+/- 1.0 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Unrelated individuals 15 years and over",29.4,"(+/- 2.7 )",28.5,"(+/- 2.3 )",17.3,"(+/- 2.3 )",22.4,"(+/- 2.2 )",14.5,"(+/- 1.1 )",18.2,"(+/- 2.1 )",26.2,"(+/- 1.7 )",16.0,"(+/- 2.0 )",22.4,"(+/- 2.0 )",20.1,"(+/- 2.7 )",18.0,"(+/- 1.8 )",29.8,"(+/- 1.9 )",37.9,"(+/- 2.0 )",16.5,"(+/- 2.3 )",27.3,"(+/- 1.7 )",22.7,"(+/- 1.9 )",25.5,"(+/- 1.7 )",24.5,"(+/- 2.4 )"
Education,"School Enrollment","Population 3 years and over enrolled in school",176360,"(+/- 9237 )",185560,"(+/- 8270 )",180400,"(+/- 7493 )",177863,"(+/- 6984 )",157950,"(+/- 7222 )",187064,"(+/- 6866 )",160660,"(+/- 7922 )",174440,"(+/- 6929 )",186999,"(+/- 8742 )",182200,"(+/- 6017 )",196398,"(+/- 7020 )",166817,"(+/- 3836 )",205986,"(+/- 5884 )",197777,"(+/- 5923 )",152188,"(+/- 3910 )",158062,"(+/- 4814 )",157201,"(+/- 4855 )",169662,"(+/- 5408 )"
Education,"School Enrollment","Nursery school, preschool",12553,"(+/- 1689 )",11874,"(+/- 2167 )",12375,"(+/- 2053 )",9479,"(+/- 1818 )",12400,"(+/- 1693 )",16736,"(+/- 2260 )",9284,"(+/- 1621 )",14655,"(+/- 2554 )",14589,"(+/- 1906 )",12522,"(+/- 2033 )",11442,"(+/- 1661 )",11461,"(+/- 1466 )",11126,"(+/- 1865 )",13030,"(+/- 1565 )",11475,"(+/- 1291 )",8519,"(+/- 1150 )",11444,"(+/- 1377 )",12004,"(+/- 1316 )"
Education,"School Enrollment",Kindergarten,7805,"(+/- 1596 )",7665,"(+/- 1604 )",8603,"(+/- 1575 )",8388,"(+/- 1446 )",7009,"(+/- 1264 )",9475,"(+/- 1591 )",7326,"(+/- 1903 )",8696,"(+/- 1670 )",9894,"(+/- 1967 )",6271,"(+/- 1252 )",11086,"(+/- 2027 )",6722,"(+/- 1178 )",8001,"(+/- 1513 )",10836,"(+/- 1768 )",7548,"(+/- 1124 )",8108,"(+/- 1495 )",8180,"(+/- 1335 )",7697,"(+/- 1129 )"
Education,"School Enrollment","Elementary school (grades 1-8)",66124,"(+/- 5155 )",72929,"(+/- 4630 )",72476,"(+/- 5034 )",76293,"(+/- 5721 )",57390,"(+/- 4102 )",74250,"(+/- 4629 )",59401,"(+/- 5095 )",70846,"(+/- 4622 )",69226,"(+/- 4987 )",77097,"(+/- 3264 )",81423,"(+/- 4394 )",68313,"(+/- 2693 )",63061,"(+/- 3029 )",84895,"(+/- 4790 )",67336,"(+/- 2237 )",64879,"(+/- 2891 )",67949,"(+/- 2678 )",72123,"(+/- 3293 )"
Education,"School Enrollment","High school (grades 9-12)",40354,"(+/- 4388 )",49508,"(+/- 4300 )",41343,"(+/- 4178 )",38039,"(+/- 3135 )",27961,"(+/- 2885 )",43727,"(+/- 3582 )",29229,"(+/- 3610 )",38266,"(+/- 3215 )",36343,"(+/- 2848 )",42197,"(+/- 2652 )",45775,"(+/- 3345 )",34222,"(+/- 2541 )",32808,"(+/- 2957 )",47244,"(+/- 3235 )",33199,"(+/- 1621 )",36325,"(+/- 1774 )",34214,"(+/- 2305 )",37812,"(+/- 2445 )"
Education,"School Enrollment","College or graduate school",49524,"(+/- 4460 )",43584,"(+/- 4030 )",45603,"(+/- 3489 )",45664,"(+/- 4061 )",53190,"(+/- 3785 )",42876,"(+/- 3534 )",55420,"(+/- 3979 )",41977,"(+/- 4059 )",56947,"(+/- 5167 )",44113,"(+/- 3406 )",46672,"(+/- 3937 )",46099,"(+/- 3628 )",90990,"(+/- 4921 )",41772,"(+/- 3835 )",32630,"(+/- 2296 )",40231,"(+/- 3842 )",35414,"(+/- 2804 )",40026,"(+/- 3050 )"
Education,"Educational Attainment","Population 25 years and over",483745,"(+/- 11775 )",458822,"(+/- 9421 )",481409,"(+/- 11411 )",466352,"(+/- 9509 )",543553,"(+/- 11045 )",506744,"(+/- 7256 )",501978,"(+/- 12502 )",477198,"(+/- 8305 )",506098,"(+/- 9189 )",473001,"(+/- 5871 )",473863,"(+/- 7280 )",477589,"(+/- 3280 )",452705,"(+/- 5277 )",495509,"(+/- 6371 )",481560,"(+/- 3808 )",473279,"(+/- 4300 )",467867,"(+/- 4630 )",485104,"(+/- 5816 )"
Education,"Educational Attainment","Less than 9th grade",16538,"(+/- 2804 )",21962,"(+/- 2840 )",34684,"(+/- 4045 )",65094,"(+/- 5257 )",19248,"(+/- 3045 )",10635,"(+/- 1815 )",26989,"(+/- 3486 )",35852,"(+/- 3474 )",20739,"(+/- 3144 )",27506,"(+/- 3202 )",34882,"(+/- 4038 )",14140,"(+/- 2229 )",8966,"(+/- 1334 )",10190,"(+/- 1998 )",16979,"(+/- 1793 )",16005,"(+/- 2350 )",16153,"(+/- 1926 )",7318,"(+/- 1164 )"
Education,"Educational Attainment","9th to 12th grade, no diploma",31505,"(+/- 4243 )",33148,"(+/- 2788 )",33768,"(+/- 3134 )",38469,"(+/- 3359 )",21392,"(+/- 2975 )",11940,"(+/- 2043 )",40275,"(+/- 4215 )",32477,"(+/- 3530 )",18948,"(+/- 2544 )",22592,"(+/- 2622 )",27286,"(+/- 2932 )",36294,"(+/- 3024 )",29433,"(+/- 2653 )",17072,"(+/- 2682 )",29917,"(+/- 2273 )",29176,"(+/- 2668 )",36078,"(+/- 3392 )",21132,"(+/- 1825 )"
Education,"Educational Attainment","High school graduate (includes equivalency)",130587,"(+/- 7124 )",140019,"(+/- 6338 )",140887,"(+/- 7890 )",138846,"(+/- 6803 )",93007,"(+/- 5903 )",85603,"(+/- 5178 )",115882,"(+/- 6061 )",113746,"(+/- 5698 )",75859,"(+/- 4809 )",97583,"(+/- 5093 )",112907,"(+/- 6341 )",142516,"(+/- 4997 )",139968,"(+/- 5170 )",114321,"(+/- 6084 )",164930,"(+/- 4453 )",155754,"(+/- 4670 )",161872,"(+/- 5361 )",144998,"(+/- 4644 )"
Education,"Educational Attainment","Some college, no degree",120562,"(+/- 6464 )",122922,"(+/- 7538 )",100812,"(+/- 6106 )",76878,"(+/- 5247 )",76593,"(+/- 4989 )",88204,"(+/- 4373 )",79205,"(+/- 5653 )",93239,"(+/- 5247 )",75004,"(+/- 4491 )",76820,"(+/- 3722 )",93800,"(+/- 5066 )",119105,"(+/- 5325 )",97694,"(+/- 4373 )",101526,"(+/- 5743 )",113533,"(+/- 4356 )",110127,"(+/- 4628 )",116581,"(+/- 4669 )",102169,"(+/- 4631 )"
Education,"Educational Attainment","Associate's degree",40289,"(+/- 4262 )",36929,"(+/- 3466 )",34594,"(+/- 3511 )",26076,"(+/- 3036 )",29461,"(+/- 3603 )",41078,"(+/- 3539 )",28310,"(+/- 3008 )",37420,"(+/- 3227 )",27287,"(+/- 2232 )",27460,"(+/- 2479 )",37676,"(+/- 3152 )",52295,"(+/- 4067 )",40812,"(+/- 3031 )",44178,"(+/- 3525 )",60459,"(+/- 3112 )",47216,"(+/- 3021 )",46075,"(+/- 2707 )",47236,"(+/- 2971 )"
Education,"Educational Attainment","Bachelor's degree",85833,"(+/- 5149 )",62085,"(+/- 5124 )",84132,"(+/- 4565 )",79511,"(+/- 4751 )",180700,"(+/- 7355 )",161166,"(+/- 5033 )",110752,"(+/- 6240 )",108063,"(+/- 5960 )",160257,"(+/- 6223 )",125364,"(+/- 5231 )",106289,"(+/- 5252 )",66692,"(+/- 4038 )",78170,"(+/- 3889 )",127359,"(+/- 6567 )",61974,"(+/- 3825 )",73426,"(+/- 4532 )",61294,"(+/- 3588 )",100599,"(+/- 4405 )"
Education,"Educational Attainment","Graduate or professional degree",58431,"(+/- 3968 )",41757,"(+/- 3520 )",52532,"(+/- 3757 )",41478,"(+/- 3191 )",123152,"(+/- 5642 )",108118,"(+/- 4773 )",100565,"(+/- 5938 )",56401,"(+/- 3774 )",128004,"(+/- 4868 )",95676,"(+/- 4133 )",61023,"(+/- 4181 )",46547,"(+/- 3129 )",57662,"(+/- 3316 )",80863,"(+/- 4833 )",33768,"(+/- 2676 )",41575,"(+/- 2792 )",29814,"(+/- 2709 )",61652,"(+/- 3348 )"
Education,"Educational Attainment","Percent high school graduate or higher",90.1,"(+/- 0.9 )",88.0,"(+/- 0.9 )",85.8,"(+/- 1.1 )",77.8,"(+/- 1.3 )",92.5,"(+/- 0.8 )",95.5,"(+/- 0.5 )",86.6,"(+/- 1.1 )",85.7,"(+/- 1.0 )",92.2,"(+/- 0.7 )",89.4,"(+/- 0.8 )",86.9,"(+/- 0.9 )",89.4,"(+/- 0.8 )",91.5,"(+/- 0.7 )",94.5,"(+/- 0.6 )",90.3,"(+/- 0.6 )",90.5,"(+/- 0.7 )",88.8,"(+/- 0.8 )",94.1,"(+/- 0.5 )"
Education,"Educational Attainment","Percent bachelor's degree or higher",29.8,"(+/- 1.4 )",22.6,"(+/- 1.2 )",28.4,"(+/- 1.0 )",25.9,"(+/- 1.1 )",55.9,"(+/- 1.4 )",53.1,"(+/- 1.2 )",42.1,"(+/- 1.3 )",34.5,"(+/- 1.5 )",57.0,"(+/- 1.2 )",46.7,"(+/- 1.1 )",35.3,"(+/- 1.3 )",23.7,"(+/- 1.0 )",30.0,"(+/- 1.1 )",42.0,"(+/- 1.3 )",19.9,"(+/- 0.8 )",24.3,"(+/- 1.1 )",19.5,"(+/- 1.0 )",33.4,"(+/- 0.9 )"
