Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE","District 09 Estimate","District 09 MOE","District 10 Estimate","District 10 MOE","District 11 Estimate","District 11 MOE","District 12 Estimate","District 12 MOE","District 13 Estimate","District 13 MOE","District 14 Estimate","District 14 MOE","District 15 Estimate","District 15 MOE","District 16 Estimate","District 16 MOE","District 17 Estimate","District 17 MOE","District 18 Estimate","District 18 MOE","District 19 Estimate","District 19 MOE","District 20 Estimate","District 20 MOE","District 21 Estimate","District 21 MOE","District 22 Estimate","District 22 MOE","District 23 Estimate","District 23 MOE","District 24 Estimate","District 24 MOE","District 25 Estimate","District 25 MOE","District 26 Estimate","District 26 MOE","District 27 Estimate","District 27 MOE"
Housing,"Housing Occupancy","Rental vacancy rate",3.6,"(+/- 1.5 )",4.1,"(+/- 1.8 )",3.9,"(+/- 1.8 )",4.4,"(+/- 1.6 )",3.1,"(+/- 0.8 )",2.3,"(+/- 0.7 )",3.8,"(+/- 0.8 )",3.8,"(+/- 0.7 )",3.0,"(+/- 0.6 )",4.3,"(+/- 1.1 )",6.1,"(+/- 1.3 )",4.2,"(+/- 1.1 )",3.5,"(+/- 0.7 )",2.0,"(+/- 0.6 )",1.5,"(+/- 0.5 )",3.7,"(+/- 0.8 )",2.1,"(+/- 1.0 )",4.5,"(+/- 1.6 )",4.9,"(+/- 1.3 )",5.4,"(+/- 1.4 )",4.7,"(+/- 1.2 )",6.1,"(+/- 1.2 )",5.3,"(+/- 1.1 )",10.8,"(+/- 1.9 )",8.0,"(+/- 1.5 )",6.7,"(+/- 1.3 )",4.7,"(+/- 1.8 )"
Housing,"Housing Tenure","Occupied housing units",250870,"(+/- 4659 )",226611,"(+/- 5089 )",247880,"(+/- 4318 )",237243,"(+/- 3324 )",229294,"(+/- 5261 )",271901,"(+/- 5594 )",256906,"(+/- 5435 )",303604,"(+/- 5451 )",285134,"(+/- 5102 )",307017,"(+/- 6607 )",263966,"(+/- 3538 )",356778,"(+/- 7981 )",294395,"(+/- 6894 )",244262,"(+/- 5707 )",259910,"(+/- 4641 )",272787,"(+/- 5156 )",248008,"(+/- 3677 )",251264,"(+/- 4064 )",271736,"(+/- 5330 )",289470,"(+/- 4264 )",278649,"(+/- 3888 )",271702,"(+/- 3984 )",279327,"(+/- 3711 )",279952,"(+/- 3415 )",291950,"(+/- 2871 )",306927,"(+/- 4595 )",289472,"(+/- 3900 )"
Housing,"Housing Tenure",Owner-occupied,199813,"(+/- 5122 )",181217,"(+/- 4800 )",205603,"(+/- 4494 )",179904,"(+/- 3885 )",131043,"(+/- 3790 )",126977,"(+/- 3722 )",60150,"(+/- 3323 )",105011,"(+/- 4292 )",83510,"(+/- 3166 )",102514,"(+/- 4886 )",154379,"(+/- 3741 )",98089,"(+/- 4958 )",29669,"(+/- 3137 )",77963,"(+/- 3607 )",22580,"(+/- 1821 )",132162,"(+/- 4570 )",166080,"(+/- 3969 )",175989,"(+/- 3326 )",196131,"(+/- 4739 )",171586,"(+/- 3821 )",193587,"(+/- 3904 )",186580,"(+/- 3651 )",194221,"(+/- 3596 )",191202,"(+/- 3584 )",187220,"(+/- 3466 )",182353,"(+/- 3621 )",218252,"(+/- 3462 )"
Housing,"Housing Tenure",Renter-occupied,51057,"(+/- 4470 )",45394,"(+/- 3788 )",42277,"(+/- 3368 )",57339,"(+/- 3468 )",98251,"(+/- 4576 )",144924,"(+/- 5262 )",196756,"(+/- 5644 )",198593,"(+/- 5228 )",201624,"(+/- 5205 )",204503,"(+/- 6666 )",109587,"(+/- 4103 )",258689,"(+/- 7940 )",264726,"(+/- 7181 )",166299,"(+/- 5126 )",237330,"(+/- 4989 )",140625,"(+/- 5603 )",81928,"(+/- 3750 )",75275,"(+/- 3806 )",75605,"(+/- 3699 )",117884,"(+/- 4213 )",85062,"(+/- 3571 )",85122,"(+/- 3499 )",85106,"(+/- 3247 )",88750,"(+/- 3904 )",104730,"(+/- 3481 )",124574,"(+/- 4177 )",71220,"(+/- 4011 )"
Housing,"Housing Tenure","Average household size of owner-occupied unit",2.87,"(+/- 0.05 )",3.24,"(+/- 0.08 )",2.87,"(+/- 0.04 )",3.09,"(+/- 0.06 )",3.55,"(+/- 0.08 )",2.75,"(+/- 0.07 )",3.03,"(+/- 0.11 )",2.90,"(+/- 0.09 )",3.03,"(+/- 0.09 )",2.44,"(+/- 0.09 )",2.98,"(+/- 0.05 )",2.01,"(+/- 0.07 )",2.52,"(+/- 0.16 )",2.96,"(+/- 0.11 )",3.15,"(+/- 0.23 )",2.78,"(+/- 0.07 )",2.94,"(+/- 0.06 )",2.89,"(+/- 0.05 )",2.47,"(+/- 0.05 )",2.60,"(+/- 0.05 )",2.49,"(+/- 0.05 )",2.57,"(+/- 0.05 )",2.46,"(+/- 0.03 )",2.50,"(+/- 0.04 )",2.51,"(+/- 0.04 )",2.36,"(+/- 0.05 )",2.53,"(+/- 0.04 )"
Housing,"Housing Tenure","Average household size of renter-occupied unit",2.48,"(+/- 0.16 )",2.57,"(+/- 0.17 )",2.47,"(+/- 0.14 )",2.82,"(+/- 0.14 )",2.82,"(+/- 0.10 )",2.61,"(+/- 0.06 )",2.68,"(+/- 0.06 )",2.36,"(+/- 0.05 )",2.32,"(+/- 0.05 )",2.15,"(+/- 0.06 )",2.41,"(+/- 0.08 )",1.84,"(+/- 0.04 )",2.67,"(+/- 0.07 )",2.77,"(+/- 0.06 )",2.75,"(+/- 0.05 )",2.48,"(+/- 0.07 )",2.83,"(+/- 0.11 )",2.51,"(+/- 0.09 )",2.33,"(+/- 0.09 )",2.07,"(+/- 0.06 )",2.10,"(+/- 0.08 )",2.16,"(+/- 0.08 )",2.06,"(+/- 0.07 )",2.17,"(+/- 0.06 )",2.12,"(+/- 0.06 )",2.05,"(+/- 0.05 )",1.92,"(+/- 0.08 )"
Housing,"Year Householder Moved into Unit","Occupied housing units",250870,"(+/- 4659 )",226611,"(+/- 5089 )",247880,"(+/- 4318 )",237243,"(+/- 3324 )",229294,"(+/- 5261 )",271901,"(+/- 5594 )",256906,"(+/- 5435 )",303604,"(+/- 5451 )",285134,"(+/- 5102 )",307017,"(+/- 6607 )",263966,"(+/- 3538 )",356778,"(+/- 7981 )",294395,"(+/- 6894 )",244262,"(+/- 5707 )",259910,"(+/- 4641 )",272787,"(+/- 5156 )",248008,"(+/- 3677 )",251264,"(+/- 4064 )",271736,"(+/- 5330 )",289470,"(+/- 4264 )",278649,"(+/- 3888 )",271702,"(+/- 3984 )",279327,"(+/- 3711 )",279952,"(+/- 3415 )",291950,"(+/- 2871 )",306927,"(+/- 4595 )",289472,"(+/- 3900 )"
Housing,"Year Householder Moved into Unit","Moved in 2015 or later",26133,"(+/- 2882 )",20730,"(+/- 2745 )",22760,"(+/- 2223 )",22817,"(+/- 2505 )",23126,"(+/- 2383 )",35494,"(+/- 2838 )",41453,"(+/- 3085 )",44643,"(+/- 2897 )",41714,"(+/- 2784 )",57813,"(+/- 3759 )",29457,"(+/- 2732 )",84765,"(+/- 5268 )",40699,"(+/- 3802 )",32013,"(+/- 3164 )",29866,"(+/- 2915 )",34289,"(+/- 3362 )",30968,"(+/- 2252 )",32918,"(+/- 2917 )",33245,"(+/- 2745 )",54521,"(+/- 3243 )",39977,"(+/- 2882 )",38518,"(+/- 2917 )",40310,"(+/- 2731 )",41813,"(+/- 2993 )",52439,"(+/- 3518 )",55248,"(+/- 3603 )",35433,"(+/- 2923 )"
Housing,"Year Householder Moved into Unit","Moved in 2010 to 2014",31196,"(+/- 2925 )",25331,"(+/- 3073 )",28049,"(+/- 2543 )",28575,"(+/- 3047 )",29371,"(+/- 2814 )",37409,"(+/- 3281 )",35312,"(+/- 2763 )",44289,"(+/- 3289 )",38795,"(+/- 3322 )",52375,"(+/- 5032 )",34359,"(+/- 2775 )",67731,"(+/- 4929 )",44275,"(+/- 3806 )",41836,"(+/- 3104 )",35904,"(+/- 3737 )",36847,"(+/- 3162 )",32013,"(+/- 2897 )",34535,"(+/- 2977 )",36704,"(+/- 3007 )",47233,"(+/- 4011 )",38447,"(+/- 2685 )",34827,"(+/- 2723 )",38232,"(+/- 2720 )",43216,"(+/- 3443 )",46290,"(+/- 3026 )",44060,"(+/- 2903 )",36495,"(+/- 2678 )"
Housing,"Year Householder Moved into Unit","Moved in 2000 to 2009",37706,"(+/- 3302 )",32381,"(+/- 2578 )",38134,"(+/- 3099 )",36910,"(+/- 2880 )",38874,"(+/- 3123 )",54860,"(+/- 3687 )",52607,"(+/- 3468 )",57636,"(+/- 3954 )",54643,"(+/- 3529 )",58266,"(+/- 4361 )",46723,"(+/- 3219 )",68554,"(+/- 4744 )",59089,"(+/- 4377 )",49014,"(+/- 4266 )",61534,"(+/- 3370 )",55756,"(+/- 4823 )",43696,"(+/- 3216 )",40872,"(+/- 3276 )",46148,"(+/- 3395 )",52074,"(+/- 3714 )",46968,"(+/- 3228 )",46800,"(+/- 2989 )",48732,"(+/- 2803 )",49477,"(+/- 3199 )",51670,"(+/- 3193 )",53839,"(+/- 3152 )",53608,"(+/- 2671 )"
Housing,"Year Householder Moved into Unit","Moved in 1990 to 1999",66197,"(+/- 3483 )",55323,"(+/- 3797 )",59449,"(+/- 3043 )",56366,"(+/- 3666 )",62300,"(+/- 3728 )",62185,"(+/- 4513 )",53995,"(+/- 3819 )",69876,"(+/- 4019 )",60575,"(+/- 4522 )",54664,"(+/- 3588 )",71443,"(+/- 3739 )",53378,"(+/- 4209 )",67622,"(+/- 4901 )",56722,"(+/- 3950 )",70632,"(+/- 4528 )",66061,"(+/- 4623 )",59410,"(+/- 3113 )",63943,"(+/- 3211 )",62893,"(+/- 3121 )",60962,"(+/- 2978 )",61948,"(+/- 3399 )",60457,"(+/- 3064 )",61835,"(+/- 2871 )",59512,"(+/- 3397 )",63128,"(+/- 3494 )",63193,"(+/- 3590 )",66868,"(+/- 3305 )"
Housing,"Year Householder Moved into Unit","Moved in 1980 to 1989",43007,"(+/- 3119 )",36755,"(+/- 2664 )",46107,"(+/- 2949 )",38913,"(+/- 3064 )",36812,"(+/- 2886 )",37324,"(+/- 2748 )",36204,"(+/- 2907 )",44257,"(+/- 3719 )",41771,"(+/- 3128 )",38248,"(+/- 3799 )",36977,"(+/- 2546 )",37965,"(+/- 3249 )",42086,"(+/- 3496 )",30482,"(+/- 2812 )",29952,"(+/- 2834 )",36693,"(+/- 3497 )",34472,"(+/- 2610 )",36493,"(+/- 2421 )",40666,"(+/- 3032 )",30266,"(+/- 2509 )",41567,"(+/- 2697 )",36356,"(+/- 2151 )",37211,"(+/- 2340 )",38008,"(+/- 2486 )",36238,"(+/- 2593 )",36599,"(+/- 2645 )",42465,"(+/- 2944 )"
Housing,"Year Householder Moved into Unit","Moved in 1979 and earlier",46631,"(+/- 2999 )",56091,"(+/- 3154 )",53381,"(+/- 2819 )",53662,"(+/- 3189 )",38811,"(+/- 2496 )",44629,"(+/- 2800 )",37335,"(+/- 2779 )",42903,"(+/- 3156 )",47636,"(+/- 2937 )",45651,"(+/- 3511 )",45007,"(+/- 2729 )",44385,"(+/- 4002 )",40624,"(+/- 3377 )",34195,"(+/- 2519 )",32022,"(+/- 2786 )",43141,"(+/- 2848 )",47449,"(+/- 2984 )",42503,"(+/- 2936 )",52080,"(+/- 2655 )",44414,"(+/- 2522 )",49742,"(+/- 2361 )",54744,"(+/- 2688 )",53007,"(+/- 2114 )",47926,"(+/- 2181 )",42185,"(+/- 2492 )",53988,"(+/- 2845 )",54603,"(+/- 2782 )"
Housing,Value,"Owner-occupied units",199813,"(+/- 5122 )",181217,"(+/- 4800 )",205603,"(+/- 4494 )",179904,"(+/- 3885 )",131043,"(+/- 3790 )",126977,"(+/- 3722 )",60150,"(+/- 3323 )",105011,"(+/- 4292 )",83510,"(+/- 3166 )",102514,"(+/- 4886 )",154379,"(+/- 3741 )",98089,"(+/- 4958 )",29669,"(+/- 3137 )",77963,"(+/- 3607 )",22580,"(+/- 1821 )",132162,"(+/- 4570 )",166080,"(+/- 3969 )",175989,"(+/- 3326 )",196131,"(+/- 4739 )",171586,"(+/- 3821 )",193587,"(+/- 3904 )",186580,"(+/- 3651 )",194221,"(+/- 3596 )",191202,"(+/- 3584 )",187220,"(+/- 3466 )",182353,"(+/- 3621 )",218252,"(+/- 3462 )"
Housing,Value,"Less than $50,000",3179,"(+/- 883 )",3095,"(+/- 793 )",1433,"(+/- 479 )",1618,"(+/- 569 )",4086,"(+/- 1162 )",2094,"(+/- 1010 )",1510,"(+/- 551 )",2973,"(+/- 755 )",1425,"(+/- 420 )",3603,"(+/- 1263 )",2065,"(+/- 652 )",1461,"(+/- 802 )",3038,"(+/- 1045 )",1355,"(+/- 528 )",2120,"(+/- 580 )",6406,"(+/- 1665 )",2484,"(+/- 979 )",3675,"(+/- 711 )",12931,"(+/- 1718 )",5385,"(+/- 1094 )",17520,"(+/- 1679 )",16520,"(+/- 1545 )",26022,"(+/- 2106 )",11144,"(+/- 1325 )",8353,"(+/- 1105 )",13310,"(+/- 1506 )",13961,"(+/- 1675 )"
Housing,Value,"$50,000 to $99,999",3194,"(+/- 1051 )",1088,"(+/- 406 )",1152,"(+/- 490 )",1843,"(+/- 763 )",1273,"(+/- 502 )",2254,"(+/- 641 )",473,"(+/- 292 )",1049,"(+/- 468 )",1176,"(+/- 588 )",1275,"(+/- 569 )",1463,"(+/- 772 )",1391,"(+/- 671 )",643,"(+/- 425 )",1320,"(+/- 548 )",711,"(+/- 365 )",2743,"(+/- 952 )",2893,"(+/- 711 )",3414,"(+/- 903 )",20681,"(+/- 1749 )",13923,"(+/- 1604 )",41010,"(+/- 2607 )",53292,"(+/- 3036 )",63839,"(+/- 2637 )",41047,"(+/- 2507 )",29816,"(+/- 2467 )",39695,"(+/- 2623 )",32141,"(+/- 2050 )"
Housing,Value,"$100,000 to $149,999",4242,"(+/- 1031 )",1720,"(+/- 680 )",1523,"(+/- 698 )",1299,"(+/- 448 )",2448,"(+/- 765 )",1747,"(+/- 566 )",504,"(+/- 283 )",2019,"(+/- 680 )",818,"(+/- 396 )",1659,"(+/- 665 )",841,"(+/- 415 )",1832,"(+/- 1107 )",2234,"(+/- 935 )",2660,"(+/- 948 )",330,"(+/- 199 )",5015,"(+/- 1072 )",3943,"(+/- 869 )",9196,"(+/- 1323 )",26192,"(+/- 2497 )",23030,"(+/- 1846 )",35550,"(+/- 2595 )",46966,"(+/- 2704 )",37713,"(+/- 2012 )",53537,"(+/- 3352 )",54583,"(+/- 2875 )",49068,"(+/- 2742 )",46575,"(+/- 3006 )"
Housing,Value,"$150,000 to $199,999",5738,"(+/- 1157 )",3284,"(+/- 805 )",3785,"(+/- 863 )",3513,"(+/- 773 )",1929,"(+/- 767 )",5396,"(+/- 1082 )",389,"(+/- 249 )",1507,"(+/- 563 )",1457,"(+/- 571 )",817,"(+/- 490 )",1782,"(+/- 582 )",639,"(+/- 336 )",1133,"(+/- 602 )",2141,"(+/- 769 )",755,"(+/- 370 )",6595,"(+/- 1319 )",5354,"(+/- 1146 )",16327,"(+/- 1694 )",33777,"(+/- 2328 )",32691,"(+/- 2262 )",34257,"(+/- 2131 )",30535,"(+/- 2147 )",25798,"(+/- 1823 )",38070,"(+/- 2388 )",38020,"(+/- 2408 )",35114,"(+/- 2427 )",41199,"(+/- 3103 )"
Housing,Value,"$200,000 to $299,999",30904,"(+/- 2302 )",21688,"(+/- 2158 )",9497,"(+/- 1394 )",13634,"(+/- 1751 )",4000,"(+/- 889 )",14224,"(+/- 1714 )",1280,"(+/- 527 )",5095,"(+/- 1044 )",3349,"(+/- 756 )",2140,"(+/- 815 )",8307,"(+/- 1328 )",1548,"(+/- 703 )",2488,"(+/- 805 )",5724,"(+/- 1134 )",2922,"(+/- 813 )",14265,"(+/- 2403 )",15246,"(+/- 2170 )",48129,"(+/- 2731 )",50151,"(+/- 2661 )",53518,"(+/- 3050 )",36265,"(+/- 2310 )",24320,"(+/- 1645 )",21905,"(+/- 1521 )",29276,"(+/- 2093 )",36167,"(+/- 2160 )",26797,"(+/- 2059 )",48799,"(+/- 2527 )"
Housing,Value,"$300,000 to $499,999",89097,"(+/- 4598 )",112998,"(+/- 4251 )",51248,"(+/- 2923 )",70820,"(+/- 3511 )",57080,"(+/- 2865 )",22002,"(+/- 2407 )",7669,"(+/- 1307 )",21883,"(+/- 2376 )",12804,"(+/- 1655 )",6346,"(+/- 1258 )",41422,"(+/- 2899 )",8314,"(+/- 1713 )",5318,"(+/- 1188 )",20590,"(+/- 2209 )",8746,"(+/- 1447 )",30498,"(+/- 2952 )",57863,"(+/- 3038 )",63817,"(+/- 3769 )",38268,"(+/- 2488 )",34494,"(+/- 2711 )",20686,"(+/- 1986 )",10724,"(+/- 1149 )",13794,"(+/- 1527 )",13696,"(+/- 1602 )",15528,"(+/- 1528 )",13004,"(+/- 1311 )",25952,"(+/- 2318 )"
Housing,Value,"$500,000 to $999,999",51438,"(+/- 2781 )",34718,"(+/- 2539 )",103466,"(+/- 3712 )",79486,"(+/- 2951 )",55756,"(+/- 3079 )",60774,"(+/- 3187 )",24510,"(+/- 2302 )",49419,"(+/- 2706 )",40035,"(+/- 2433 )",34589,"(+/- 2425 )",80136,"(+/- 3203 )",30143,"(+/- 3813 )",10285,"(+/- 1495 )",34585,"(+/- 2415 )",6542,"(+/- 1262 )",46952,"(+/- 2618 )",65886,"(+/- 3083 )",25773,"(+/- 1964 )",11369,"(+/- 1518 )",7182,"(+/- 1096 )",6492,"(+/- 929 )",3449,"(+/- 845 )",3874,"(+/- 745 )",3492,"(+/- 761 )",4045,"(+/- 992 )",4114,"(+/- 831 )",7723,"(+/- 1314 )"
Housing,Value,"$1,000,000 or more",12021,"(+/- 1888 )",2626,"(+/- 651 )",33499,"(+/- 2130 )",7691,"(+/- 1086 )",4471,"(+/- 1048 )",18486,"(+/- 1743 )",23815,"(+/- 2253 )",21066,"(+/- 2038 )",22446,"(+/- 2269 )",52085,"(+/- 4193 )",18363,"(+/- 1852 )",52761,"(+/- 3578 )",4530,"(+/- 1412 )",9588,"(+/- 1299 )",454,"(+/- 296 )",19688,"(+/- 1700 )",12411,"(+/- 1286 )",5658,"(+/- 1095 )",2762,"(+/- 575 )",1363,"(+/- 510 )",1807,"(+/- 592 )",774,"(+/- 308 )",1276,"(+/- 532 )",940,"(+/- 458 )",708,"(+/- 334 )",1251,"(+/- 525 )",1902,"(+/- 625 )"
Housing,Value,"Median (dollars)",398400,"(+/- 5757 )",398100,"(+/- 4642 )",628800,"(+/- 9135 )",493500,"(+/- 5878 )",486600,"(+/- 6131 )",650100,"(+/- 21339 )",839300,"(+/- 47877 )",629200,"(+/- 14909 )",726100,"(+/- 19544 )",1015100,"(+/- 47507 )",596900,"(+/- 9835 )",1083700,"(+/- 67090 )",499200,"(+/- 52191 )",562600,"(+/- 22073 )",426600,"(+/- 19474 )",504200,"(+/- 21156 )",485500,"(+/- 7656 )",316800,"(+/- 5852 )",208600,"(+/- 5637 )",217800,"(+/- 4115 )",153400,"(+/- 3446 )",123300,"(+/- 2834 )",108000,"(+/- 2571 )",140400,"(+/- 2489 )",151000,"(+/- 3205 )",138400,"(+/- 2795 )",166600,"(+/- 2784 )"
Housing,"Mortgage Status","Owner-occupied units",199813,"(+/- 5122 )",181217,"(+/- 4800 )",205603,"(+/- 4494 )",179904,"(+/- 3885 )",131043,"(+/- 3790 )",126977,"(+/- 3722 )",60150,"(+/- 3323 )",105011,"(+/- 4292 )",83510,"(+/- 3166 )",102514,"(+/- 4886 )",154379,"(+/- 3741 )",98089,"(+/- 4958 )",29669,"(+/- 3137 )",77963,"(+/- 3607 )",22580,"(+/- 1821 )",132162,"(+/- 4570 )",166080,"(+/- 3969 )",175989,"(+/- 3326 )",196131,"(+/- 4739 )",171586,"(+/- 3821 )",193587,"(+/- 3904 )",186580,"(+/- 3651 )",194221,"(+/- 3596 )",191202,"(+/- 3584 )",187220,"(+/- 3466 )",182353,"(+/- 3621 )",218252,"(+/- 3462 )"
Housing,"Mortgage Status","Housing units with a mortgage",131188,"(+/- 4410 )",119763,"(+/- 4242 )",122320,"(+/- 4114 )",114483,"(+/- 4188 )",90641,"(+/- 3380 )",59825,"(+/- 3369 )",36443,"(+/- 2842 )",68255,"(+/- 3274 )",52585,"(+/- 2652 )",49008,"(+/- 3791 )",95380,"(+/- 3939 )",42178,"(+/- 3412 )",15764,"(+/- 2009 )",44169,"(+/- 3320 )",13163,"(+/- 1581 )",77829,"(+/- 3366 )",105785,"(+/- 3445 )",118929,"(+/- 3915 )",108256,"(+/- 4326 )",108113,"(+/- 4003 )",109648,"(+/- 3293 )",103585,"(+/- 3514 )",100707,"(+/- 3650 )",117767,"(+/- 3551 )",122277,"(+/- 3679 )",104365,"(+/- 3812 )",133965,"(+/- 3659 )"
Housing,"Mortgage Status","Housing units without a mortgage",68625,"(+/- 3471 )",61454,"(+/- 3281 )",83283,"(+/- 3627 )",65421,"(+/- 3305 )",40402,"(+/- 2487 )",67152,"(+/- 3122 )",23707,"(+/- 2150 )",36756,"(+/- 2920 )",30925,"(+/- 2429 )",53506,"(+/- 3601 )",58999,"(+/- 3116 )",55911,"(+/- 4283 )",13905,"(+/- 2008 )",33794,"(+/- 2207 )",9417,"(+/- 1374 )",54333,"(+/- 3786 )",60295,"(+/- 3183 )",57060,"(+/- 3181 )",87875,"(+/- 3383 )",63473,"(+/- 3277 )",83939,"(+/- 3515 )",82995,"(+/- 3307 )",93514,"(+/- 2983 )",73435,"(+/- 3197 )",64943,"(+/- 2943 )",77988,"(+/- 3491 )",84287,"(+/- 3601 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units with a mortgage",131188,"(+/- 4410 )",119763,"(+/- 4242 )",122320,"(+/- 4114 )",114483,"(+/- 4188 )",90641,"(+/- 3380 )",59825,"(+/- 3369 )",36443,"(+/- 2842 )",68255,"(+/- 3274 )",52585,"(+/- 2652 )",49008,"(+/- 3791 )",95380,"(+/- 3939 )",42178,"(+/- 3412 )",15764,"(+/- 2009 )",44169,"(+/- 3320 )",13163,"(+/- 1581 )",77829,"(+/- 3366 )",105785,"(+/- 3445 )",118929,"(+/- 3915 )",108256,"(+/- 4326 )",108113,"(+/- 4003 )",109648,"(+/- 3293 )",103585,"(+/- 3514 )",100707,"(+/- 3650 )",117767,"(+/- 3551 )",122277,"(+/- 3679 )",104365,"(+/- 3812 )",133965,"(+/- 3659 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $500",64,"(+/- 114 )",96,"(+/- 116 )",493,"(+/- 432 )",310,"(+/- 260 )",400,"(+/- 358 )",789,"(+/- 345 )",97,"(+/- 117 )",557,"(+/- 296 )",475,"(+/- 308 )",695,"(+/- 506 )",216,"(+/- 172 )",552,"(+/- 403 )",692,"(+/- 496 )",232,"(+/- 156 )",72,"(+/- 119 )",1223,"(+/- 639 )",285,"(+/- 246 )",56,"(+/- 91 )",1067,"(+/- 499 )",938,"(+/- 611 )",1893,"(+/- 587 )",1621,"(+/- 498 )",3053,"(+/- 662 )",1732,"(+/- 442 )",1224,"(+/- 433 )",2790,"(+/- 765 )",1658,"(+/- 501 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$500 to $999",1770,"(+/- 721 )",1322,"(+/- 481 )",3461,"(+/- 987 )",1733,"(+/- 691 )",2176,"(+/- 666 )",4534,"(+/- 993 )",927,"(+/- 431 )",2223,"(+/- 738 )",2339,"(+/- 777 )",1954,"(+/- 1029 )",2945,"(+/- 881 )",1004,"(+/- 775 )",1723,"(+/- 749 )",3105,"(+/- 875 )",724,"(+/- 463 )",4890,"(+/- 1168 )",3176,"(+/- 954 )",3640,"(+/- 919 )",15067,"(+/- 1559 )",11801,"(+/- 1561 )",28314,"(+/- 1933 )",32041,"(+/- 2427 )",35915,"(+/- 2318 )",27929,"(+/- 2251 )",25540,"(+/- 2205 )",33127,"(+/- 2440 )",26810,"(+/- 1986 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 to $1,499",7548,"(+/- 1435 )",6047,"(+/- 1176 )",5478,"(+/- 1145 )",4368,"(+/- 1018 )",5317,"(+/- 1125 )",6423,"(+/- 1285 )",2297,"(+/- 740 )",5086,"(+/- 1085 )",4235,"(+/- 920 )",3190,"(+/- 985 )",9551,"(+/- 1568 )",3213,"(+/- 1527 )",1372,"(+/- 595 )",6341,"(+/- 1402 )",1472,"(+/- 495 )",6077,"(+/- 1024 )",4644,"(+/- 875 )",12137,"(+/- 1529 )",30353,"(+/- 2350 )",31422,"(+/- 2705 )",38575,"(+/- 2488 )",41063,"(+/- 2455 )",34375,"(+/- 2413 )",42868,"(+/- 2676 )",44791,"(+/- 2316 )",38846,"(+/- 2929 )",46608,"(+/- 3117 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,500 to $1,999",20364,"(+/- 2553 )",12229,"(+/- 1673 )",8704,"(+/- 1286 )",7546,"(+/- 1235 )",11204,"(+/- 1498 )",8690,"(+/- 1525 )",4055,"(+/- 763 )",8986,"(+/- 1760 )",6393,"(+/- 1047 )",4634,"(+/- 1058 )",12408,"(+/- 1865 )",4797,"(+/- 1373 )",2789,"(+/- 942 )",5386,"(+/- 1303 )",1892,"(+/- 659 )",6563,"(+/- 1590 )",10349,"(+/- 1434 )",24209,"(+/- 2140 )",25297,"(+/- 2213 )",32209,"(+/- 2730 )",22892,"(+/- 2166 )",17262,"(+/- 1784 )",15264,"(+/- 1567 )",24864,"(+/- 2165 )",27891,"(+/- 2505 )",16737,"(+/- 1527 )",29760,"(+/- 2413 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,000 to $2,499",30863,"(+/- 2412 )",25467,"(+/- 2273 )",12428,"(+/- 1576 )",14948,"(+/- 1746 )",19853,"(+/- 2126 )",9929,"(+/- 1406 )",5745,"(+/- 1259 )",11921,"(+/- 1688 )",7332,"(+/- 1234 )",3744,"(+/- 1157 )",20486,"(+/- 2106 )",3093,"(+/- 980 )",1916,"(+/- 711 )",5607,"(+/- 1082 )",3371,"(+/- 1003 )",7688,"(+/- 1205 )",13688,"(+/- 2067 )",25236,"(+/- 2021 )",14363,"(+/- 1675 )",16249,"(+/- 1902 )",9393,"(+/- 1208 )",6353,"(+/- 1150 )",6120,"(+/- 998 )",10660,"(+/- 1196 )",12394,"(+/- 1549 )",6866,"(+/- 1238 )",15476,"(+/- 1955 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,500 to $2,999",27060,"(+/- 2955 )",30261,"(+/- 2887 )",17514,"(+/- 2039 )",22554,"(+/- 2527 )",19786,"(+/- 2222 )",8940,"(+/- 1501 )",4750,"(+/- 981 )",12810,"(+/- 1405 )",8827,"(+/- 1602 )",5885,"(+/- 1408 )",18925,"(+/- 2142 )",4084,"(+/- 926 )",2526,"(+/- 760 )",6893,"(+/- 1429 )",1798,"(+/- 709 )",10531,"(+/- 1822 )",17463,"(+/- 2078 )",20747,"(+/- 2665 )",10873,"(+/- 1506 )",8132,"(+/- 1312 )",4245,"(+/- 919 )",2437,"(+/- 674 )",2852,"(+/- 590 )",4795,"(+/- 914 )",4692,"(+/- 918 )",3215,"(+/- 880 )",6356,"(+/- 1295 )"
