Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE","District 09 Estimate","District 09 MOE","District 10 Estimate","District 10 MOE","District 11 Estimate","District 11 MOE","District 12 Estimate","District 12 MOE","District 13 Estimate","District 13 MOE","District 14 Estimate","District 14 MOE","District 15 Estimate","District 15 MOE","District 16 Estimate","District 16 MOE","District 17 Estimate","District 17 MOE","District 18 Estimate","District 18 MOE","District 19 Estimate","District 19 MOE","District 20 Estimate","District 20 MOE","District 21 Estimate","District 21 MOE","District 22 Estimate","District 22 MOE","District 23 Estimate","District 23 MOE","District 24 Estimate","District 24 MOE","District 25 Estimate","District 25 MOE","District 26 Estimate","District 26 MOE","District 27 Estimate","District 27 MOE","District 28 Estimate","District 28 MOE","District 29 Estimate","District 29 MOE","District 30 Estimate","District 30 MOE","District 31 Estimate","District 31 MOE","District 32 Estimate","District 32 MOE","District 33 Estimate","District 33 MOE","District 34 Estimate","District 34 MOE","District 35 Estimate","District 35 MOE","District 36 Estimate","District 36 MOE"
People,Race,Asian,9682,"(+/- 1371 )",61941,"(+/- 6936 )",151334,"(+/- 4242 )",9424,"(+/- 1281 )",13423,"(+/- 3315 )",40475,"(+/- 5614 )",88329,"(+/- 8749 )",27241,"(+/- 3541 )",93502,"(+/- 10406 )",56253,"(+/- 6675 )",9738,"(+/- 1737 )",32593,"(+/- 5119 )",16293,"(+/- 1227 )",23569,"(+/- 1714 )",9974,"(+/- 1652 )",10354,"(+/- 1305 )",42096,"(+/- 4900 )",31511,"(+/- 5166 )",13229,"(+/- 1537 )",25393,"(+/- 4568 )",29039,"(+/- 3925 )",181244,"(+/- 9364 )",19335,"(+/- 4817 )",117466,"(+/- 8443 )",28624,"(+/- 4268 )",68168,"(+/- 6267 )",11994,"(+/- 819 )",5791,"(+/- 2120 )",13968,"(+/- 3853 )",14962,"(+/- 4258 )",47493,"(+/- 2588 )",72675,"(+/- 7276 )",17897,"(+/- 3918 )",5342,"(+/- 1030 )",14993,"(+/- 3274 )",15512,"(+/- 3515 )"
People,Race,"Native Hawaiian and Other Pacific Islander",874,"(+/- 659 )",288,"(+/- 363 )",154,"(+/- 190 )",56,"(+/- 102 )",471,"(+/- 352 )",785,"(+/- 594 )",452,"(+/- 619 )",367,"(+/- 312 )",227,"(+/- 272 )",255,"(+/- 229 )",298,"(+/- 225 )",1222,"(+/- 1070 )",861,"(+/- 699 )",1184,"(+/- 1374 )",9,"(+/- 15 )",1246,"(+/- 259 )",373,"(+/- 421 )",1622,"(+/- 1359 )",580,"(+/- 663 )",310,"(+/- 287 )",732,"(+/- 638 )",107,"(+/- 129 )",788,"(+/- 595 )",1797,"(+/- 1666 )",306,"(+/- 198 )",590,"(+/- 773 )",648,"(+/- 573 )",145,"(+/- 198 )",645,"(+/- 673 )",413,"(+/- 394 )",2160,"(+/- 1237 )",277,"(+/- 307 )",701,"(+/- 840 )",166,"(+/- 214 )",157,"(+/- 228 )",197,"(+/- 210 )"
People,Race,"Some other race",9216,"(+/- 2772 )",85581,"(+/- 11427 )",22972,"(+/- 5612 )",26424,"(+/- 5027 )",30494,"(+/- 5168 )",35065,"(+/- 5788 )",53747,"(+/- 10358 )",22294,"(+/- 5012 )",112833,"(+/- 11134 )",71815,"(+/- 10672 )",39328,"(+/- 6538 )",34625,"(+/- 7686 )",23173,"(+/- 3658 )",24467,"(+/- 4802 )",69565,"(+/- 9430 )",95537,"(+/- 10934 )",11538,"(+/- 3159 )",72098,"(+/- 10060 )",43292,"(+/- 4671 )",40498,"(+/- 7351 )",27933,"(+/- 4768 )",33809,"(+/- 8480 )",56224,"(+/- 7596 )",47511,"(+/- 8141 )",22396,"(+/- 4303 )",21757,"(+/- 5459 )",35602,"(+/- 6184 )",31281,"(+/- 6249 )",107513,"(+/- 10476 )",31025,"(+/- 6374 )",20875,"(+/- 3457 )",46780,"(+/- 7020 )",152322,"(+/- 14129 )",34347,"(+/- 5429 )",96876,"(+/- 9463 )",18632,"(+/- 4518 )"
People,Race,"Two or more races",14437,"(+/- 2827 )",17273,"(+/- 3204 )",25819,"(+/- 3728 )",20224,"(+/- 2771 )",18330,"(+/- 3746 )",33429,"(+/- 5908 )",24460,"(+/- 5072 )",21208,"(+/- 4975 )",13997,"(+/- 4301 )",29948,"(+/- 5257 )",17066,"(+/- 3348 )",24536,"(+/- 3804 )",18241,"(+/- 2558 )",21184,"(+/- 3756 )",13939,"(+/- 3289 )",24242,"(+/- 4336 )",18288,"(+/- 2752 )",16453,"(+/- 4055 )",22044,"(+/- 3451 )",26408,"(+/- 4772 )",29836,"(+/- 4028 )",23061,"(+/- 3769 )",15579,"(+/- 3163 )",23675,"(+/- 3536 )",25657,"(+/- 3104 )",36150,"(+/- 5082 )",14840,"(+/- 3168 )",16273,"(+/- 3412 )",9548,"(+/- 2160 )",15031,"(+/- 3025 )",42029,"(+/- 5024 )",22256,"(+/- 3770 )",16868,"(+/- 3787 )",7395,"(+/- 1726 )",24321,"(+/- 3655 )",19945,"(+/- 3417 )"
People,"Hispanic or Latino and Race","Total population",725555,"(+/- 4681 )",803041,"(+/- 23478 )",899784,"(+/- 8289 )",759648,"(+/- 7731 )",749808,"(+/- 11072 )",804816,"(+/- 15813 )",775198,"(+/- 28663 )",871420,"(+/- 12276 )",786925,"(+/- 29478 )",896798,"(+/- 24121 )",782337,"(+/- 6209 )",812102,"(+/- 15762 )",711672,"(+/- 4745 )",763380,"(+/- 8826 )",795511,"(+/- 13153 )",733764,"(+/- 7877 )",793513,"(+/- 11152 )",801885,"(+/- 24004 )",731759,"(+/- 6458 )",846337,"(+/- 22034 )",818281,"(+/- 19731 )",935386,"(+/- 21358 )",794879,"(+/- 16077 )",817147,"(+/- 11209 )",786976,"(+/- 16986 )",894192,"(+/- 9804 )",739719,"(+/- 7422 )",768719,"(+/- 15326 )",765435,"(+/- 23892 )",804679,"(+/- 19379 )",883347,"(+/- 5077 )",769852,"(+/- 16363 )",777745,"(+/- 22612 )",727688,"(+/- 12492 )",818369,"(+/- 22634 )",754178,"(+/- 13965 )"
People,"Hispanic or Latino and Race","Hispanic or Latino (of any race)",132292,"(+/- 1741 )",253375,"(+/- 15164 )",135640,"(+/- 5291 )",114300,"(+/- 5553 )",218116,"(+/- 11242 )",184231,"(+/- 10687 )",234636,"(+/- 15959 )",208341,"(+/- 9716 )",307972,"(+/- 18638 )",256821,"(+/- 17201 )",305407,"(+/- 4826 )",190147,"(+/- 10481 )",196867,"(+/- 3877 )",194378,"(+/- 7408 )",645358,"(+/- 13355 )",595345,"(+/- 7916 )",210482,"(+/- 10524 )",343799,"(+/- 17037 )",276461,"(+/- 4835 )",595290,"(+/- 19751 )",236012,"(+/- 13853 )",254441,"(+/- 14413 )",548671,"(+/- 14595 )",203656,"(+/- 14274 )",149693,"(+/- 9255 )",169223,"(+/- 6872 )",396568,"(+/- 6364 )",602429,"(+/- 14461 )",612292,"(+/- 20418 )",318402,"(+/- 16282 )",221869,"(+/- 3756 )",202062,"(+/- 13593 )",524674,"(+/- 20566 )",618938,"(+/- 12670 )",505374,"(+/- 21760 )",205282,"(+/- 13719 )"
People,"Hispanic or Latino and Race",Mexican,120041,"(+/- 3295 )",178102,"(+/- 13381 )",97411,"(+/- 7273 )",98887,"(+/- 6128 )",188522,"(+/- 11587 )",159931,"(+/- 10922 )",119842,"(+/- 12238 )",152574,"(+/- 10174 )",181837,"(+/- 14551 )",196291,"(+/- 16449 )",281996,"(+/- 6505 )",157921,"(+/- 11023 )",173629,"(+/- 5552 )",165931,"(+/- 8047 )",616954,"(+/- 14254 )",565621,"(+/- 9231 )",185776,"(+/- 11578 )",252723,"(+/- 16086 )",247029,"(+/- 7340 )",528381,"(+/- 19351 )",194803,"(+/- 12472 )",187037,"(+/- 14425 )",507811,"(+/- 15420 )",141337,"(+/- 11628 )",121168,"(+/- 8023 )",126691,"(+/- 7098 )",366187,"(+/- 7424 )",565176,"(+/- 14225 )",524934,"(+/- 21712 )",280704,"(+/- 14825 )",170984,"(+/- 7551 )",155934,"(+/- 12931 )",442583,"(+/- 20457 )",587036,"(+/- 13806 )",437639,"(+/- 21124 )",180379,"(+/- 14093 )"
People,"Hispanic or Latino and Race","Puerto Rican",2838,"(+/- 1649 )",5901,"(+/- 2292 )",5593,"(+/- 2422 )",3258,"(+/- 1894 )",3702,"(+/- 1426 )",4569,"(+/- 1434 )",7454,"(+/- 2925 )",3564,"(+/- 1633 )",5020,"(+/- 2583 )",9428,"(+/- 3641 )",3743,"(+/- 1682 )",7602,"(+/- 3010 )",2700,"(+/- 1084 )",4428,"(+/- 1638 )",2523,"(+/- 897 )",6823,"(+/- 1859 )",3968,"(+/- 1545 )",6016,"(+/- 3172 )",2240,"(+/- 1076 )",11958,"(+/- 3360 )",8752,"(+/- 2608 )",10590,"(+/- 6328 )",7014,"(+/- 2375 )",7582,"(+/- 2657 )",9108,"(+/- 3183 )",9125,"(+/- 3068 )",3345,"(+/- 1417 )",4680,"(+/- 2000 )",3751,"(+/- 1895 )",2926,"(+/- 1003 )",21500,"(+/- 4637 )",3242,"(+/- 1477 )",3390,"(+/- 1168 )",2516,"(+/- 1328 )",10323,"(+/- 3891 )",3593,"(+/- 1644 )"
People,"Hispanic or Latino and Race",Cuban,400,"(+/- 408 )",6103,"(+/- 3107 )",2887,"(+/- 1215 )",385,"(+/- 324 )",3825,"(+/- 2448 )",1454,"(+/- 825 )",6043,"(+/- 3046 )",2108,"(+/- 1621 )",9901,"(+/- 3777 )",7072,"(+/- 3129 )",1564,"(+/- 1304 )",5135,"(+/- 3246 )",679,"(+/- 580 )",2107,"(+/- 1112 )",1017,"(+/- 751 )",1457,"(+/- 907 )",1102,"(+/- 750 )",4350,"(+/- 1940 )",400,"(+/- 337 )",3686,"(+/- 1465 )",2032,"(+/- 1362 )",2510,"(+/- 1904 )",2093,"(+/- 982 )",4373,"(+/- 3227 )",995,"(+/- 593 )",2343,"(+/- 1178 )",1658,"(+/- 1188 )",2615,"(+/- 2017 )",1494,"(+/- 1067 )",2430,"(+/- 1168 )",1869,"(+/- 1011 )",2067,"(+/- 1338 )",1528,"(+/- 1008 )",384,"(+/- 314 )",2639,"(+/- 1390 )",1008,"(+/- 668 )"
People,"Hispanic or Latino and Race","Other Hispanic or Latino",9013,"(+/- 2219 )",63269,"(+/- 8947 )",29749,"(+/- 5316 )",11770,"(+/- 3130 )",22067,"(+/- 3893 )",18277,"(+/- 3481 )",101297,"(+/- 12595 )",50095,"(+/- 9647 )",111214,"(+/- 11189 )",44030,"(+/- 8220 )",18104,"(+/- 4055 )",19489,"(+/- 4627 )",19859,"(+/- 3538 )",21912,"(+/- 3689 )",24864,"(+/- 5625 )",21444,"(+/- 3674 )",19636,"(+/- 4169 )",80710,"(+/- 8734 )",26792,"(+/- 5437 )",51265,"(+/- 6587 )",30425,"(+/- 6182 )",54304,"(+/- 8642 )",31753,"(+/- 5586 )",50364,"(+/- 6470 )",18422,"(+/- 3499 )",31064,"(+/- 5665 )",25378,"(+/- 5090 )",29958,"(+/- 5038 )",82113,"(+/- 9896 )",32342,"(+/- 7133 )",27516,"(+/- 5696 )",40819,"(+/- 6275 )",77173,"(+/- 9262 )",29002,"(+/- 5312 )",54773,"(+/- 6911 )",20302,"(+/- 4531 )"
People,"Hispanic or Latino and Race","Not Hispanic or Latino",593263,"(+/- 4252 )",549666,"(+/- 19397 )",764144,"(+/- 7026 )",645348,"(+/- 5980 )",531692,"(+/- 10472 )",620585,"(+/- 14080 )",540562,"(+/- 24122 )",663079,"(+/- 8350 )",478953,"(+/- 21773 )",639977,"(+/- 18827 )",476930,"(+/- 4720 )",621955,"(+/- 12154 )",514805,"(+/- 3144 )",569002,"(+/- 7536 )",150153,"(+/- 4784 )",138419,"(+/- 2186 )",583031,"(+/- 9660 )",458086,"(+/- 19737 )",455298,"(+/- 4140 )",251047,"(+/- 10481 )",582269,"(+/- 17379 )",680945,"(+/- 17027 )",246208,"(+/- 8731 )",613491,"(+/- 13840 )",637283,"(+/- 15447 )",724969,"(+/- 11520 )",343151,"(+/- 4155 )",166290,"(+/- 7345 )",153143,"(+/- 10665 )",486277,"(+/- 15526 )",661478,"(+/- 4369 )",567790,"(+/- 15674 )",253071,"(+/- 13630 )",108750,"(+/- 3193 )",312995,"(+/- 10673 )",548896,"(+/- 12862 )"
People,"Place of Birth","Total population",725555,"(+/- 4681 )",803041,"(+/- 23478 )",899784,"(+/- 8289 )",759648,"(+/- 7731 )",749808,"(+/- 11072 )",804816,"(+/- 15813 )",775198,"(+/- 28663 )",871420,"(+/- 12276 )",786925,"(+/- 29478 )",896798,"(+/- 24121 )",782337,"(+/- 6209 )",812102,"(+/- 15762 )",711672,"(+/- 4745 )",763380,"(+/- 8826 )",795511,"(+/- 13153 )",733764,"(+/- 7877 )",793513,"(+/- 11152 )",801885,"(+/- 24004 )",731759,"(+/- 6458 )",846337,"(+/- 22034 )",818281,"(+/- 19731 )",935386,"(+/- 21358 )",794879,"(+/- 16077 )",817147,"(+/- 11209 )",786976,"(+/- 16986 )",894192,"(+/- 9804 )",739719,"(+/- 7422 )",768719,"(+/- 15326 )",765435,"(+/- 23892 )",804679,"(+/- 19379 )",883347,"(+/- 5077 )",769852,"(+/- 16363 )",777745,"(+/- 22612 )",727688,"(+/- 12492 )",818369,"(+/- 22634 )",754178,"(+/- 13965 )"
People,"Place of Birth",Native,666974,"(+/- 5689 )",643848,"(+/- 21823 )",692689,"(+/- 11017 )",712715,"(+/- 7725 )",639934,"(+/- 10468 )",709540,"(+/- 15108 )",534530,"(+/- 22544 )",758980,"(+/- 14171 )",517640,"(+/- 21660 )",747427,"(+/- 20641 )",713061,"(+/- 9374 )",730217,"(+/- 14923 )",645329,"(+/- 7974 )",682394,"(+/- 9677 )",616835,"(+/- 14301 )",562561,"(+/- 10095 )",698343,"(+/- 11392 )",623465,"(+/- 22496 )",669194,"(+/- 7254 )",719306,"(+/- 20804 )",738233,"(+/- 17590 )",688161,"(+/- 20947 )",659599,"(+/- 15903 )",604464,"(+/- 13095 )",724197,"(+/- 16065 )",778858,"(+/- 9498 )",674485,"(+/- 8089 )",617514,"(+/- 14900 )",512007,"(+/- 19251 )",660113,"(+/- 17573 )",781612,"(+/- 8349 )",585295,"(+/- 15089 )",520463,"(+/- 16619 )",588171,"(+/- 13541 )",681744,"(+/- 19550 )",673922,"(+/- 12411 )"
People,"Place of Birth","Born in United States",661788,"(+/- 5891 )",629696,"(+/- 22271 )",674691,"(+/- 10842 )",703020,"(+/- 7740 )",631733,"(+/- 10279 )",699353,"(+/- 14784 )",521084,"(+/- 22198 )",745802,"(+/- 13697 )",505459,"(+/- 21615 )",731614,"(+/- 19975 )",706718,"(+/- 9405 )",717972,"(+/- 15207 )",636441,"(+/- 8402 )",675571,"(+/- 9596 )",605012,"(+/- 14523 )",542558,"(+/- 10547 )",686560,"(+/- 10923 )",614429,"(+/- 22215 )",661523,"(+/- 7266 )",700065,"(+/- 21105 )",722328,"(+/- 17784 )",667136,"(+/- 19989 )",641952,"(+/- 15980 )",592355,"(+/- 12667 )",709148,"(+/- 15800 )",763063,"(+/- 9548 )",665147,"(+/- 8315 )",604201,"(+/- 15271 )",502341,"(+/- 19471 )",651514,"(+/- 17537 )",754443,"(+/- 8852 )",575028,"(+/- 14953 )",513235,"(+/- 15988 )",580343,"(+/- 13523 )",665885,"(+/- 19762 )",666908,"(+/- 12663 )"
People,"Place of Birth","State of residence",509035,"(+/- 9666 )",419666,"(+/- 17196 )",365991,"(+/- 10550 )",504505,"(+/- 8842 )",488361,"(+/- 12321 )",476712,"(+/- 16352 )",351478,"(+/- 18161 )",519091,"(+/- 14537 )",381976,"(+/- 17292 )",509635,"(+/- 15688 )",534450,"(+/- 12208 )",493034,"(+/- 15550 )",475793,"(+/- 9663 )",514813,"(+/- 12733 )",516589,"(+/- 13537 )",413366,"(+/- 12460 )",531358,"(+/- 12013 )",485658,"(+/- 19602 )",529841,"(+/- 7855 )",541769,"(+/- 20515 )",469634,"(+/- 16085 )",473362,"(+/- 17656 )",504081,"(+/- 13830 )",351042,"(+/- 11572 )",449323,"(+/- 13181 )",436935,"(+/- 11532 )",553238,"(+/- 10114 )",510579,"(+/- 14307 )",435861,"(+/- 18565 )",504320,"(+/- 19017 )",457738,"(+/- 12624 )",377174,"(+/- 12590 )",425410,"(+/- 13752 )",515026,"(+/- 13574 )",519066,"(+/- 18700 )",514789,"(+/- 14249 )"
People,"Place of Birth","Different state",152753,"(+/- 8650 )",210030,"(+/- 10493 )",308700,"(+/- 9447 )",198515,"(+/- 7272 )",143372,"(+/- 7100 )",222641,"(+/- 10579 )",169606,"(+/- 11084 )",226711,"(+/- 10165 )",123483,"(+/- 10982 )",221979,"(+/- 10594 )",172268,"(+/- 9604 )",224938,"(+/- 10297 )",160648,"(+/- 7377 )",160758,"(+/- 8739 )",88423,"(+/- 6568 )",129192,"(+/- 8481 )",155202,"(+/- 7687 )",128771,"(+/- 8447 )",131682,"(+/- 5940 )",158296,"(+/- 10860 )",252694,"(+/- 9582 )",193774,"(+/- 10182 )",137871,"(+/- 9037 )",241313,"(+/- 9070 )",259825,"(+/- 12553 )",326128,"(+/- 11691 )",111909,"(+/- 6983 )",93622,"(+/- 6765 )",66480,"(+/- 7413 )",147194,"(+/- 8036 )",296705,"(+/- 10493 )",197854,"(+/- 8583 )",87825,"(+/- 7547 )",65317,"(+/- 5146 )",146819,"(+/- 9010 )",152119,"(+/- 7748 )"
People,"Place of Birth","Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)",5186,"(+/- 1917 )",14152,"(+/- 3419 )",17998,"(+/- 3088 )",9695,"(+/- 2404 )",8201,"(+/- 1715 )",10187,"(+/- 2217 )",13446,"(+/- 3366 )",13178,"(+/- 2699 )",12181,"(+/- 3520 )",15813,"(+/- 3041 )",6343,"(+/- 1966 )",12245,"(+/- 2245 )",8888,"(+/- 1807 )",6823,"(+/- 1768 )",11823,"(+/- 2893 )",20003,"(+/- 3338 )",11783,"(+/- 2807 )",9036,"(+/- 2470 )",7671,"(+/- 1693 )",19241,"(+/- 3178 )",15905,"(+/- 2821 )",21025,"(+/- 5479 )",17647,"(+/- 4037 )",12109,"(+/- 2794 )",15049,"(+/- 2678 )",15795,"(+/- 2639 )",9338,"(+/- 1939 )",13313,"(+/- 2733 )",9666,"(+/- 2522 )",8599,"(+/- 2283 )",27169,"(+/- 3262 )",10267,"(+/- 1998 )",7228,"(+/- 1973 )",7828,"(+/- 2030 )",15859,"(+/- 2619 )",7014,"(+/- 2047 )"
People,"Place of Birth","Foreign born",58581,"(+/- 3596 )",159193,"(+/- 8264 )",207095,"(+/- 8675 )",46933,"(+/- 5329 )",109874,"(+/- 9180 )",95276,"(+/- 7598 )",240668,"(+/- 12990 )",112440,"(+/- 9359 )",269285,"(+/- 16447 )",149371,"(+/- 9646 )",69276,"(+/- 7186 )",81885,"(+/- 6029 )",66343,"(+/- 5099 )",80986,"(+/- 6071 )",178676,"(+/- 11468 )",171203,"(+/- 8323 )",95170,"(+/- 6876 )",178420,"(+/- 10954 )",62565,"(+/- 4448 )",127031,"(+/- 9771 )",80048,"(+/- 7705 )",247225,"(+/- 13546 )",135280,"(+/- 9428 )",212683,"(+/- 11248 )",62779,"(+/- 6188 )",115334,"(+/- 7416 )",65234,"(+/- 5473 )",151205,"(+/- 9146 )",253428,"(+/- 12484 )",144566,"(+/- 9659 )",101735,"(+/- 7350 )",184557,"(+/- 10267 )",257282,"(+/- 13058 )",139517,"(+/- 7641 )",136625,"(+/- 9387 )",80256,"(+/- 7457 )"
People,Ancestry,"Total population",725555,"(+/- 4681 )",803041,"(+/- 23478 )",899784,"(+/- 8289 )",759648,"(+/- 7731 )",749808,"(+/- 11072 )",804816,"(+/- 15813 )",775198,"(+/- 28663 )",871420,"(+/- 12276 )",786925,"(+/- 29478 )",896798,"(+/- 24121 )",782337,"(+/- 6209 )",812102,"(+/- 15762 )",711672,"(+/- 4745 )",763380,"(+/- 8826 )",795511,"(+/- 13153 )",733764,"(+/- 7877 )",793513,"(+/- 11152 )",801885,"(+/- 24004 )",731759,"(+/- 6458 )",846337,"(+/- 22034 )",818281,"(+/- 19731 )",935386,"(+/- 21358 )",794879,"(+/- 16077 )",817147,"(+/- 11209 )",786976,"(+/- 16986 )",894192,"(+/- 9804 )",739719,"(+/- 7422 )",768719,"(+/- 15326 )",765435,"(+/- 23892 )",804679,"(+/- 19379 )",883347,"(+/- 5077 )",769852,"(+/- 16363 )",777745,"(+/- 22612 )",727688,"(+/- 12492 )",818369,"(+/- 22634 )",754178,"(+/- 13965 )"
People,Ancestry,American,108300,"(+/- 7509 )",33329,"(+/- 6032 )",68106,"(+/- 8147 )",130963,"(+/- 8010 )",97494,"(+/- 8399 )",52412,"(+/- 6510 )",43645,"(+/- 8515 )",58982,"(+/- 7102 )",20607,"(+/- 4513 )",39329,"(+/- 5117 )",57238,"(+/- 5400 )",64634,"(+/- 6107 )",45190,"(+/- 4296 )",47547,"(+/- 6135 )",19684,"(+/- 4203 )",16487,"(+/- 3475 )",30544,"(+/- 3974 )",24384,"(+/- 4477 )",40002,"(+/- 4336 )",21505,"(+/- 3928 )",37614,"(+/- 4669 )",32405,"(+/- 5603 )",26867,"(+/- 4116 )",29326,"(+/- 3285 )",93981,"(+/- 7538 )",52110,"(+/- 6399 )",20733,"(+/- 3026 )",10879,"(+/- 2591 )",20045,"(+/- 3638 )",30489,"(+/- 5206 )",64339,"(+/- 6871 )",45065,"(+/- 6151 )",20336,"(+/- 3926 )",14545,"(+/- 2607 )",22835,"(+/- 4844 )",66335,"(+/- 5424 )"
People,Ancestry,Arab,1001,"(+/- 725 )",8772,"(+/- 3342 )",11167,"(+/- 3653 )",982,"(+/- 736 )",1523,"(+/- 935 )",8653,"(+/- 4023 )",21421,"(+/- 7296 )",5161,"(+/- 3742 )",8661,"(+/- 4047 )",7749,"(+/- 2713 )",1204,"(+/- 1008 )",3121,"(+/- 1450 )",813,"(+/- 689 )",1900,"(+/- 1015 )",653,"(+/- 498 )",3795,"(+/- 2016 )",3709,"(+/- 1973 )",2294,"(+/- 895 )",1604,"(+/- 875 )",5989,"(+/- 2793 )",4706,"(+/- 2149 )",10784,"(+/- 4271 )",1455,"(+/- 804 )",7658,"(+/- 2981 )",3769,"(+/- 1771 )",4585,"(+/- 2074 )",1332,"(+/- 898 )",212,"(+/- 207 )",949,"(+/- 750 )",1889,"(+/- 1159 )",3634,"(+/- 2908 )",7596,"(+/- 2527 )",2187,"(+/- 1042 )",330,"(+/- 283 )",2341,"(+/- 1300 )",3108,"(+/- 1614 )"
People,Ancestry,Czech,1471,"(+/- 642 )",5326,"(+/- 1434 )",3899,"(+/- 1168 )",2866,"(+/- 1613 )",3510,"(+/- 1242 )",6520,"(+/- 1805 )",5926,"(+/- 2252 )",5574,"(+/- 1963 )",895,"(+/- 560 )",16440,"(+/- 2562 )",3432,"(+/- 1029 )",4371,"(+/- 2025 )",1625,"(+/- 651 )",6592,"(+/- 1835 )",2499,"(+/- 1137 )",697,"(+/- 541 )",13519,"(+/- 2443 )",1898,"(+/- 653 )",1185,"(+/- 716 )",1219,"(+/- 841 )",7607,"(+/- 2145 )",10401,"(+/- 3201 )",1688,"(+/- 591 )",3089,"(+/- 1092 )",5494,"(+/- 1301 )",3368,"(+/- 915 )",19774,"(+/- 2704 )",2263,"(+/- 832 )",968,"(+/- 543 )",720,"(+/- 396 )",15500,"(+/- 2909 )",3972,"(+/- 900 )",723,"(+/- 440 )",2769,"(+/- 1252 )",2374,"(+/- 940 )",5134,"(+/- 1948 )"
People,Ancestry,Danish,1065,"(+/- 511 )",1386,"(+/- 562 )",3912,"(+/- 1656 )",261,"(+/- 194 )",844,"(+/- 438 )",1809,"(+/- 683 )",2299,"(+/- 1099 )",1834,"(+/- 906 )",281,"(+/- 259 )",2054,"(+/- 1230 )",1059,"(+/- 683 )",1269,"(+/- 596 )",691,"(+/- 346 )",1544,"(+/- 846 )",192,"(+/- 142 )",207,"(+/- 203 )",1794,"(+/- 1128 )",647,"(+/- 444 )",497,"(+/- 459 )",434,"(+/- 291 )",2183,"(+/- 974 )",1147,"(+/- 745 )",994,"(+/- 640 )",2012,"(+/- 962 )",1531,"(+/- 719 )",2595,"(+/- 963 )",1168,"(+/- 598 )",850,"(+/- 953 )",0,"(+/- 228 )",675,"(+/- 398 )",2639,"(+/- 1186 )",2533,"(+/- 1654 )",110,"(+/- 86 )",504,"(+/- 412 )",1399,"(+/- 1115 )",950,"(+/- 521 )"
People,Ancestry,Dutch,3937,"(+/- 1102 )",5480,"(+/- 1617 )",9333,"(+/- 2643 )",7755,"(+/- 1705 )",5002,"(+/- 1451 )",4721,"(+/- 1067 )",4425,"(+/- 1542 )",5669,"(+/- 1464 )",2149,"(+/- 957 )",6329,"(+/- 1973 )",6267,"(+/- 1821 )",8103,"(+/- 1760 )",5825,"(+/- 1329 )",7946,"(+/- 3363 )",1664,"(+/- 708 )",2290,"(+/- 1013 )",6290,"(+/- 1488 )",2692,"(+/- 1346 )",4417,"(+/- 1332 )",2251,"(+/- 920 )",6052,"(+/- 1843 )",5518,"(+/- 1990 )",2646,"(+/- 1099 )",5448,"(+/- 1252 )",6262,"(+/- 1526 )",7136,"(+/- 1804 )",2439,"(+/- 874 )",1404,"(+/- 757 )",694,"(+/- 411 )",1822,"(+/- 634 )",8401,"(+/- 2597 )",4605,"(+/- 1029 )",2684,"(+/- 1907 )",920,"(+/- 566 )",2912,"(+/- 895 )",7047,"(+/- 2094 )"
People,Ancestry,English,61136,"(+/- 6221 )",55670,"(+/- 8243 )",68553,"(+/- 6155 )",53283,"(+/- 5245 )",44927,"(+/- 4981 )",48543,"(+/- 5599 )",43062,"(+/- 4868 )",89400,"(+/- 8692 )",9364,"(+/- 3736 )",56886,"(+/- 5903 )",54752,"(+/- 4551 )",72014,"(+/- 6149 )",47668,"(+/- 4251 )",39390,"(+/- 4614 )",21434,"(+/- 3748 )",11307,"(+/- 2205 )",46541,"(+/- 5945 )",17686,"(+/- 3057 )",43646,"(+/- 4287 )",26630,"(+/- 4614 )",84512,"(+/- 6830 )",52484,"(+/- 5643 )",21555,"(+/- 3519 )",60591,"(+/- 5505 )",64409,"(+/- 5014 )",83171,"(+/- 7872 )",34692,"(+/- 3607 )",16304,"(+/- 3277 )",6884,"(+/- 1630 )",14954,"(+/- 2116 )",66109,"(+/- 6241 )",59394,"(+/- 5295 )",11176,"(+/- 2104 )",12522,"(+/- 2577 )",28189,"(+/- 4665 )",45797,"(+/- 5658 )"
