Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE","District 09 Estimate","District 09 MOE","District 10 Estimate","District 10 MOE","District 11 Estimate","District 11 MOE","District 12 Estimate","District 12 MOE","District 13 Estimate","District 13 MOE","District 14 Estimate","District 14 MOE"
Business,"Paid employees for pay period including March 12","Mining, quarrying, and oil and gas extraction",2339,H,125,J,137,H,464,G,213,G,127,J,137,J,182,G,26,G,69,H,129,J,0,N,81,J,0,N
Business,"Paid employees for pay period including March 12",Utilities,1524,G,1451,J,565,G,1134,J,S,S,2452,G,S,S,649,J,S,S,1258,H,1261,G,817,J,S,S,S,S
Business,"Paid employees for pay period including March 12",Construction,12578,G,13863,G,12186,G,10125,G,8030,G,9629,G,7490,G,10789,G,10126,G,11453,G,16875,G,7564,G,5767,G,11575,G
Business,"Paid employees for pay period including March 12",Manufacturing,27430,G,89911,G,61938,G,32115,H,27172,H,51721,G,45414,G,27621,G,43295,G,56553,G,47691,G,34983,G,29892,G,18215,H
Business,"Paid employees for pay period including March 12","Wholesale trade",6326,G,19919,G,18724,G,5985,G,9918,G,10301,G,7514,G,7266,G,14087,G,7224,G,35747,G,12432,H,9905,G,14900,G
Business,"Paid employees for pay period including March 12","Retail trade",36436,G,39102,G,29070,G,32640,G,31875,G,30198,G,27502,G,34235,G,32891,G,32013,G,56170,G,37541,G,17186,G,23385,G
Business,"Paid employees for pay period including March 12","Transportation and warehousing",4487,G,11345,G,7638,G,4497,G,5927,G,5411,G,9567,H,6711,H,5865,G,4333,G,9411,G,12096,G,23359,H,5213,G
Business,"Paid employees for pay period including March 12",Information,3020,G,3001,G,5345,G,2574,G,3070,G,2417,G,3341,G,3528,G,5105,G,1972,G,11426,G,7321,H,3134,G,11042,G
Business,"Paid employees for pay period including March 12","Finance and insurance",8013,G,8399,H,13830,H,6601,H,6423,H,8413,H,7937,H,14648,G,6336,G,5060,G,23516,G,11275,G,3168,G,38485,G
Business,"Paid employees for pay period including March 12","Real estate and rental and leasing",2584,G,3168,G,3611,G,2811,G,2660,G,3606,G,1753,G,3493,G,5896,G,1923,G,6821,H,3416,G,2391,H,8346,G
Business,"Paid employees for pay period including March 12","Professional, scientific, and technical services",6784,G,10708,G,15749,G,6747,G,7073,G,10292,G,8645,G,15252,G,34203,H,13711,G,62458,G,24167,G,6332,G,42776,G
Business,"Paid employees for pay period including March 12","Management of companies and enterprises",2123,G,11436,G,12054,G,5053,H,4189,G,7664,G,4458,H,3760,H,3077,G,2351,G,31995,G,6351,G,6291,G,20292,G
Business,"Paid employees for pay period including March 12","Administrative and support and waste management and remediation services",6438,G,23243,G,19057,G,6337,G,18737,H,10452,G,9530,G,13244,G,15903,G,10167,G,34411,G,18517,G,14167,G,33158,G
Business,"Paid employees for pay period including March 12","Educational services",2602,G,12547,G,8821,H,3158,H,3031,H,4913,G,5229,H,4324,G,3562,G,1409,G,6756,G,3393,G,4599,H,6189,G
Business,"Paid employees for pay period including March 12","Health care and social assistance",41400,G,35991,H,54246,G,31962,G,51243,G,38093,G,28921,G,39274,G,49422,G,26957,G,51877,G,58943,H,46562,G,59354,G
Business,"Paid employees for pay period including March 12","Arts, entertainment, and recreation",3048,G,3159,G,4338,G,2302,G,2400,G,3408,G,2152,G,4575,G,3206,G,2209,G,7259,H,4414,G,3694,G,3874,G
Business,"Paid employees for pay period including March 12","Accommodation and food services",32113,G,28201,G,29858,G,27299,G,24281,G,26324,G,21166,G,28972,G,30394,G,23198,G,41591,G,35443,G,25605,G,24253,G
Business,"Paid employees for pay period including March 12","Other services (except public administration)",9529,G,13931,G,14205,G,8630,G,10035,G,11002,G,9609,G,13383,G,11629,G,7452,G,17215,G,12644,G,8748,G,13073,G
Business,"Paid employees for pay period including March 12","Industries not classified",19,J,18,J,8,J,15,J,13,J,31,H,49,H,6,G,21,J,S,S,29,J,18,J,17,G,63,H
Business,"Paid employees for pay period including March 12","Total for all sectors",210263,G,329839,G,311647,G,191026,G,217566,G,236734,G,204266,G,232477,G,275941,G,209441,G,462661,G,291422,G,215466,G,335762,G
Business,"Paid employees for pay period including March 12","Agriculture, forestry, fishing and hunting",1470,G,321,J,267,J,577,G,53,G,280,H,99,G,565,J,2,G,128,H,23,J,S,S,S,S,8,J
Business,"Annual payroll ($1,000)","Mining, quarrying, and oil and gas extraction",185648,H,6281,H,9658,H,33870,G,13582,G,10889,H,10424,H,10707,H,951,H,3905,G,10858,J,0,N,6132,J,0,N
Business,"Annual payroll ($1,000)",Utilities,137907,G,150348,J,50615,H,115324,H,S,S,294442,G,S,S,67225,J,S,S,121232,H,152053,G,95665,J,S,S,S,S
Business,"Annual payroll ($1,000)",Construction,714668,G,818818,G,752922,G,586663,G,499828,G,553183,G,453682,G,701358,G,711720,G,815575,G,1243286,G,486548,G,400507,G,909058,G
Business,"Annual payroll ($1,000)",Manufacturing,1358403,G,4684534,G,3422070,G,1759436,H,1690046,H,2770606,G,2438014,G,1613507,G,2538124,G,3189534,G,3113981,G,2335489,H,1898701,G,1130088,H
Business,"Annual payroll ($1,000)","Wholesale trade",314025,G,1199977,G,1103784,G,355013,G,574450,G,665585,G,389105,G,486118,G,939539,G,428482,G,2859442,G,1064462,H,570327,G,1400204,G
Business,"Annual payroll ($1,000)","Retail trade",967227,G,1027224,G,810957,G,831909,G,830933,G,775043,G,725575,G,900889,G,934632,G,877662,G,1650862,G,1003364,G,456516,G,682072,G
Business,"Annual payroll ($1,000)","Transportation and warehousing",207726,G,533454,G,388115,G,210435,G,273870,G,260339,G,409909,H,268015,G,290484,G,205714,G,541075,G,638241,G,1541997,H,232992,G
Business,"Annual payroll ($1,000)",Information,129141,G,166910,G,299147,G,108007,G,159154,G,113450,G,230661,H,224607,G,298395,G,86926,G,988641,G,693628,H,254272,G,996703,G
Business,"Annual payroll ($1,000)","Finance and insurance",425146,G,507527,H,980118,G,357004,H,364209,H,524694,H,579912,H,1009149,G,422921,G,272425,G,2294495,H,800442,G,195253,G,3466093,G
Business,"Annual payroll ($1,000)","Real estate and rental and leasing",89389,G,141401,G,151507,G,94526,G,89196,G,132749,H,63041,G,148784,G,253424,G,66159,G,401191,G,178832,G,92835,H,445993,G
Business,"Annual payroll ($1,000)","Professional, scientific, and technical services",340295,G,700967,G,1088302,G,585776,H,340510,G,610865,G,685382,G,985430,G,2099834,H,866729,H,5291776,G,2025946,H,355692,G,3686390,G
Business,"Annual payroll ($1,000)","Management of companies and enterprises",128862,G,762885,H,1171760,G,668171,H,336360,H,875333,G,428740,H,273826,H,286854,G,186701,G,3662053,G,766244,G,481018,H,2295525,G
Business,"Annual payroll ($1,000)","Administrative and support and waste management and remediation services",235903,G,681597,G,665411,G,257067,G,578566,H,361456,G,320551,G,540487,G,574598,G,396521,H,1609709,G,687312,G,466458,G,1383417,H
Business,"Annual payroll ($1,000)","Educational services",68692,G,401434,H,237871,G,75816,G,95641,G,113090,G,138479,G,132223,G,122781,H,29201,G,229970,G,136052,G,174548,H,188518,G
Business,"Annual payroll ($1,000)","Health care and social assistance",1914279,G,1636854,H,2585411,H,1201778,G,2325532,G,1838491,G,1224419,G,1804404,G,2566839,G,1074017,G,2340802,H,3198813,H,2646729,G,2715576,G
Business,"Annual payroll ($1,000)","Arts, entertainment, and recreation",87175,G,63276,G,96958,G,49343,G,51974,G,64289,G,48594,G,90317,G,93080,G,45232,G,282784,H,308106,H,332742,J,184906,H
Business,"Annual payroll ($1,000)","Accommodation and food services",647892,G,445386,G,532028,G,424984,G,354337,G,420675,G,314808,G,450784,G,483565,G,340881,G,709713,G,597519,G,569904,H,489474,G
Business,"Annual payroll ($1,000)","Other services (except public administration)",246889,G,380201,G,402355,G,209245,G,248917,G,288270,G,253615,G,437194,G,356539,G,191111,G,585468,G,424136,H,266246,G,464921,G
Business,"Annual payroll ($1,000)","Industries not classified",441,G,317,G,142,G,176,H,1151,H,411,G,363,H,290,G,663,H,S,S,374,J,267,G,191,H,689,G
Business,"Annual payroll ($1,000)","Total for all sectors",8265842,G,14320274,G,14755663,G,7948499,G,8957637,G,10692325,G,9151850,G,10169836,G,13060339,G,9203217,G,27969135,G,15446768,H,11189446,G,20856977,G
Business,"Annual payroll ($1,000)","Agriculture, forestry, fishing and hunting",66134,G,10883,J,6532,J,23956,G,1827,G,18465,H,3649,G,24522,J,210,H,4518,G,602,G,S,S,S,S,171,J
Business,"Total Establishments","Mining, quarrying, and oil and gas extraction",111,X,15,X,20,X,62,X,18,X,22,X,17,X,17,X,3,X,14,X,6,X,0,X,5,X,0,X
Business,"Total Establishments",Utilities,93,X,28,X,24,X,36,X,23,X,44,X,30,X,14,X,8,X,33,X,17,X,26,X,20,X,19,X
Business,"Total Establishments",Construction,2341,X,1727,X,1397,X,1460,X,1041,X,1335,X,1303,X,1555,X,1309,X,1922,X,1764,X,849,X,524,X,733,X
Business,"Total Establishments",Manufacturing,1008,X,1454,X,942,X,645,X,596,X,1041,X,870,X,680,X,1248,X,1185,X,1233,X,533,X,502,X,463,X
Business,"Total Establishments","Wholesale trade",644,X,1050,X,860,X,479,X,547,X,706,X,543,X,756,X,923,X,624,X,1815,X,583,X,520,X,738,X
Business,"Total Establishments","Retail trade",3378,X,2594,X,2085,X,2405,X,2387,X,2323,X,1970,X,2209,X,2445,X,2245,X,3088,X,2553,X,2187,X,2356,X
Business,"Total Establishments","Transportation and warehousing",559,X,506,X,395,X,388,X,320,X,386,X,396,X,278,X,517,X,550,X,539,X,779,X,669,X,332,X
Business,"Total Establishments",Information,339,X,255,X,294,X,335,X,199,X,199,X,194,X,290,X,286,X,213,X,467,X,352,X,174,X,423,X
Business,"Total Establishments","Finance and insurance",1075,X,938,X,1188,X,768,X,804,X,883,X,743,X,1026,X,851,X,839,X,1627,X,770,X,343,X,1017,X
Business,"Total Establishments","Real estate and rental and leasing",686,X,570,X,632,X,450,X,477,X,510,X,444,X,617,X,667,X,485,X,980,X,625,X,325,X,786,X
Business,"Total Establishments","Professional, scientific, and technical services",1450,X,1252,X,1682,X,844,X,1036,X,1162,X,978,X,1904,X,2039,X,1123,X,3603,X,1693,X,542,X,2370,X
Business,"Total Establishments","Management of companies and enterprises",78,X,135,X,146,X,73,X,97,X,89,X,64,X,86,X,92,X,65,X,333,X,109,X,60,X,185,X
Business,"Total Establishments","Administrative and support and waste management and remediation services",908,X,803,X,892,X,539,X,628,X,713,X,630,X,970,X,935,X,848,X,1623,X,782,X,454,X,927,X
Business,"Total Establishments","Educational services",156,X,164,X,189,X,97,X,129,X,137,X,129,X,239,X,177,X,120,X,317,X,209,X,98,X,202,X
Business,"Total Establishments","Health care and social assistance",1998,X,1562,X,1742,X,1736,X,2161,X,1523,X,1538,X,2034,X,2709,X,1832,X,2721,X,1997,X,1208,X,2370,X
Business,"Total Establishments","Arts, entertainment, and recreation",429,X,258,X,258,X,258,X,193,X,262,X,245,X,268,X,213,X,232,X,352,X,231,X,94,X,200,X
Business,"Total Establishments","Accommodation and food services",2188,X,1454,X,1337,X,1303,X,1326,X,1505,X,1245,X,1409,X,1582,X,1265,X,1948,X,1721,X,1078,X,1316,X
Business,"Total Establishments","Other services (except public administration)",2133,X,1890,X,1878,X,1600,X,1514,X,1706,X,1423,X,1692,X,1747,X,1422,X,1939,X,1599,X,1327,X,1425,X
Business,"Total Establishments","Industries not classified",15,X,18,X,13,X,18,X,10,X,17,X,11,X,7,X,14,X,5,X,12,X,10,X,8,X,12,X
Business,"Total Establishments","Total for all sectors",19886,X,16707,X,16003,X,13574,X,13521,X,14606,X,12807,X,16081,X,17769,X,15056,X,24397,X,15429,X,10141,X,15879,X
Business,"Total Establishments","Agriculture, forestry, fishing and hunting",297,X,34,X,29,X,78,X,15,X,43,X,34,X,30,X,4,X,34,X,13,X,6,X,3,X,5,X

"Source: 2017 County Business Patterns for Congressional Districts"
"1. CBP data includes the number of establishments, employment during the week of March 12, and annual payroll. CBP basic data are extracted from the Business Register (BR), a database of all known single and multi-establishment employer companies maintained and updated by the U.S. Census Bureau. Primary causes of differences between CBP employment estimates and ACS estimates: CBP does not cover the self-employed, public employment, and most agricultural employment; CBP estimates are not based on a sample survey; they represent business location as opposed to workers' residence in the district; use the week of March 12 as a reference period; and use a business source to determine industry."
"2. Industries not classified - Industry could not be determined."
"3. Statewide - CBP data includes employers without a fixed location within a state (or of unknown county location), these are included under a statewide classification. Statewide cases are withheld from the tabulation for this My Congressional District tool. This incomplete detail causes only a slight understatement of a district's total estimates. Statewide cases do not apply to at-large districts."
"4. If a sector does not appear in a district, CBP did not identify any establishments in the district."
"5. Disclosure and Quality Indicator Flag Definitions:"
"D Withheld to avoid disclosing data for individual companies; data are included in higher level totals"
"G Cell value changed by less than 2 percent by the application of noise"
"H Cell value changed by at least 2 percent but less than 5 percent by the application of noise"
"J Cell value changed by 5 percent or more by the application of noise"
"S Cell value withheld because it did not meet publication standards"
"N Not available or not comparable"
"X Not applicable"
"a 0 to 19 employees"
"b 20 to 99 employees"
"c 100 to 249 employees"
"e 250 to 499 employees"
"f 500 to 999 employees"
"g 1,000 to 2,499 employees"
"h 2,500 to 4,999 employees"
"i 5,000 to 9,999 employees"
"j 10,000 to 24,999 employees"
"l 50,000 to 99,999 employees"
"m 100,000 employees or more"
