Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE","District 09 Estimate","District 09 MOE","District 10 Estimate","District 10 MOE","District 11 Estimate","District 11 MOE","District 12 Estimate","District 12 MOE","District 13 Estimate","District 13 MOE","District 14 Estimate","District 14 MOE"
Topic,Subject,Title,"District 01 Estimate","District 01 Flag","District 02 Estimate","District 02 Flag","District 03 Estimate","District 03 Flag","District 04 Estimate","District 04 Flag","District 05 Estimate","District 05 Flag","District 06 Estimate","District 06 Flag","District 07 Estimate","District 07 Flag","District 08 Estimate","District 08 Flag","District 09 Estimate","District 09 Flag","District 10 Estimate","District 10 Flag","District 11 Estimate","District 11 Flag","District 12 Estimate","District 12 Flag","District 13 Estimate","District 13 Flag","District 14 Estimate","District 14 Flag"
Business,"Paid employees for pay period including March 12","Total for all sectors",233327,G,202987,G,229906,G,149468,G,533261,G,495047,G,361883,G,189607,G,208988,G,164325,G,366881,G,212454,G,178754,G,176339,G
Business,"Paid employees for pay period including March 12","Agriculture, forestry, fishing and hunting",879,G,2278,G,255,G,21,J,0,N,S,S,22,G,1319,G,296,H,772,G,46,H,1163,G,54,H,236,H
Business,"Paid employees for pay period including March 12","Mining, quarrying, and oil and gas extraction",157,J,225,G,187,J,128,H,201,G,S,S,S,S,1071,H,730,J,1363,H,562,H,233,G,S,S,149,H
Business,"Paid employees for pay period including March 12",Utilities,1245,J,1021,H,2086,H,685,J,S,S,1538,G,723,G,1531,H,1295,G,983,H,1717,G,4706,J,993,H,824,J
Business,"Paid employees for pay period including March 12",Construction,11477,G,7895,G,12194,G,12272,G,15415,G,15203,G,24822,G,7621,G,9951,G,9410,G,23935,G,9420,G,10813,G,7288,G
Business,"Paid employees for pay period including March 12",Manufacturing,26103,H,26871,G,37122,G,16792,G,18882,G,9273,G,29253,G,25569,G,51144,G,21244,G,26915,H,27179,G,12843,G,48265,G
Business,"Paid employees for pay period including March 12","Wholesale trade",8473,G,10177,G,9698,G,7298,G,22481,G,23016,G,40437,G,6454,G,9639,G,6269,H,26673,H,7865,G,13277,G,8748,G
Business,"Paid employees for pay period including March 12","Retail trade",36461,G,26554,G,39357,G,25677,G,36087,G,43055,G,48138,G,31647,G,31747,G,27852,G,42619,G,32588,G,29089,G,24627,G
Business,"Paid employees for pay period including March 12","Transportation and warehousing",15585,G,6998,G,9840,G,6779,G,62974,G,10750,H,10747,G,7750,H,10497,H,6194,H,9824,G,7156,G,13131,H,8467,H
Business,"Paid employees for pay period including March 12",Information,3195,G,3221,G,3429,G,2917,G,26886,G,46821,G,13680,G,1964,G,2215,G,2215,G,12931,G,3659,G,2306,G,1921,G
Business,"Paid employees for pay period including March 12","Finance and insurance",5164,G,20180,H,8504,H,3195,G,20151,G,47483,H,15848,G,7017,G,5556,G,4474,H,21733,G,5427,G,3973,H,3497,H
Business,"Paid employees for pay period including March 12","Real estate and rental and leasing",3703,G,2739,G,2213,G,2245,G,13116,G,11012,G,5905,G,2174,G,1689,G,2852,G,9040,G,2268,G,6416,H,1420,G
Business,"Paid employees for pay period including March 12","Professional, scientific, and technical services",8404,G,8467,G,6571,G,4982,G,52315,G,66987,G,33846,G,7788,H,5035,G,5838,G,33120,G,11117,H,4164,G,3954,G
Business,"Paid employees for pay period including March 12","Management of companies and enterprises",4302,G,2068,H,3319,G,2341,H,32544,G,46506,G,11345,G,2784,H,3331,H,779,H,23363,H,2132,H,1255,G,2663,H
Business,"Paid employees for pay period including March 12","Administrative and support and waste management and remediation services",14292,G,11061,G,15968,G,9625,G,34586,G,40630,G,30511,G,10951,G,10257,G,10130,G,32719,G,11847,G,12126,G,6207,G
Business,"Paid employees for pay period including March 12","Educational services",4824,G,3356,G,3175,G,1950,G,29025,H,10402,G,6421,G,2742,G,4001,G,2696,G,6497,G,2904,G,2607,G,4587,H
Business,"Paid employees for pay period including March 12","Health care and social assistance",35146,G,37715,G,33853,G,23717,G,64773,G,53844,G,34707,G,34353,G,28457,H,26252,G,35188,H,44575,G,29716,G,24565,G
Business,"Paid employees for pay period including March 12","Arts, entertainment, and recreation",2779,G,1480,G,2867,G,2049,H,9226,G,7334,G,5078,G,2348,H,2371,G,2343,G,5052,G,2396,H,3770,H,1448,G
Business,"Paid employees for pay period including March 12","Accommodation and food services",40047,G,21235,G,28870,G,19657,G,66023,G,40785,G,33916,G,26335,G,21974,G,24687,G,41221,G,27053,G,24712,G,19656,G
Business,"Paid employees for pay period including March 12","Other services (except public administration)",11031,G,9417,G,10391,G,7128,G,23003,G,19777,G,16335,G,8156,G,8779,G,7951,G,13707,G,8751,G,7416,G,7807,G
Business,"Paid employees for pay period including March 12","Industries not classified",60,G,29,G,7,J,10,J,26,J,46,G,40,J,33,J,24,J,21,J,19,J,15,J,3,G,10,J
Business,"Annual payroll ($1,000)","Total for all sectors",9265499,G,8379331,G,8700063,G,5961679,G,35293582,G,34254304,G,18556092,G,6595596,G,8225723,G,5842969,G,21376951,G,8547815,G,7380589,G,6716753,G
Business,"Annual payroll ($1,000)","Agriculture, forestry, fishing and hunting",35016,G,95193,G,10902,G,621,J,0,N,S,S,464,G,55710,G,10475,G,35223,G,2104,H,48842,G,1417,J,9166,H
Business,"Annual payroll ($1,000)","Mining, quarrying, and oil and gas extraction",6525,H,14911,G,9800,J,5491,G,26933,H,S,S,S,S,75417,H,36367,H,87301,H,33439,H,9337,G,S,S,8537,H
Business,"Annual payroll ($1,000)",Utilities,102244,J,88666,H,160744,H,60018,J,S,S,186948,G,59047,G,120521,H,96135,H,80669,H,168801,G,512497,J,88132,H,66251,J
Business,"Annual payroll ($1,000)",Construction,522550,G,354874,G,631685,G,728894,H,982140,G,1071240,G,1436125,G,350542,G,451970,G,448520,G,1568347,G,470681,G,616880,G,329372,G
Business,"Annual payroll ($1,000)",Manufacturing,2076612,H,1284921,G,1812851,G,871826,G,977353,G,709371,H,1592188,G,1100699,G,2212714,G,986762,G,1612281,H,1295353,G,647998,G,2158977,G
Business,"Annual payroll ($1,000)","Wholesale trade",467671,G,525543,G,569725,G,430631,G,1372714,G,2047883,G,3134589,G,309716,G,552115,G,339213,H,1380969,G,379366,G,786568,H,432327,G
Business,"Annual payroll ($1,000)","Retail trade",895678,G,627722,G,945840,G,657846,G,1008049,G,1306323,G,1398898,G,766020,G,824294,G,691178,G,1183696,G,826814,G,782957,G,615734,G
Business,"Annual payroll ($1,000)","Transportation and warehousing",638028,G,284793,G,435236,G,305626,G,4508302,H,713837,H,475978,G,303594,H,453753,G,250326,H,460879,G,309906,G,593184,H,362411,H
Business,"Annual payroll ($1,000)",Information,151298,G,160404,H,166031,G,168542,H,2907532,G,5319427,G,1088304,G,93832,G,110446,G,93295,G,1040902,G,155538,G,144640,H,89142,G
Business,"Annual payroll ($1,000)","Finance and insurance",305217,G,1355915,H,453855,G,155127,G,2788341,G,4560200,G,1114288,G,392824,G,315455,G,268135,G,2560320,G,298510,G,204639,H,177531,G
Business,"Annual payroll ($1,000)","Real estate and rental and leasing",135496,G,97823,G,87968,G,105530,G,804464,G,627466,H,316510,G,76116,G,61982,G,127371,G,681402,G,92002,G,678300,J,64357,H
Business,"Annual payroll ($1,000)","Professional, scientific, and technical services",417183,G,416206,G,322810,G,249966,G,5194662,G,5789320,G,2338426,G,406116,G,250912,G,281961,G,2815943,G,678538,H,214719,G,196085,G
Business,"Annual payroll ($1,000)","Management of companies and enterprises",231299,H,279952,G,253737,G,200191,J,4511327,H,4700834,G,1157475,H,201740,H,237251,G,52692,G,2615451,H,131590,H,93330,G,269105,G
Business,"Annual payroll ($1,000)","Administrative and support and waste management and remediation services",468899,G,289646,G,399442,G,354424,G,1406023,G,2329614,G,1250124,G,321909,G,315994,G,305730,G,1386852,G,328096,G,396173,G,192810,G
Business,"Annual payroll ($1,000)","Educational services",182990,H,137204,H,76648,G,61259,G,1720756,H,382809,G,195050,G,74332,G,116743,G,72548,G,247422,G,67469,G,74909,G,89142,G
Business,"Annual payroll ($1,000)","Health care and social assistance",1561467,H,1800081,G,1633086,G,1046391,G,3718676,G,2923491,G,1742185,G,1367027,G,1292040,H,1107271,H,2014419,H,2298389,G,1406167,G,1137833,G
Business,"Annual payroll ($1,000)","Arts, entertainment, and recreation",67268,G,24193,H,56503,G,35426,G,424763,G,159037,G,203269,G,32942,H,308845,H,40060,G,364544,H,56342,H,61628,H,29660,G
Business,"Annual payroll ($1,000)","Accommodation and food services",694436,G,306590,G,420523,G,304826,G,1431578,G,751688,G,531587,G,357479,G,343141,G,370395,G,749357,G,368810,G,372152,G,288074,G
Business,"Annual payroll ($1,000)","Other services (except public administration)",305055,G,233757,G,252576,G,218919,G,862854,G,650103,G,513609,G,188834,G,233947,G,203916,G,488791,G,219473,G,210402,G,200015,G
Business,"Annual payroll ($1,000)","Industries not classified",567,H,937,H,101,J,125,H,882,H,1212,G,701,G,226,G,1144,G,403,G,1032,H,262,G,94,H,224,H
Business,"Total Establishments","Total for all sectors",16004,X,12916,X,15282,X,11495,X,22608,X,28948,X,25625,X,13421,X,15230,X,13547,X,21865,X,13371,X,11416,X,10910,X
Business,"Total Establishments","Agriculture, forestry, fishing and hunting",122,X,179,X,55,X,8,X,0,X,16,X,15,X,167,X,64,X,120,X,18,X,171,X,6,X,32,X
Business,"Total Establishments","Mining, quarrying, and oil and gas extraction",10,X,15,X,9,X,7,X,5,X,5,X,7,X,12,X,38,X,36,X,11,X,8,X,4,X,11,X
Business,"Total Establishments",Utilities,65,X,51,X,47,X,21,X,55,X,33,X,17,X,71,X,48,X,51,X,31,X,63,X,23,X,31,X
Business,"Total Establishments",Construction,1222,X,781,X,1365,X,955,X,696,X,1592,X,2407,X,923,X,1741,X,1535,X,1915,X,1087,X,984,X,981,X
Business,"Total Establishments",Manufacturing,406,X,478,X,558,X,381,X,528,X,408,X,839,X,460,X,888,X,468,X,595,X,473,X,300,X,726,X
Business,"Total Establishments","Wholesale trade",646,X,731,X,685,X,608,X,1203,X,1719,X,2332,X,590,X,839,X,538,X,1266,X,581,X,569,X,644,X
Business,"Total Establishments","Retail trade",2906,X,2519,X,2608,X,1740,X,2606,X,2660,X,2972,X,2607,X,2583,X,2031,X,2536,X,2515,X,1799,X,2074,X
Business,"Total Establishments","Transportation and warehousing",697,X,432,X,494,X,446,X,893,X,433,X,648,X,391,X,458,X,391,X,387,X,383,X,571,X,327,X
Business,"Total Establishments",Information,270,X,194,X,211,X,203,X,734,X,859,X,548,X,184,X,224,X,199,X,458,X,189,X,188,X,154,X
Business,"Total Establishments","Finance and insurance",934,X,919,X,1036,X,566,X,1123,X,2341,X,1569,X,961,X,855,X,822,X,1687,X,852,X,576,X,698,X
Business,"Total Establishments","Real estate and rental and leasing",834,X,552,X,811,X,524,X,1530,X,1884,X,1304,X,569,X,705,X,683,X,1471,X,527,X,546,X,367,X
Business,"Total Establishments","Professional, scientific, and technical services",1454,X,986,X,1329,X,1261,X,4206,X,6282,X,4008,X,1089,X,1348,X,1301,X,3423,X,1145,X,984,X,832,X
Business,"Total Establishments","Management of companies and enterprises",73,X,74,X,69,X,68,X,228,X,496,X,208,X,70,X,49,X,43,X,288,X,58,X,60,X,50,X
Business,"Total Establishments","Administrative and support and waste management and remediation services",802,X,569,X,791,X,616,X,1032,X,1835,X,1619,X,585,X,784,X,799,X,1385,X,593,X,679,X,474,X
Business,"Total Establishments","Educational services",173,X,111,X,171,X,189,X,385,X,570,X,416,X,106,X,150,X,176,X,323,X,128,X,144,X,100,X
Business,"Total Establishments","Health care and social assistance",1623,X,1558,X,1778,X,1498,X,2250,X,3133,X,2277,X,1758,X,1422,X,1473,X,2179,X,1695,X,1547,X,1115,X
Business,"Total Establishments","Arts, entertainment, and recreation",217,X,139,X,230,X,190,X,527,X,446,X,356,X,146,X,213,X,224,X,349,X,144,X,161,X,132,X
Business,"Total Establishments","Accommodation and food services",1913,X,1182,X,1444,X,1054,X,2495,X,2105,X,1994,X,1364,X,1264,X,1231,X,1765,X,1306,X,1122,X,992,X
Business,"Total Establishments","Other services (except public administration)",1618,X,1423,X,1585,X,1149,X,2084,X,2102,X,2069,X,1351,X,1538,X,1410,X,1766,X,1442,X,1147,X,1157,X
Business,"Total Establishments","Industries not classified",19,X,23,X,6,X,11,X,27,X,29,X,20,X,17,X,19,X,16,X,12,X,11,X,6,X,13,X

"Source: 2017 County Business Patterns for Congressional Districts"
"1. CBP data includes the number of establishments, employment during the week of March 12, and annual payroll. CBP basic data are extracted from the Business Register (BR), a database of all known single and multi-establishment employer companies maintained and updated by the U.S. Census Bureau. Primary causes of differences between CBP employment estimates and ACS estimates: CBP does not cover the self-employed, public employment, and most agricultural employment; CBP estimates are not based on a sample survey; they represent business location as opposed to workers' residence in the district; use the week of March 12 as a reference period; and use a business source to determine industry."
"2. Industries not classified - Industry could not be determined."
"3. Statewide - CBP data includes employers without a fixed location within a state (or of unknown county location), these are included under a statewide classification. Statewide cases are withheld from the tabulation for this My Congressional District tool. This incomplete detail causes only a slight understatement of a district's total estimates. Statewide cases do not apply to at-large districts."
"4. If a sector does not appear in a district, CBP did not identify any establishments in the district."
"5. Disclosure and Quality Indicator Flag Definitions:"
"D Withheld to avoid disclosing data for individual companies; data are included in higher level totals"
"G Cell value changed by less than 2 percent by the application of noise"
"H Cell value changed by at least 2 percent but less than 5 percent by the application of noise"
"J Cell value changed by 5 percent or more by the application of noise"
"S Cell value withheld because it did not meet publication standards"
"N Not available or not comparable"
"X Not applicable"
"a 0 to 19 employees"
"b 20 to 99 employees"
"c 100 to 249 employees"
"e 250 to 499 employees"
"f 500 to 999 employees"
"g 1,000 to 2,499 employees"
"h 2,500 to 4,999 employees"
"i 5,000 to 9,999 employees"
"j 10,000 to 24,999 employees"
"l 50,000 to 99,999 employees"
"m 100,000 employees or more"
