Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE","District 09 Estimate","District 09 MOE","District 10 Estimate","District 10 MOE","District 11 Estimate","District 11 MOE","District 12 Estimate","District 12 MOE","District 13 Estimate","District 13 MOE","District 14 Estimate","District 14 MOE","District 15 Estimate","District 15 MOE","District 16 Estimate","District 16 MOE","District 17 Estimate","District 17 MOE","District 18 Estimate","District 18 MOE","District 19 Estimate","District 19 MOE","District 20 Estimate","District 20 MOE","District 21 Estimate","District 21 MOE","District 22 Estimate","District 22 MOE","District 23 Estimate","District 23 MOE","District 24 Estimate","District 24 MOE","District 25 Estimate","District 25 MOE","District 26 Estimate","District 26 MOE","District 27 Estimate","District 27 MOE","District 28 Estimate","District 28 MOE","District 29 Estimate","District 29 MOE","District 30 Estimate","District 30 MOE","District 31 Estimate","District 31 MOE","District 32 Estimate","District 32 MOE","District 33 Estimate","District 33 MOE","District 34 Estimate","District 34 MOE","District 35 Estimate","District 35 MOE","District 36 Estimate","District 36 MOE","District 37 Estimate","District 37 MOE","District 38 Estimate","District 38 MOE","District 39 Estimate","District 39 MOE","District 40 Estimate","District 40 MOE","District 41 Estimate","District 41 MOE","District 42 Estimate","District 42 MOE","District 43 Estimate","District 43 MOE","District 44 Estimate","District 44 MOE","District 45 Estimate","District 45 MOE","District 46 Estimate","District 46 MOE","District 47 Estimate","District 47 MOE","District 48 Estimate","District 48 MOE","District 49 Estimate","District 49 MOE","District 50 Estimate","District 50 MOE","District 51 Estimate","District 51 MOE","District 52 Estimate","District 52 MOE","District 53 Estimate","District 53 MOE"
People,"Residence 1 Year Ago","Same house",594362,"(+/- 9071 )",617135,"(+/- 9533 )",619140,"(+/- 11460 )",638253,"(+/- 9696 )",624001,"(+/- 11782 )",647636,"(+/- 13722 )",654334,"(+/- 10865 )",613596,"(+/- 12500 )",676393,"(+/- 10723 )",659016,"(+/- 10702 )",660540,"(+/- 11706 )",641616,"(+/- 9603 )",643214,"(+/- 7195 )",662432,"(+/- 12008 )",694940,"(+/- 11430 )",643429,"(+/- 14588 )",646058,"(+/- 14309 )",626988,"(+/- 13766 )",674896,"(+/- 15610 )",634010,"(+/- 9454 )",623630,"(+/- 16191 )",660782,"(+/- 15915 )",642273,"(+/- 15812 )",597435,"(+/- 8931 )",637806,"(+/- 13676 )",656820,"(+/- 6982 )",627711,"(+/- 9611 )",630384,"(+/- 16908 )",647217,"(+/- 17006 )",662115,"(+/- 19839 )",650061,"(+/- 13820 )",652974,"(+/- 12161 )",582589,"(+/- 13030 )",647604,"(+/- 15919 )",684208,"(+/- 13352 )",660889,"(+/- 9810 )",649962,"(+/- 17855 )",658672,"(+/- 13578 )",626408,"(+/- 13026 )",661550,"(+/- 14127 )",688159,"(+/- 10859 )",710054,"(+/- 12245 )",670147,"(+/- 15898 )",668771,"(+/- 15262 )",670899,"(+/- 13750 )",648931,"(+/- 12573 )",636021,"(+/- 12704 )",617309,"(+/- 8909 )",613267,"(+/- 12040 )",646980,"(+/- 15374 )",661766,"(+/- 16789 )",607732,"(+/- 13840 )",659752,"(+/- 18735 )"
People,"Residence 1 Year Ago","Different house in the U.S.",107055,"(+/- 7139 )",94112,"(+/- 7356 )",115889,"(+/- 8653 )",109550,"(+/- 8988 )",95334,"(+/- 7677 )",113766,"(+/- 7569 )",87711,"(+/- 7100 )",89074,"(+/- 9634 )",86686,"(+/- 9197 )",90218,"(+/- 9520 )",86131,"(+/- 8518 )",107247,"(+/- 6810 )",103200,"(+/- 6072 )",82397,"(+/- 8667 )",79192,"(+/- 8611 )",93429,"(+/- 10266 )",106081,"(+/- 8099 )",102828,"(+/- 8826 )",73998,"(+/- 7698 )",90997,"(+/- 7491 )",78324,"(+/- 6886 )",95479,"(+/- 10252 )",90633,"(+/- 9870 )",128212,"(+/- 8045 )",67834,"(+/- 6701 )",60293,"(+/- 5693 )",64210,"(+/- 5733 )",65850,"(+/- 4713 )",51002,"(+/- 5343 )",89681,"(+/- 7164 )",90565,"(+/- 8587 )",52761,"(+/- 5980 )",104450,"(+/- 7513 )",86827,"(+/- 7113 )",72977,"(+/- 8031 )",78520,"(+/- 6762 )",71031,"(+/- 6151 )",48796,"(+/- 5143 )",85676,"(+/- 9291 )",44950,"(+/- 5396 )",74710,"(+/- 8558 )",103672,"(+/- 9461 )",70237,"(+/- 7750 )",45452,"(+/- 6582 )",105045,"(+/- 7796 )",75249,"(+/- 8134 )",62168,"(+/- 6023 )",92166,"(+/- 6243 )",104779,"(+/- 8900 )",91976,"(+/- 9611 )",72560,"(+/- 7955 )",134095,"(+/- 9549 )",118336,"(+/- 10581 )"
People,"Residence 1 Year Ago","Same county",61089,"(+/- 6182 )",56397,"(+/- 6103 )",52652,"(+/- 6684 )",52459,"(+/- 5975 )",62358,"(+/- 7170 )",72360,"(+/- 7084 )",57578,"(+/- 5911 )",49411,"(+/- 7063 )",52541,"(+/- 7697 )",57212,"(+/- 7773 )",49863,"(+/- 7467 )",62782,"(+/- 6165 )",61677,"(+/- 5170 )",44285,"(+/- 6434 )",41030,"(+/- 5331 )",67423,"(+/- 8436 )",69029,"(+/- 6941 )",63505,"(+/- 6973 )",55697,"(+/- 6707 )",49604,"(+/- 6181 )",45317,"(+/- 6118 )",71591,"(+/- 8227 )",62957,"(+/- 8806 )",79025,"(+/- 6196 )",54081,"(+/- 6468 )",39153,"(+/- 4442 )",49183,"(+/- 4990 )",49890,"(+/- 4230 )",41662,"(+/- 5049 )",73869,"(+/- 7628 )",54219,"(+/- 6746 )",43996,"(+/- 5675 )",72390,"(+/- 6773 )",69970,"(+/- 6045 )",39375,"(+/- 5680 )",49657,"(+/- 6113 )",52054,"(+/- 5489 )",37578,"(+/- 4479 )",53766,"(+/- 8076 )",39490,"(+/- 4971 )",42331,"(+/- 6669 )",55536,"(+/- 7462 )",57061,"(+/- 6953 )",39327,"(+/- 6110 )",74521,"(+/- 7117 )",57240,"(+/- 7177 )",42193,"(+/- 5177 )",63083,"(+/- 5741 )",68477,"(+/- 7637 )",71643,"(+/- 7873 )",54614,"(+/- 6811 )",80944,"(+/- 7517 )",87085,"(+/- 9713 )"
People,"Residence 1 Year Ago","Different county",45966,"(+/- 4640 )",37715,"(+/- 4473 )",63237,"(+/- 6050 )",57091,"(+/- 6905 )",32976,"(+/- 3906 )",41406,"(+/- 5995 )",30133,"(+/- 3935 )",39663,"(+/- 6197 )",34145,"(+/- 5356 )",33006,"(+/- 5488 )",36268,"(+/- 4635 )",44465,"(+/- 4171 )",41523,"(+/- 3526 )",38112,"(+/- 4481 )",38162,"(+/- 6263 )",26006,"(+/- 4767 )",37052,"(+/- 4578 )",39323,"(+/- 5129 )",18301,"(+/- 3219 )",41393,"(+/- 4353 )",33007,"(+/- 3983 )",23888,"(+/- 4473 )",27676,"(+/- 4738 )",49187,"(+/- 4744 )",13753,"(+/- 2106 )",21140,"(+/- 3097 )",15027,"(+/- 2423 )",15960,"(+/- 2641 )",9340,"(+/- 2254 )",15812,"(+/- 2958 )",36346,"(+/- 4807 )",8765,"(+/- 1869 )",32060,"(+/- 3774 )",16857,"(+/- 2642 )",33602,"(+/- 6544 )",28863,"(+/- 3522 )",18977,"(+/- 2511 )",11218,"(+/- 2582 )",31910,"(+/- 4684 )",5460,"(+/- 1629 )",32379,"(+/- 4693 )",48136,"(+/- 6242 )",13176,"(+/- 2586 )",6125,"(+/- 1763 )",30524,"(+/- 3664 )",18009,"(+/- 3049 )",19975,"(+/- 2546 )",29083,"(+/- 3392 )",36302,"(+/- 4863 )",20333,"(+/- 4642 )",17946,"(+/- 4255 )",53151,"(+/- 7341 )",31251,"(+/- 5356 )"
People,"Residence 1 Year Ago","Same state",36574,"(+/- 3843 )",27949,"(+/- 4078 )",50777,"(+/- 5410 )",46379,"(+/- 6239 )",26587,"(+/- 3649 )",33085,"(+/- 5628 )",23251,"(+/- 3543 )",24969,"(+/- 5245 )",28369,"(+/- 4870 )",29043,"(+/- 5089 )",30109,"(+/- 3868 )",27397,"(+/- 3780 )",30166,"(+/- 2867 )",29603,"(+/- 4272 )",29412,"(+/- 5766 )",22243,"(+/- 4177 )",20961,"(+/- 3464 )",20988,"(+/- 3794 )",13875,"(+/- 2750 )",30283,"(+/- 3327 )",26398,"(+/- 3296 )",17829,"(+/- 3823 )",20202,"(+/- 4077 )",33615,"(+/- 3680 )",6706,"(+/- 1632 )",14462,"(+/- 2756 )",9324,"(+/- 1862 )",4832,"(+/- 996 )",3679,"(+/- 981 )",7170,"(+/- 1963 )",29181,"(+/- 4075 )",6033,"(+/- 1590 )",13133,"(+/- 1796 )",5897,"(+/- 1632 )",31241,"(+/- 6365 )",18927,"(+/- 3131 )",8565,"(+/- 1752 )",8709,"(+/- 2328 )",26927,"(+/- 4423 )",3222,"(+/- 1137 )",27268,"(+/- 4265 )",37592,"(+/- 5453 )",5352,"(+/- 1626 )",3711,"(+/- 1456 )",19374,"(+/- 2564 )",14243,"(+/- 2670 )",13222,"(+/- 2220 )",16312,"(+/- 2417 )",12606,"(+/- 2673 )",10079,"(+/- 2414 )",7732,"(+/- 2635 )",21117,"(+/- 4967 )",13478,"(+/- 3037 )"
People,"Residence 1 Year Ago","Different state",9392,"(+/- 2298 )",9766,"(+/- 2368 )",12460,"(+/- 3206 )",10712,"(+/- 2352 )",6389,"(+/- 1460 )",8321,"(+/- 1843 )",6882,"(+/- 1754 )",14694,"(+/- 3217 )",5776,"(+/- 1767 )",3963,"(+/- 1872 )",6159,"(+/- 1945 )",17068,"(+/- 2254 )",11357,"(+/- 1954 )",8509,"(+/- 1835 )",8750,"(+/- 2008 )",3763,"(+/- 1865 )",16091,"(+/- 2825 )",18335,"(+/- 3297 )",4426,"(+/- 1495 )",11110,"(+/- 2602 )",6609,"(+/- 2275 )",6059,"(+/- 2738 )",7474,"(+/- 2111 )",15572,"(+/- 2450 )",7047,"(+/- 1503 )",6678,"(+/- 1993 )",5703,"(+/- 1803 )",11128,"(+/- 2502 )",5661,"(+/- 1868 )",8642,"(+/- 2253 )",7165,"(+/- 2031 )",2732,"(+/- 1053 )",18927,"(+/- 3388 )",10960,"(+/- 2134 )",2361,"(+/- 1019 )",9936,"(+/- 1846 )",10412,"(+/- 1563 )",2509,"(+/- 1042 )",4983,"(+/- 1467 )",2238,"(+/- 902 )",5111,"(+/- 1828 )",10544,"(+/- 3765 )",7824,"(+/- 2004 )",2414,"(+/- 1150 )",11150,"(+/- 2481 )",3766,"(+/- 1450 )",6753,"(+/- 1728 )",12771,"(+/- 2838 )",23696,"(+/- 4419 )",10254,"(+/- 3908 )",10214,"(+/- 2999 )",32034,"(+/- 4894 )",17773,"(+/- 3962 )"
People,"Residence 1 Year Ago",Abroad,2203,"(+/- 793 )",4646,"(+/- 1803 )",5510,"(+/- 1284 )",2528,"(+/- 798 )",3574,"(+/- 1277 )",7025,"(+/- 2785 )",4970,"(+/- 1860 )",2297,"(+/- 2236 )",3120,"(+/- 1205 )",3340,"(+/- 1380 )",8479,"(+/- 2457 )",7558,"(+/- 1793 )",10576,"(+/- 2828 )",7045,"(+/- 1558 )",7983,"(+/- 3383 )",3329,"(+/- 1175 )",16510,"(+/- 2957 )",13449,"(+/- 2896 )",4394,"(+/- 1369 )",5820,"(+/- 1664 )",4220,"(+/- 1828 )",3190,"(+/- 1475 )",4115,"(+/- 1816 )",5615,"(+/- 2070 )",1729,"(+/- 877 )",3160,"(+/- 1447 )",6660,"(+/- 1653 )",6457,"(+/- 1866 )",3141,"(+/- 1553 )",4996,"(+/- 1637 )",2653,"(+/- 1183 )",2779,"(+/- 1546 )",10150,"(+/- 3177 )",6609,"(+/- 1824 )",3224,"(+/- 1089 )",4309,"(+/- 1193 )",10474,"(+/- 2693 )",2005,"(+/- 1024 )",5817,"(+/- 2099 )",2302,"(+/- 1099 )",2331,"(+/- 857 )",3194,"(+/- 1634 )",3031,"(+/- 1195 )",2028,"(+/- 687 )",12528,"(+/- 3381 )",2895,"(+/- 1159 )",5108,"(+/- 1748 )",5406,"(+/- 2000 )",4850,"(+/- 1913 )",2810,"(+/- 1581 )",3751,"(+/- 1206 )",15682,"(+/- 3607 )",7036,"(+/- 2278 )"
Workers,"Employment Status","Population 16 years and over",588576,"(+/- 4259 )",595644,"(+/- 5538 )",588473,"(+/- 5944 )",618631,"(+/- 5914 )",597922,"(+/- 8306 )",605279,"(+/- 9613 )",602914,"(+/- 8755 )",543928,"(+/- 9629 )",589467,"(+/- 6910 )",583728,"(+/- 4367 )",618422,"(+/- 6960 )",671400,"(+/- 6447 )",640247,"(+/- 5258 )",630416,"(+/- 8024 )",624458,"(+/- 7178 )",549805,"(+/- 10172 )",634016,"(+/- 11178 )",604150,"(+/- 10041 )",610631,"(+/- 12029 )",579822,"(+/- 5220 )",520833,"(+/- 13038 )",574810,"(+/- 10719 )",569018,"(+/- 11143 )",605833,"(+/- 1917 )",554103,"(+/- 10973 )",579380,"(+/- 3488 )",583960,"(+/- 9119 )",612286,"(+/- 13293 )",566686,"(+/- 14240 )",635493,"(+/- 16670 )",574848,"(+/- 9744 )",574597,"(+/- 10755 )",586994,"(+/- 11142 )",625313,"(+/- 12852 )",594947,"(+/- 10905 )",623202,"(+/- 8111 )",611621,"(+/- 16318 )",574346,"(+/- 10660 )",585195,"(+/- 9072 )",543551,"(+/- 11259 )",593630,"(+/- 8039 )",622524,"(+/- 9113 )",593934,"(+/- 12535 )",545334,"(+/- 11545 )",647793,"(+/- 8907 )",573701,"(+/- 9580 )",579583,"(+/- 9834 )",602667,"(+/- 7517 )",589498,"(+/- 9587 )",593342,"(+/- 11190 )",580369,"(+/- 13240 )",629722,"(+/- 14168 )",648161,"(+/- 16042 )"
Workers,"Employment Status","In labor force",311705,"(+/- 6277 )",373540,"(+/- 5741 )",354905,"(+/- 7042 )",354356,"(+/- 7664 )",390843,"(+/- 8757 )",385572,"(+/- 8334 )",375352,"(+/- 8533 )",310605,"(+/- 9154 )",359682,"(+/- 7596 )",356355,"(+/- 6327 )",407867,"(+/- 7412 )",485027,"(+/- 8509 )",435088,"(+/- 6517 )",437161,"(+/- 8031 )",418457,"(+/- 7666 )",325414,"(+/- 8349 )",438050,"(+/- 10131 )",401066,"(+/- 8867 )",413250,"(+/- 10069 )",366357,"(+/- 6704 )",297752,"(+/- 10484 )",356601,"(+/- 9982 )",327953,"(+/- 9620 )",367440,"(+/- 5463 )",343214,"(+/- 8301 )",374973,"(+/- 6079 )",357242,"(+/- 8921 )",412297,"(+/- 12454 )",371604,"(+/- 11644 )",435980,"(+/- 13917 )",360077,"(+/- 8988 )",373034,"(+/- 8885 )",381396,"(+/- 9287 )",411621,"(+/- 11551 )",386576,"(+/- 8915 )",335371,"(+/- 8559 )",410635,"(+/- 13388 )",362508,"(+/- 9404 )",383748,"(+/- 7775 )",361226,"(+/- 9946 )",375766,"(+/- 7553 )",394602,"(+/- 7750 )",396559,"(+/- 10929 )",334332,"(+/- 9388 )",422465,"(+/- 8448 )",385833,"(+/- 9640 )",382274,"(+/- 7858 )",389233,"(+/- 7497 )",386318,"(+/- 9733 )",370948,"(+/- 8319 )",355207,"(+/- 11284 )",423271,"(+/- 11005 )",440435,"(+/- 12425 )"
Workers,"Employment Status","Civilian labor force",311445,"(+/- 6283 )",372391,"(+/- 5727 )",349578,"(+/- 7209 )",353353,"(+/- 7712 )",390427,"(+/- 8688 )",384889,"(+/- 8357 )",374554,"(+/- 8486 )",300666,"(+/- 9304 )",359427,"(+/- 7565 )",356184,"(+/- 6363 )",407533,"(+/- 7425 )",484711,"(+/- 8554 )",434206,"(+/- 6495 )",437049,"(+/- 7995 )",418227,"(+/- 7653 )",325310,"(+/- 8368 )",437917,"(+/- 10142 )",400565,"(+/- 8857 )",413051,"(+/- 10058 )",361633,"(+/- 6673 )",294185,"(+/- 10337 )",355724,"(+/- 10012 )",326229,"(+/- 9646 )",364052,"(+/- 5261 )",342801,"(+/- 8324 )",371137,"(+/- 6030 )",357164,"(+/- 8931 )",412025,"(+/- 12443 )",371397,"(+/- 11633 )",435910,"(+/- 13916 )",359986,"(+/- 8970 )",372812,"(+/- 8882 )",380996,"(+/- 9346 )",411621,"(+/- 11551 )",386133,"(+/- 8982 )",335086,"(+/- 8594 )",410584,"(+/- 13399 )",361857,"(+/- 9429 )",382950,"(+/- 7834 )",361116,"(+/- 9928 )",374970,"(+/- 7456 )",392318,"(+/- 7745 )",396204,"(+/- 10948 )",333894,"(+/- 9354 )",422175,"(+/- 8430 )",385462,"(+/- 9666 )",381885,"(+/- 7923 )",388812,"(+/- 7527 )",363128,"(+/- 9555 )",366150,"(+/- 8491 )",338127,"(+/- 11672 )",400526,"(+/- 10711 )",428144,"(+/- 11785 )"
Workers,"Employment Status",Employed,290603,"(+/- 6673 )",353504,"(+/- 6363 )",330910,"(+/- 7439 )",336067,"(+/- 7519 )",371310,"(+/- 9229 )",360097,"(+/- 8726 )",355985,"(+/- 8219 )",277233,"(+/- 8733 )",338192,"(+/- 7927 )",328727,"(+/- 6867 )",388418,"(+/- 7398 )",467520,"(+/- 8483 )",414532,"(+/- 6399 )",419694,"(+/- 8465 )",403226,"(+/- 7680 )",289638,"(+/- 8144 )",421727,"(+/- 10116 )",387894,"(+/- 8724 )",393511,"(+/- 9444 )",341741,"(+/- 6992 )",263763,"(+/- 10422 )",331403,"(+/- 9346 )",297880,"(+/- 9719 )",344097,"(+/- 5440 )",323750,"(+/- 8166 )",354806,"(+/- 6266 )",343445,"(+/- 8551 )",389009,"(+/- 11920 )",349788,"(+/- 11014 )",410983,"(+/- 13080 )",334569,"(+/- 9442 )",350802,"(+/- 8858 )",363277,"(+/- 8755 )",385046,"(+/- 10495 )",363411,"(+/- 9062 )",306349,"(+/- 8425 )",389269,"(+/- 12810 )",344471,"(+/- 9644 )",365333,"(+/- 7627 )",334858,"(+/- 9333 )",350303,"(+/- 7613 )",372958,"(+/- 7532 )",376831,"(+/- 10527 )",308134,"(+/- 9136 )",405076,"(+/- 8185 )",368246,"(+/- 9212 )",365283,"(+/- 7878 )",374822,"(+/- 7974 )",348294,"(+/- 9390 )",349128,"(+/- 8312 )",304813,"(+/- 10478 )",383282,"(+/- 10184 )",406004,"(+/- 10405 )"
Workers,"Employment Status",Unemployed,20842,"(+/- 2612 )",18887,"(+/- 2446 )",18668,"(+/- 2342 )",17286,"(+/- 2325 )",19117,"(+/- 2897 )",24792,"(+/- 2303 )",18569,"(+/- 2368 )",23433,"(+/- 3058 )",21235,"(+/- 2332 )",27457,"(+/- 3824 )",19115,"(+/- 2380 )",17191,"(+/- 2550 )",19674,"(+/- 2495 )",17355,"(+/- 2383 )",15001,"(+/- 1968 )",35672,"(+/- 3621 )",16190,"(+/- 2139 )",12671,"(+/- 2206 )",19540,"(+/- 2564 )",19892,"(+/- 2951 )",30422,"(+/- 3317 )",24321,"(+/- 2963 )",28349,"(+/- 3150 )",19955,"(+/- 2573 )",19051,"(+/- 2177 )",16331,"(+/- 1959 )",13719,"(+/- 1914 )",23016,"(+/- 2567 )",21609,"(+/- 2435 )",24927,"(+/- 2661 )",25417,"(+/- 2817 )",22010,"(+/- 2802 )",17719,"(+/- 2938 )",26575,"(+/- 2868 )",22722,"(+/- 2474 )",28737,"(+/- 3148 )",21315,"(+/- 2142 )",17386,"(+/- 2488 )",17617,"(+/- 2461 )",26258,"(+/- 2491 )",24667,"(+/- 2764 )",19360,"(+/- 2472 )",19373,"(+/- 2510 )",25760,"(+/- 2923 )",17099,"(+/- 2252 )",17216,"(+/- 2315 )",16602,"(+/- 2284 )",13990,"(+/- 1608 )",14834,"(+/- 2469 )",17022,"(+/- 2572 )",33314,"(+/- 3936 )",17244,"(+/- 2870 )",22140,"(+/- 3376 )"
Workers,"Employment Status","Armed Forces",260,"(+/- 261 )",1149,"(+/- 623 )",5327,"(+/- 1177 )",1003,"(+/- 514 )",416,"(+/- 231 )",683,"(+/- 313 )",798,"(+/- 301 )",9939,"(+/- 1829 )",255,"(+/- 259 )",171,"(+/- 206 )",334,"(+/- 327 )",316,"(+/- 244 )",882,"(+/- 427 )",112,"(+/- 183 )",230,"(+/- 205 )",104,"(+/- 135 )",133,"(+/- 161 )",501,"(+/- 341 )",199,"(+/- 176 )",4724,"(+/- 978 )",3567,"(+/- 849 )",877,"(+/- 537 )",1724,"(+/- 538 )",3388,"(+/- 1338 )",413,"(+/- 259 )",3836,"(+/- 937 )",78,"(+/- 92 )",272,"(+/- 229 )",207,"(+/- 272 )",70,"(+/- 114 )",91,"(+/- 149 )",222,"(+/- 193 )",400,"(+/- 264 )",0,"(+/- 211 )",443,"(+/- 345 )",285,"(+/- 286 )",51,"(+/- 84 )",651,"(+/- 563 )",798,"(+/- 719 )",110,"(+/- 108 )",796,"(+/- 564 )",2284,"(+/- 698 )",355,"(+/- 240 )",438,"(+/- 276 )",290,"(+/- 285 )",371,"(+/- 472 )",389,"(+/- 495 )",421,"(+/- 378 )",23190,"(+/- 3477 )",4798,"(+/- 1311 )",17080,"(+/- 4680 )",22745,"(+/- 3733 )",12291,"(+/- 2653 )"
Workers,"Employment Status","Not in labor force",276871,"(+/- 5629 )",222104,"(+/- 6527 )",233568,"(+/- 5510 )",264275,"(+/- 7340 )",207079,"(+/- 6426 )",219707,"(+/- 6661 )",227562,"(+/- 7293 )",233323,"(+/- 8012 )",229785,"(+/- 6953 )",227373,"(+/- 6077 )",210555,"(+/- 5670 )",186373,"(+/- 7307 )",205159,"(+/- 6911 )",193255,"(+/- 5881 )",206001,"(+/- 7414 )",224391,"(+/- 7327 )",195966,"(+/- 7906 )",203084,"(+/- 6496 )",197381,"(+/- 6481 )",213465,"(+/- 6343 )",223081,"(+/- 8893 )",218209,"(+/- 7093 )",241065,"(+/- 9195 )",238393,"(+/- 5704 )",210889,"(+/- 8306 )",204407,"(+/- 5602 )",226718,"(+/- 6435 )",199989,"(+/- 7421 )",195082,"(+/- 7242 )",199513,"(+/- 7438 )",214771,"(+/- 8091 )",201563,"(+/- 6841 )",205598,"(+/- 6860 )",213692,"(+/- 8141 )",208371,"(+/- 7283 )",287831,"(+/- 7791 )",200986,"(+/- 7314 )",211838,"(+/- 7407 )",201447,"(+/- 6687 )",182325,"(+/- 6670 )",217864,"(+/- 8316 )",227922,"(+/- 7429 )",197375,"(+/- 7554 )",211002,"(+/- 7827 )",225328,"(+/- 7808 )",187868,"(+/- 6825 )",197309,"(+/- 7680 )",213434,"(+/- 6784 )",203180,"(+/- 7196 )",222394,"(+/- 7782 )",225162,"(+/- 8216 )",206451,"(+/- 8440 )",207726,"(+/- 9684 )"
Workers,"Employment Status","Civilian labor force",311445,"(+/- 6283 )",372391,"(+/- 5727 )",349578,"(+/- 7209 )",353353,"(+/- 7712 )",390427,"(+/- 8688 )",384889,"(+/- 8357 )",374554,"(+/- 8486 )",300666,"(+/- 9304 )",359427,"(+/- 7565 )",356184,"(+/- 6363 )",407533,"(+/- 7425 )",484711,"(+/- 8554 )",434206,"(+/- 6495 )",437049,"(+/- 7995 )",418227,"(+/- 7653 )",325310,"(+/- 8368 )",437917,"(+/- 10142 )",400565,"(+/- 8857 )",413051,"(+/- 10058 )",361633,"(+/- 6673 )",294185,"(+/- 10337 )",355724,"(+/- 10012 )",326229,"(+/- 9646 )",364052,"(+/- 5261 )",342801,"(+/- 8324 )",371137,"(+/- 6030 )",357164,"(+/- 8931 )",412025,"(+/- 12443 )",371397,"(+/- 11633 )",435910,"(+/- 13916 )",359986,"(+/- 8970 )",372812,"(+/- 8882 )",380996,"(+/- 9346 )",411621,"(+/- 11551 )",386133,"(+/- 8982 )",335086,"(+/- 8594 )",410584,"(+/- 13399 )",361857,"(+/- 9429 )",382950,"(+/- 7834 )",361116,"(+/- 9928 )",374970,"(+/- 7456 )",392318,"(+/- 7745 )",396204,"(+/- 10948 )",333894,"(+/- 9354 )",422175,"(+/- 8430 )",385462,"(+/- 9666 )",381885,"(+/- 7923 )",388812,"(+/- 7527 )",363128,"(+/- 9555 )",366150,"(+/- 8491 )",338127,"(+/- 11672 )",400526,"(+/- 10711 )",428144,"(+/- 11785 )"
Workers,"Employment Status","Unemployment Rate",6.7,"(+/- 0.8 )",5.1,"(+/- 0.7 )",5.3,"(+/- 0.7 )",4.9,"(+/- 0.6 )",4.9,"(+/- 0.8 )",6.4,"(+/- 0.6 )",5.0,"(+/- 0.6 )",7.8,"(+/- 1.0 )",5.9,"(+/- 0.7 )",7.7,"(+/- 1.1 )",4.7,"(+/- 0.6 )",3.5,"(+/- 0.5 )",4.5,"(+/- 0.6 )",4.0,"(+/- 0.6 )",3.6,"(+/- 0.5 )",11.0,"(+/- 1.1 )",3.7,"(+/- 0.5 )",3.2,"(+/- 0.5 )",4.7,"(+/- 0.6 )",5.5,"(+/- 0.8 )",10.3,"(+/- 1.1 )",6.8,"(+/- 0.8 )",8.7,"(+/- 1.0 )",5.5,"(+/- 0.7 )",5.6,"(+/- 0.6 )",4.4,"(+/- 0.5 )",3.8,"(+/- 0.5 )",5.6,"(+/- 0.6 )",5.8,"(+/- 0.6 )",5.7,"(+/- 0.6 )",7.1,"(+/- 0.8 )",5.9,"(+/- 0.7 )",4.7,"(+/- 0.7 )",6.5,"(+/- 0.6 )",5.9,"(+/- 0.6 )",8.6,"(+/- 0.9 )",5.2,"(+/- 0.5 )",4.8,"(+/- 0.7 )",4.6,"(+/- 0.6 )",7.3,"(+/- 0.6 )",6.6,"(+/- 0.7 )",4.9,"(+/- 0.6 )",4.9,"(+/- 0.6 )",7.7,"(+/- 0.9 )",4.1,"(+/- 0.5 )",4.5,"(+/- 0.6 )",4.3,"(+/- 0.6 )",3.6,"(+/- 0.4 )",4.1,"(+/- 0.7 )",4.6,"(+/- 0.7 )",9.9,"(+/- 1.1 )",4.3,"(+/- 0.7 )",5.2,"(+/- 0.7 )"
Workers,"Commuting to Work","Workers 16 years and over",283068,"(+/- 6545 )",343420,"(+/- 6359 )",329361,"(+/- 7334 )",330478,"(+/- 7256 )",361220,"(+/- 9141 )",354552,"(+/- 8575 )",349435,"(+/- 8166 )",282253,"(+/- 8831 )",328362,"(+/- 7496 )",316019,"(+/- 7211 )",376748,"(+/- 7436 )",456965,"(+/- 8482 )",404633,"(+/- 6699 )",410304,"(+/- 8659 )",345775,"(+/- 7745 )",279514,"(+/- 8021 )",397169,"(+/- 9957 )",378824,"(+/- 8252 )",383515,"(+/- 9042 )",338584,"(+/- 7269 )",258623,"(+/- 10278 )",322299,"(+/- 9246 )",292178,"(+/- 9473 )",338937,"(+/- 5945 )",317631,"(+/- 7916 )",350716,"(+/- 6183 )",337897,"(+/- 8618 )",380161,"(+/- 11836 )",340717,"(+/- 11005 )",397034,"(+/- 12605 )",327055,"(+/- 8832 )",341521,"(+/- 8615 )",351974,"(+/- 8788 )",376356,"(+/- 10058 )",355977,"(+/- 8960 )",299592,"(+/- 8202 )",380692,"(+/- 12753 )",336420,"(+/- 9613 )",357601,"(+/- 7605 )",326962,"(+/- 9342 )",342618,"(+/- 7588 )",367790,"(+/- 7434 )",364713,"(+/- 10608 )",298498,"(+/- 8824 )",397136,"(+/- 8207 )",363392,"(+/- 9194 )",355738,"(+/- 7860 )",366494,"(+/- 8114 )",363987,"(+/- 9763 )",347095,"(+/- 8414 )",314999,"(+/- 10125 )",398089,"(+/- 10734 )",408961,"(+/- 10828 )"
