Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE","District 09 Estimate","District 09 MOE","District 10 Estimate","District 10 MOE","District 11 Estimate","District 11 MOE","District 12 Estimate","District 12 MOE","District 13 Estimate","District 13 MOE","District 14 Estimate","District 14 MOE","District 15 Estimate","District 15 MOE","District 16 Estimate","District 16 MOE","District 17 Estimate","District 17 MOE","District 18 Estimate","District 18 MOE"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","$200,000 or more",37997,"(+/- 2332 )",6963,"(+/- 1375 )",20890,"(+/- 1985 )",39104,"(+/- 2475 )",29190,"(+/- 1977 )",36924,"(+/- 2623 )",19056,"(+/- 1856 )",9963,"(+/- 1584 )",9191,"(+/- 1282 )",18617,"(+/- 1976 )",14240,"(+/- 1459 )",7865,"(+/- 1017 )",8431,"(+/- 1255 )",13643,"(+/- 1635 )",5925,"(+/- 875 )",9880,"(+/- 1225 )",26200,"(+/- 2075 )",15978,"(+/- 1526 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","Median household income (dollars)",88168,"(+/- 1758 )",42568,"(+/- 2047 )",49807,"(+/- 2394 )",87168,"(+/- 3111 )",67326,"(+/- 2019 )",84628,"(+/- 2249 )",64859,"(+/- 1936 )",55443,"(+/- 1499 )",57572,"(+/- 1955 )",63748,"(+/- 2309 )",66863,"(+/- 1227 )",53244,"(+/- 1335 )",53955,"(+/- 1605 )",59519,"(+/- 1730 )",50166,"(+/- 931 )",51536,"(+/- 1103 )",67064,"(+/- 1967 )",52307,"(+/- 1389 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","Mean household income (dollars)",116590,"(+/- 2560 )",60442,"(+/- 2028 )",76658,"(+/- 2873 )",121014,"(+/- 3431 )",102271,"(+/- 3124 )",114717,"(+/- 2720 )",86080,"(+/- 2082 )",70509,"(+/- 1946 )",73837,"(+/- 2009 )",86370,"(+/- 2472 )",84911,"(+/- 2128 )",67992,"(+/- 1468 )",69757,"(+/- 2090 )",77551,"(+/- 2090 )",64008,"(+/- 1319 )",68937,"(+/- 1903 )",92626,"(+/- 2035 )",75206,"(+/- 2249 )"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population",707059,"(+/- 5099 )",721233,"(+/- 18388 )",729164,"(+/- 15923 )",715068,"(+/- 6266 )",709344,"(+/- 9434 )",728329,"(+/- 5342 )",722717,"(+/- 5197 )",683080,"(+/- 6437 )",683406,"(+/- 7447 )",719614,"(+/- 7156 )",730814,"(+/- 6343 )",687214,"(+/- 4868 )",677302,"(+/- 6023 )",673538,"(+/- 3924 )",657603,"(+/- 5976 )",671982,"(+/- 4276 )",712330,"(+/- 7829 )",674514,"(+/- 7598 )"
Socioeconomic,"Health Insurance Coverage","With health insurance coverage",676747,"(+/- 6358 )",653854,"(+/- 18301 )",690198,"(+/- 15487 )",690909,"(+/- 6834 )",670661,"(+/- 9681 )",688574,"(+/- 7014 )",678477,"(+/- 6323 )",648537,"(+/- 7249 )",646609,"(+/- 7637 )",684794,"(+/- 8046 )",652060,"(+/- 11430 )",637779,"(+/- 7165 )",631957,"(+/- 7123 )",652447,"(+/- 4394 )",625534,"(+/- 6033 )",639699,"(+/- 4976 )",691465,"(+/- 8301 )",644634,"(+/- 8459 )"
Socioeconomic,"Health Insurance Coverage","With private health insurance",577504,"(+/- 8758 )",353184,"(+/- 13522 )",456898,"(+/- 14404 )",595654,"(+/- 8691 )",509532,"(+/- 10937 )",564332,"(+/- 8005 )",510952,"(+/- 9891 )",473525,"(+/- 10051 )",507965,"(+/- 8740 )",539094,"(+/- 10867 )",517157,"(+/- 11566 )",500277,"(+/- 8361 )",480808,"(+/- 9505 )",508505,"(+/- 7554 )",476950,"(+/- 7745 )",476786,"(+/- 8338 )",571469,"(+/- 9777 )",499310,"(+/- 9232 )"
Socioeconomic,"Health Insurance Coverage","With public coverage",206960,"(+/- 6581 )",368364,"(+/- 17242 )",311585,"(+/- 13054 )",201733,"(+/- 7234 )",255489,"(+/- 9534 )",219923,"(+/- 7778 )",267141,"(+/- 8483 )",292921,"(+/- 9603 )",254567,"(+/- 7252 )",266389,"(+/- 9272 )",242249,"(+/- 8532 )",250097,"(+/- 6727 )",276623,"(+/- 6050 )",267160,"(+/- 7273 )",267223,"(+/- 6835 )",276952,"(+/- 6983 )",236327,"(+/- 7237 )",247284,"(+/- 6536 )"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage",30312,"(+/- 4360 )",67379,"(+/- 6603 )",38966,"(+/- 5164 )",24159,"(+/- 3202 )",38683,"(+/- 4338 )",39755,"(+/- 4353 )",44240,"(+/- 5110 )",34543,"(+/- 4326 )",36797,"(+/- 4003 )",34820,"(+/- 3978 )",78754,"(+/- 8560 )",49435,"(+/- 4669 )",45345,"(+/- 5349 )",21091,"(+/- 2599 )",32069,"(+/- 3307 )",32283,"(+/- 3660 )",20865,"(+/- 2845 )",29880,"(+/- 3650 )"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population under 19 years",153103,"(+/- 2764 )",188785,"(+/- 10396 )",149078,"(+/- 8591 )",165427,"(+/- 3067 )",169526,"(+/- 5363 )",182336,"(+/- 3131 )",162616,"(+/- 2525 )",151538,"(+/- 3453 )",148934,"(+/- 3840 )",170838,"(+/- 4189 )",178848,"(+/- 4408 )",150358,"(+/- 2770 )",148508,"(+/- 3054 )",137807,"(+/- 2062 )",133420,"(+/- 3137 )",149239,"(+/- 2367 )",151215,"(+/- 4861 )",129209,"(+/- 5172 )"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage",3632,"(+/- 1344 )",6605,"(+/- 2143 )",4437,"(+/- 2036 )",4176,"(+/- 1431 )",2780,"(+/- 966 )",7126,"(+/- 1816 )",5712,"(+/- 1769 )",4793,"(+/- 1454 )",6857,"(+/- 1680 )",5290,"(+/- 1613 )",29244,"(+/- 5224 )",14086,"(+/- 2506 )",10180,"(+/- 2658 )",1753,"(+/- 730 )",6506,"(+/- 1396 )",5198,"(+/- 1314 )",1738,"(+/- 730 )",3668,"(+/- 1284 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All families",3.7,"(+/- 0.7 )",21.3,"(+/- 1.8 )",16.8,"(+/- 1.9 )",3.6,"(+/- 0.7 )",7.7,"(+/- 1.1 )",6.8,"(+/- 0.9 )",8.3,"(+/- 1.0 )",10.4,"(+/- 1.2 )",6.7,"(+/- 0.9 )",7.3,"(+/- 1.0 )",4.6,"(+/- 0.7 )",8.2,"(+/- 0.9 )",7.8,"(+/- 1.0 )",7.0,"(+/- 1.0 )",7.5,"(+/- 0.7 )",9.3,"(+/- 1.0 )",5.2,"(+/- 0.7 )",9.3,"(+/- 1.1 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",5.2,"(+/- 1.2 )",31.0,"(+/- 3.2 )",27.0,"(+/- 3.0 )",5.6,"(+/- 1.2 )",11.5,"(+/- 1.9 )",10.9,"(+/- 1.7 )",12.9,"(+/- 1.8 )",18.6,"(+/- 2.3 )",11.4,"(+/- 1.7 )",13.4,"(+/- 2.1 )",6.1,"(+/- 1.1 )",14.3,"(+/- 1.8 )",15.3,"(+/- 2.2 )",12.7,"(+/- 2.1 )",13.4,"(+/- 1.6 )",17.1,"(+/- 1.8 )",9.5,"(+/- 1.6 )",16.2,"(+/- 2.0 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",5.1,"(+/- 3.5 )",20.7,"(+/- 7.4 )",8.2,"(+/- 4.7 )",5.1,"(+/- 3.1 )",6.5,"(+/- 4.0 )",9.9,"(+/- 3.8 )",7.9,"(+/- 3.7 )",21.9,"(+/- 6.1 )",14.2,"(+/- 4.8 )",13.9,"(+/- 4.6 )",3.8,"(+/- 1.7 )",13.5,"(+/- 3.8 )",18.7,"(+/- 6.8 )",15.7,"(+/- 5.4 )",11.6,"(+/- 3.5 )",18.6,"(+/- 4.6 )",9.6,"(+/- 4.9 )",13.6,"(+/- 4.3 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Married couple families",2.0,"(+/- 0.6 )",9.9,"(+/- 1.8 )",6.9,"(+/- 1.7 )",1.7,"(+/- 0.5 )",3.6,"(+/- 0.9 )",3.3,"(+/- 0.8 )",4.4,"(+/- 1.0 )",4.2,"(+/- 0.7 )",3.0,"(+/- 0.7 )",2.9,"(+/- 0.8 )",2.3,"(+/- 0.4 )",4.2,"(+/- 0.6 )",3.6,"(+/- 0.8 )",2.9,"(+/- 0.6 )",4.0,"(+/- 0.6 )",3.3,"(+/- 0.7 )",2.5,"(+/- 0.7 )",3.4,"(+/- 0.8 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",2.1,"(+/- 1.0 )",14.6,"(+/- 3.0 )",7.5,"(+/- 3.2 )",1.9,"(+/- 0.8 )",4.8,"(+/- 1.8 )",3.9,"(+/- 1.4 )",5.9,"(+/- 2.1 )",5.9,"(+/- 1.4 )",3.9,"(+/- 1.5 )",4.9,"(+/- 1.7 )",2.5,"(+/- 0.8 )",6.9,"(+/- 1.5 )",5.5,"(+/- 1.8 )",3.5,"(+/- 1.0 )",6.2,"(+/- 1.4 )",5.0,"(+/- 1.3 )",3.5,"(+/- 1.5 )",3.5,"(+/- 1.3 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",2.2,"(+/- 3.2 )",8.8,"(+/- 6.4 )",2.0,"(+/- 2.6 )",0.9,"(+/- 1.2 )",1.4,"(+/- 1.3 )",3.4,"(+/- 3.2 )",1.1,"(+/- 1.1 )",7.2,"(+/- 5.5 )",6.4,"(+/- 3.5 )",4.2,"(+/- 3.4 )",0.9,"(+/- 0.7 )",4.7,"(+/- 2.9 )",2.9,"(+/- 2.2 )",3.5,"(+/- 2.6 )",5.0,"(+/- 2.8 )",4.6,"(+/- 3.2 )",2.8,"(+/- 3.8 )",1.5,"(+/- 1.3 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Families with female householder, no husband present",13.6,"(+/- 3.4 )",36.6,"(+/- 3.7 )",28.1,"(+/- 3.4 )",14.4,"(+/- 3.6 )",19.3,"(+/- 3.5 )",21.7,"(+/- 4.0 )",23.8,"(+/- 4.1 )",28.0,"(+/- 4.3 )",21.9,"(+/- 4.0 )",23.4,"(+/- 4.1 )",16.0,"(+/- 3.4 )",28.2,"(+/- 4.1 )",28.2,"(+/- 4.2 )",24.3,"(+/- 4.4 )",25.1,"(+/- 3.4 )",32.7,"(+/- 4.0 )",18.9,"(+/- 3.7 )",25.9,"(+/- 3.6 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",17.6,"(+/- 4.9 )",46.1,"(+/- 5.0 )",38.5,"(+/- 4.7 )",22.3,"(+/- 5.7 )",26.5,"(+/- 5.5 )",30.0,"(+/- 5.1 )",32.3,"(+/- 5.8 )",40.3,"(+/- 6.0 )",29.8,"(+/- 5.9 )",33.4,"(+/- 5.9 )",19.4,"(+/- 5.0 )",36.7,"(+/- 5.4 )",43.6,"(+/- 6.0 )",37.5,"(+/- 6.6 )",33.5,"(+/- 5.3 )",44.7,"(+/- 5.3 )",31.2,"(+/- 6.1 )",37.3,"(+/- 5.3 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",24.6,"(+/- 19.3 )",31.7,"(+/- 14.3 )",7.7,"(+/- 7.4 )",31.7,"(+/- 20.6 )",21.7,"(+/- 14.8 )",30.8,"(+/- 13.8 )",24.4,"(+/- 14.9 )",34.1,"(+/- 14.5 )",35.3,"(+/- 13.7 )",40.0,"(+/- 15.2 )",12.7,"(+/- 8.4 )",34.9,"(+/- 11.5 )",57.7,"(+/- 15.6 )",52.9,"(+/- 14.5 )",29.3,"(+/- 13.2 )",44.0,"(+/- 12.6 )",44.1,"(+/- 15.8 )",49.6,"(+/- 13.5 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All people",5.7,"(+/- 0.7 )",25.9,"(+/- 1.8 )",23.1,"(+/- 1.8 )",5.6,"(+/- 0.7 )",11.2,"(+/- 1.1 )",9.9,"(+/- 1.0 )",11.7,"(+/- 1.1 )",13.8,"(+/- 1.2 )",10.1,"(+/- 0.8 )",10.4,"(+/- 0.9 )",7.3,"(+/- 0.7 )",13.9,"(+/- 0.8 )",12.2,"(+/- 1.1 )",10.2,"(+/- 0.8 )",12.2,"(+/- 0.6 )",14.1,"(+/- 0.9 )",8.1,"(+/- 0.8 )",15.3,"(+/- 1.0 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Under 18 years",6.8,"(+/- 1.9 )",37.5,"(+/- 3.9 )",30.9,"(+/- 3.9 )",6.1,"(+/- 1.3 )",14.6,"(+/- 2.5 )",14.5,"(+/- 2.3 )",17.5,"(+/- 2.6 )",21.5,"(+/- 2.9 )",13.1,"(+/- 1.9 )",15.4,"(+/- 2.2 )",8.2,"(+/- 1.8 )",16.0,"(+/- 1.9 )",19.1,"(+/- 2.6 )",12.8,"(+/- 1.9 )",15.9,"(+/- 1.7 )",19.7,"(+/- 2.3 )",10.9,"(+/- 2.0 )",20.8,"(+/- 2.5 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 18 years",6.6,"(+/- 1.9 )",37.3,"(+/- 3.9 )",30.4,"(+/- 3.9 )",6.0,"(+/- 1.3 )",14.4,"(+/- 2.6 )",14.2,"(+/- 2.2 )",17.0,"(+/- 2.6 )",20.9,"(+/- 2.9 )",12.7,"(+/- 1.8 )",15.1,"(+/- 2.2 )",8.0,"(+/- 1.8 )",15.3,"(+/- 1.9 )",18.8,"(+/- 2.6 )",12.4,"(+/- 1.9 )",15.5,"(+/- 1.7 )",19.4,"(+/- 2.3 )",10.5,"(+/- 2.0 )",20.4,"(+/- 2.5 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 5 years",8.4,"(+/- 3.8 )",37.1,"(+/- 5.7 )",22.3,"(+/- 4.8 )",4.3,"(+/- 1.7 )",13.6,"(+/- 3.9 )",15.3,"(+/- 3.4 )",16.5,"(+/- 4.2 )",29.8,"(+/- 5.7 )",19.0,"(+/- 3.8 )",15.5,"(+/- 3.4 )",6.7,"(+/- 2.2 )",18.6,"(+/- 3.3 )",20.1,"(+/- 3.4 )",16.4,"(+/- 3.2 )",16.8,"(+/- 3.0 )",21.1,"(+/- 3.7 )",11.1,"(+/- 3.7 )",22.3,"(+/- 3.9 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder 5 to 17 years",6.1,"(+/- 1.8 )",37.4,"(+/- 4.2 )",34.3,"(+/- 4.6 )",6.6,"(+/- 1.6 )",14.7,"(+/- 2.9 )",13.8,"(+/- 2.6 )",17.2,"(+/- 2.9 )",17.9,"(+/- 2.8 )",10.7,"(+/- 1.9 )",15.0,"(+/- 2.4 )",8.4,"(+/- 2.1 )",14.2,"(+/- 2.1 )",18.4,"(+/- 3.1 )",11.1,"(+/- 2.1 )",15.0,"(+/- 1.8 )",18.8,"(+/- 2.4 )",10.3,"(+/- 2.1 )",19.6,"(+/- 2.8 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","18 years and over",5.4,"(+/- 0.6 )",22.2,"(+/- 1.4 )",21.3,"(+/- 1.6 )",5.5,"(+/- 0.6 )",10.2,"(+/- 0.9 )",8.5,"(+/- 0.8 )",10.2,"(+/- 1.0 )",11.8,"(+/- 1.0 )",9.4,"(+/- 0.7 )",8.9,"(+/- 0.8 )",7.0,"(+/- 0.6 )",13.4,"(+/- 0.7 )",10.4,"(+/- 0.9 )",9.6,"(+/- 0.6 )",11.3,"(+/- 0.5 )",12.6,"(+/- 0.8 )",7.5,"(+/- 0.6 )",14.2,"(+/- 0.9 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","65 years and over",5.2,"(+/- 1.2 )",16.2,"(+/- 2.5 )",19.2,"(+/- 2.6 )",6.0,"(+/- 1.1 )",7.8,"(+/- 1.3 )",6.2,"(+/- 1.1 )",6.9,"(+/- 1.2 )",9.6,"(+/- 1.5 )",8.5,"(+/- 1.1 )",6.7,"(+/- 1.2 )",5.5,"(+/- 1.2 )",8.8,"(+/- 1.1 )",8.0,"(+/- 1.0 )",7.3,"(+/- 1.0 )",8.0,"(+/- 0.8 )",6.9,"(+/- 1.0 )",6.8,"(+/- 1.1 )",10.3,"(+/- 1.4 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","People in families",3.8,"(+/- 0.8 )",23.9,"(+/- 2.1 )",19.5,"(+/- 2.5 )",3.7,"(+/- 0.7 )",8.7,"(+/- 1.3 )",7.8,"(+/- 1.1 )",9.5,"(+/- 1.3 )",10.9,"(+/- 1.3 )",7.2,"(+/- 0.9 )",8.1,"(+/- 1.1 )",5.0,"(+/- 0.8 )",8.9,"(+/- 0.9 )",9.2,"(+/- 1.2 )",6.9,"(+/- 0.9 )",8.2,"(+/- 0.7 )",10.1,"(+/- 1.1 )",5.6,"(+/- 0.8 )",10.6,"(+/- 1.2 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Unrelated individuals 15 years and over",16.3,"(+/- 1.9 )",33.7,"(+/- 2.7 )",30.4,"(+/- 1.9 )",15.3,"(+/- 1.7 )",22.3,"(+/- 1.6 )",20.2,"(+/- 2.2 )",21.1,"(+/- 2.3 )",24.8,"(+/- 2.2 )",22.4,"(+/- 1.6 )",19.0,"(+/- 1.8 )",19.2,"(+/- 2.1 )",32.0,"(+/- 2.0 )",25.1,"(+/- 2.1 )",23.4,"(+/- 1.5 )",27.6,"(+/- 1.6 )",28.5,"(+/- 2.2 )",18.3,"(+/- 1.6 )",25.8,"(+/- 1.6 )"
Education,"School Enrollment","Population 3 years and over enrolled in school",156842,"(+/- 3953 )",178452,"(+/- 9610 )",188794,"(+/- 9038 )",170746,"(+/- 4782 )",189902,"(+/- 6508 )",187894,"(+/- 4904 )",174143,"(+/- 4748 )",151250,"(+/- 4610 )",148612,"(+/- 3901 )",170907,"(+/- 5203 )",159258,"(+/- 5438 )",169985,"(+/- 4240 )",144614,"(+/- 4222 )",137520,"(+/- 3141 )",137721,"(+/- 4026 )",154767,"(+/- 3761 )",148525,"(+/- 5036 )",156522,"(+/- 6015 )"
Education,"School Enrollment","Nursery school, preschool",10203,"(+/- 1397 )",14008,"(+/- 2650 )",11983,"(+/- 2132 )",13141,"(+/- 1574 )",14241,"(+/- 1752 )",13636,"(+/- 1754 )",10714,"(+/- 1682 )",6846,"(+/- 1230 )",6248,"(+/- 1069 )",11403,"(+/- 1593 )",9133,"(+/- 1534 )",7385,"(+/- 997 )",7715,"(+/- 1013 )",8233,"(+/- 1584 )",8037,"(+/- 1040 )",8350,"(+/- 1273 )",11685,"(+/- 1325 )",10200,"(+/- 1589 )"
Education,"School Enrollment",Kindergarten,7545,"(+/- 1291 )",10473,"(+/- 1915 )",6809,"(+/- 1711 )",7881,"(+/- 1294 )",8955,"(+/- 1984 )",7848,"(+/- 1379 )",9551,"(+/- 1576 )",7993,"(+/- 1170 )",7066,"(+/- 1170 )",10183,"(+/- 1756 )",7213,"(+/- 1452 )",6491,"(+/- 1039 )",6773,"(+/- 1098 )",7232,"(+/- 1106 )",6238,"(+/- 952 )",6929,"(+/- 1327 )",6837,"(+/- 1293 )",5860,"(+/- 1238 )"
Education,"School Enrollment","Elementary school (grades 1-8)",64252,"(+/- 1853 )",75642,"(+/- 6662 )",60725,"(+/- 5209 )",71211,"(+/- 2262 )",70324,"(+/- 3568 )",81184,"(+/- 2984 )",68120,"(+/- 2623 )",61593,"(+/- 2496 )",63955,"(+/- 2621 )",71824,"(+/- 2827 )",74444,"(+/- 3289 )",61295,"(+/- 2083 )",61968,"(+/- 2541 )",59307,"(+/- 2098 )",56511,"(+/- 2208 )",63269,"(+/- 2234 )",66109,"(+/- 3855 )",50973,"(+/- 3120 )"
Education,"School Enrollment","High school (grades 9-12)",40641,"(+/- 2181 )",39354,"(+/- 3212 )",26255,"(+/- 2318 )",37556,"(+/- 1885 )",38026,"(+/- 2769 )",40253,"(+/- 2190 )",37204,"(+/- 2070 )",37382,"(+/- 1966 )",33706,"(+/- 1907 )",34815,"(+/- 2178 )",34586,"(+/- 2860 )",31326,"(+/- 1694 )",32567,"(+/- 1916 )",30916,"(+/- 1605 )",28180,"(+/- 1481 )",33209,"(+/- 1434 )",32299,"(+/- 2081 )",26583,"(+/- 2249 )"
Education,"School Enrollment","College or graduate school",34201,"(+/- 2864 )",38975,"(+/- 4218 )",83022,"(+/- 5636 )",40957,"(+/- 2950 )",58356,"(+/- 3493 )",44973,"(+/- 3484 )",48554,"(+/- 3868 )",37436,"(+/- 3073 )",37637,"(+/- 2688 )",42682,"(+/- 3020 )",33882,"(+/- 2700 )",63488,"(+/- 3294 )",35591,"(+/- 2789 )",31832,"(+/- 2383 )",38755,"(+/- 3077 )",43010,"(+/- 3115 )",31595,"(+/- 2597 )",62906,"(+/- 3816 )"
Education,"Educational Attainment","Population 25 years and over",511027,"(+/- 3392 )",489967,"(+/- 10622 )",511382,"(+/- 10185 )",515013,"(+/- 4133 )",488815,"(+/- 6496 )",495772,"(+/- 3609 )",506292,"(+/- 3701 )",496882,"(+/- 3985 )",501251,"(+/- 4772 )",509145,"(+/- 5169 )",505794,"(+/- 4034 )",474837,"(+/- 3858 )",497131,"(+/- 3439 )",500816,"(+/- 2758 )",490514,"(+/- 4302 )",482206,"(+/- 2899 )",527144,"(+/- 5610 )",490639,"(+/- 5457 )"
Education,"Educational Attainment","Less than 9th grade",10677,"(+/- 1602 )",36323,"(+/- 4338 )",13199,"(+/- 2431 )",10523,"(+/- 2070 )",14393,"(+/- 2539 )",19790,"(+/- 2744 )",19648,"(+/- 3208 )",14110,"(+/- 2358 )",16959,"(+/- 2091 )",16087,"(+/- 2552 )",31145,"(+/- 3587 )",13640,"(+/- 1557 )",15254,"(+/- 2015 )",8376,"(+/- 1404 )",13391,"(+/- 1730 )",11795,"(+/- 1849 )",5998,"(+/- 1179 )",7998,"(+/- 1503 )"
Education,"Educational Attainment","9th to 12th grade, no diploma",19578,"(+/- 2497 )",53374,"(+/- 4294 )",35749,"(+/- 3555 )",17758,"(+/- 2119 )",27351,"(+/- 2660 )",25017,"(+/- 2579 )",31887,"(+/- 2659 )",32444,"(+/- 3369 )",36219,"(+/- 3514 )",29733,"(+/- 3248 )",37748,"(+/- 3528 )",33238,"(+/- 2400 )",34237,"(+/- 2566 )",23112,"(+/- 2024 )",29958,"(+/- 2189 )",27495,"(+/- 2382 )",17314,"(+/- 2171 )",20580,"(+/- 2508 )"
Education,"Educational Attainment","High school graduate (includes equivalency)",144034,"(+/- 5217 )",188607,"(+/- 8958 )",140643,"(+/- 7309 )",129857,"(+/- 6087 )",145570,"(+/- 5653 )",115233,"(+/- 5663 )",170881,"(+/- 5968 )",187567,"(+/- 6087 )",217534,"(+/- 6190 )",172532,"(+/- 6848 )",180560,"(+/- 6326 )",204062,"(+/- 4022 )",223477,"(+/- 5348 )",200547,"(+/- 5550 )",223015,"(+/- 5328 )",188409,"(+/- 4790 )",144041,"(+/- 5429 )",137429,"(+/- 4983 )"
Education,"Educational Attainment","Some college, no degree",82594,"(+/- 3969 )",76570,"(+/- 5469 )",85221,"(+/- 5977 )",73326,"(+/- 4360 )",80482,"(+/- 4288 )",73685,"(+/- 3816 )",87619,"(+/- 5125 )",91167,"(+/- 4070 )",77565,"(+/- 4234 )",77922,"(+/- 3659 )",79222,"(+/- 4873 )",69138,"(+/- 2665 )",80495,"(+/- 4465 )",81349,"(+/- 4299 )",70043,"(+/- 3133 )",75532,"(+/- 3385 )",87423,"(+/- 4393 )",83051,"(+/- 3758 )"
Education,"Educational Attainment","Associate's degree",41710,"(+/- 3133 )",29786,"(+/- 3815 )",25633,"(+/- 2606 )",37774,"(+/- 2861 )",36577,"(+/- 3332 )",34401,"(+/- 3245 )",46613,"(+/- 3541 )",47251,"(+/- 3055 )",44985,"(+/- 3292 )",46197,"(+/- 3154 )",40045,"(+/- 2920 )",43812,"(+/- 2503 )",45507,"(+/- 2638 )",51696,"(+/- 3123 )",48824,"(+/- 2975 )",48950,"(+/- 2883 )",53957,"(+/- 3447 )",49927,"(+/- 2991 )"
Education,"Educational Attainment","Bachelor's degree",127012,"(+/- 6000 )",70686,"(+/- 5000 )",108960,"(+/- 6923 )",141027,"(+/- 5024 )",103460,"(+/- 4857 )",135370,"(+/- 4557 )",91185,"(+/- 4566 )",78472,"(+/- 4052 )",69076,"(+/- 4157 )",105939,"(+/- 5488 )",87803,"(+/- 3979 )",67939,"(+/- 3488 )",59042,"(+/- 3105 )",86292,"(+/- 4529 )",66617,"(+/- 3041 )",83114,"(+/- 3978 )",133095,"(+/- 4551 )",108137,"(+/- 4557 )"
Education,"Educational Attainment","Graduate or professional degree",85422,"(+/- 4607 )",34621,"(+/- 3758 )",101977,"(+/- 5754 )",104748,"(+/- 4289 )",80982,"(+/- 3528 )",92276,"(+/- 4763 )",58459,"(+/- 3696 )",45871,"(+/- 3713 )",38913,"(+/- 2611 )",60735,"(+/- 3928 )",49271,"(+/- 3775 )",43008,"(+/- 2783 )",39119,"(+/- 3216 )",49444,"(+/- 3335 )",38666,"(+/- 3140 )",46911,"(+/- 3044 )",85316,"(+/- 4107 )",83517,"(+/- 4047 )"
Education,"Educational Attainment","Percent high school graduate or higher",94.1,"(+/- 0.5 )",81.7,"(+/- 1.1 )",90.4,"(+/- 0.8 )",94.5,"(+/- 0.6 )",91.5,"(+/- 0.6 )",91.0,"(+/- 0.7 )",89.8,"(+/- 0.8 )",90.6,"(+/- 0.7 )",89.4,"(+/- 0.9 )",91.0,"(+/- 0.7 )",86.4,"(+/- 0.9 )",90.1,"(+/- 0.6 )",90.0,"(+/- 0.6 )",93.7,"(+/- 0.5 )",91.2,"(+/- 0.5 )",91.9,"(+/- 0.6 )",95.6,"(+/- 0.4 )",94.2,"(+/- 0.6 )"
Education,"Educational Attainment","Percent bachelor's degree or higher",41.6,"(+/- 1.3 )",21.5,"(+/- 1.2 )",41.2,"(+/- 1.4 )",47.7,"(+/- 1.3 )",37.7,"(+/- 1.3 )",45.9,"(+/- 1.2 )",29.6,"(+/- 1.1 )",25.0,"(+/- 1.1 )",21.5,"(+/- 1.0 )",32.7,"(+/- 1.3 )",27.1,"(+/- 1.0 )",23.4,"(+/- 0.9 )",19.7,"(+/- 0.9 )",27.1,"(+/- 1.0 )",21.5,"(+/- 0.9 )",27.0,"(+/- 1.0 )",41.4,"(+/- 0.9 )",39.1,"(+/- 1.1 )"
