Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE","District 09 Estimate","District 09 MOE","District 10 Estimate","District 10 MOE","District 11 Estimate","District 11 MOE","District 12 Estimate","District 12 MOE","District 13 Estimate","District 13 MOE","District 14 Estimate","District 14 MOE","District 15 Estimate","District 15 MOE","District 16 Estimate","District 16 MOE","District 17 Estimate","District 17 MOE","District 18 Estimate","District 18 MOE","District 19 Estimate","District 19 MOE","District 20 Estimate","District 20 MOE","District 21 Estimate","District 21 MOE","District 22 Estimate","District 22 MOE","District 23 Estimate","District 23 MOE","District 24 Estimate","District 24 MOE","District 25 Estimate","District 25 MOE","District 26 Estimate","District 26 MOE","District 27 Estimate","District 27 MOE"
Housing,"Housing Occupancy","Rental vacancy rate",17.0,"(+/- 2.2 )",9.7,"(+/- 1.9 )",14.8,"(+/- 2.3 )",5.1,"(+/- 1.3 )",6.9,"(+/- 1.3 )",6.4,"(+/- 1.8 )",4.8,"(+/- 1.2 )",16.0,"(+/- 2.8 )",7.1,"(+/- 2.1 )",11.1,"(+/- 2.0 )",13.0,"(+/- 3.3 )",7.3,"(+/- 1.6 )",9.6,"(+/- 1.3 )",6.3,"(+/- 1.2 )",6.9,"(+/- 1.7 )",12.4,"(+/- 2.4 )",7.2,"(+/- 2.0 )",6.6,"(+/- 2.0 )",8.3,"(+/- 2.1 )",6.2,"(+/- 1.2 )",8.3,"(+/- 2.0 )",11.2,"(+/- 1.7 )",9.7,"(+/- 2.0 )",3.6,"(+/- 0.9 )",4.7,"(+/- 1.4 )",7.4,"(+/- 1.4 )",7.8,"(+/- 1.4 )"
Housing,"Housing Tenure","Occupied housing units",295098,"(+/- 4406 )",278448,"(+/- 4476 )",273236,"(+/- 5219 )",314432,"(+/- 6363 )",272454,"(+/- 6214 )",307602,"(+/- 4995 )",294369,"(+/- 4327 )",288761,"(+/- 4729 )",281177,"(+/- 7540 )",270167,"(+/- 5690 )",331750,"(+/- 6475 )",312209,"(+/- 4927 )",303069,"(+/- 4650 )",307827,"(+/- 5286 )",285074,"(+/- 5690 )",331394,"(+/- 6085 )",301158,"(+/- 6841 )",301578,"(+/- 5415 )",325244,"(+/- 7669 )",247772,"(+/- 5771 )",296189,"(+/- 5238 )",308398,"(+/- 5743 )",274559,"(+/- 5462 )",251800,"(+/- 6107 )",241423,"(+/- 6113 )",229243,"(+/- 4908 )",284927,"(+/- 5782 )"
Housing,"Housing Tenure",Owner-occupied,200487,"(+/- 4691 )",206172,"(+/- 4513 )",181414,"(+/- 4868 )",213866,"(+/- 6671 )",138324,"(+/- 5551 )",224503,"(+/- 5750 )",171118,"(+/- 4358 )",222628,"(+/- 4517 )",187189,"(+/- 6371 )",149229,"(+/- 4797 )",268891,"(+/- 6497 )",231107,"(+/- 5253 )",195680,"(+/- 4680 )",157317,"(+/- 4203 )",183760,"(+/- 5637 )",245878,"(+/- 5690 )",236109,"(+/- 6364 )",226585,"(+/- 6024 )",235288,"(+/- 6302 )",138871,"(+/- 5518 )",214807,"(+/- 4975 )",202914,"(+/- 5583 )",181329,"(+/- 5756 )",111689,"(+/- 4537 )",141778,"(+/- 5426 )",145732,"(+/- 5150 )",135577,"(+/- 4081 )"
Housing,"Housing Tenure",Renter-occupied,94611,"(+/- 4710 )",72276,"(+/- 3844 )",91822,"(+/- 4522 )",100566,"(+/- 5244 )",134130,"(+/- 5947 )",83099,"(+/- 4658 )",123251,"(+/- 5276 )",66133,"(+/- 4064 )",93988,"(+/- 5109 )",120938,"(+/- 5783 )",62859,"(+/- 3984 )",81102,"(+/- 4246 )",107389,"(+/- 4443 )",150510,"(+/- 4750 )",101314,"(+/- 5351 )",85516,"(+/- 4296 )",65049,"(+/- 4381 )",74993,"(+/- 5138 )",89956,"(+/- 5630 )",108901,"(+/- 5124 )",81382,"(+/- 4240 )",105484,"(+/- 5359 )",93230,"(+/- 5417 )",140111,"(+/- 5628 )",99645,"(+/- 5029 )",83511,"(+/- 4362 )",149350,"(+/- 5970 )"
Housing,"Housing Tenure","Average household size of owner-occupied unit",2.58,"(+/- 0.05 )",2.44,"(+/- 0.05 )",2.67,"(+/- 0.07 )",2.65,"(+/- 0.05 )",2.65,"(+/- 0.07 )",2.49,"(+/- 0.05 )",2.72,"(+/- 0.06 )",2.67,"(+/- 0.05 )",3.19,"(+/- 0.09 )",3.01,"(+/- 0.08 )",2.26,"(+/- 0.04 )",2.48,"(+/- 0.05 )",2.43,"(+/- 0.05 )",2.61,"(+/- 0.06 )",2.81,"(+/- 0.06 )",2.48,"(+/- 0.06 )",2.48,"(+/- 0.06 )",2.54,"(+/- 0.05 )",2.48,"(+/- 0.07 )",3.17,"(+/- 0.11 )",2.58,"(+/- 0.05 )",2.41,"(+/- 0.05 )",2.77,"(+/- 0.08 )",3.32,"(+/- 0.10 )",3.14,"(+/- 0.09 )",3.33,"(+/- 0.09 )",2.86,"(+/- 0.08 )"
Housing,"Housing Tenure","Average household size of renter-occupied unit",2.50,"(+/- 0.07 )",2.55,"(+/- 0.10 )",2.60,"(+/- 0.10 )",2.35,"(+/- 0.09 )",2.53,"(+/- 0.08 )",2.56,"(+/- 0.10 )",2.39,"(+/- 0.07 )",2.51,"(+/- 0.12 )",3.17,"(+/- 0.14 )",3.15,"(+/- 0.10 )",2.62,"(+/- 0.14 )",2.57,"(+/- 0.11 )",2.26,"(+/- 0.08 )",2.38,"(+/- 0.07 )",2.77,"(+/- 0.10 )",2.71,"(+/- 0.10 )",2.86,"(+/- 0.16 )",2.62,"(+/- 0.10 )",2.67,"(+/- 0.12 )",3.23,"(+/- 0.15 )",2.77,"(+/- 0.11 )",2.41,"(+/- 0.09 )",2.69,"(+/- 0.10 )",2.84,"(+/- 0.08 )",3.20,"(+/- 0.11 )",3.49,"(+/- 0.12 )",2.45,"(+/- 0.07 )"
Housing,"Year Householder Moved into Unit","Occupied housing units",295098,"(+/- 4406 )",278448,"(+/- 4476 )",273236,"(+/- 5219 )",314432,"(+/- 6363 )",272454,"(+/- 6214 )",307602,"(+/- 4995 )",294369,"(+/- 4327 )",288761,"(+/- 4729 )",281177,"(+/- 7540 )",270167,"(+/- 5690 )",331750,"(+/- 6475 )",312209,"(+/- 4927 )",303069,"(+/- 4650 )",307827,"(+/- 5286 )",285074,"(+/- 5690 )",331394,"(+/- 6085 )",301158,"(+/- 6841 )",301578,"(+/- 5415 )",325244,"(+/- 7669 )",247772,"(+/- 5771 )",296189,"(+/- 5238 )",308398,"(+/- 5743 )",274559,"(+/- 5462 )",251800,"(+/- 6107 )",241423,"(+/- 6113 )",229243,"(+/- 4908 )",284927,"(+/- 5782 )"
Housing,"Year Householder Moved into Unit","Moved in 2015 or later",59117,"(+/- 4424 )",49183,"(+/- 3607 )",56026,"(+/- 3172 )",73416,"(+/- 4895 )",67823,"(+/- 4636 )",56249,"(+/- 3534 )",74693,"(+/- 4769 )",48056,"(+/- 3874 )",60801,"(+/- 3991 )",66975,"(+/- 5038 )",52737,"(+/- 3583 )",61256,"(+/- 3766 )",66730,"(+/- 3663 )",89038,"(+/- 4460 )",65186,"(+/- 4718 )",69140,"(+/- 3817 )",53133,"(+/- 4169 )",50546,"(+/- 4151 )",58975,"(+/- 3939 )",49315,"(+/- 4788 )",57147,"(+/- 3593 )",64668,"(+/- 4718 )",54299,"(+/- 3754 )",50226,"(+/- 4512 )",42688,"(+/- 4229 )",41679,"(+/- 3851 )",59821,"(+/- 3975 )"
Housing,"Year Householder Moved into Unit","Moved in 2010 to 2014",54217,"(+/- 4000 )",42949,"(+/- 3148 )",49172,"(+/- 4470 )",59856,"(+/- 4241 )",52571,"(+/- 4065 )",54205,"(+/- 4012 )",56810,"(+/- 3999 )",52065,"(+/- 4543 )",59165,"(+/- 4768 )",58182,"(+/- 4866 )",59540,"(+/- 3834 )",57085,"(+/- 4087 )",56989,"(+/- 3336 )",61295,"(+/- 4369 )",55307,"(+/- 4170 )",63666,"(+/- 4008 )",53287,"(+/- 4161 )",56922,"(+/- 4668 )",67439,"(+/- 4128 )",48401,"(+/- 3755 )",52348,"(+/- 3546 )",56612,"(+/- 4249 )",50725,"(+/- 4724 )",47950,"(+/- 3964 )",41372,"(+/- 3513 )",40735,"(+/- 3331 )",56133,"(+/- 5109 )"
Housing,"Year Householder Moved into Unit","Moved in 2000 to 2009",56951,"(+/- 4352 )",48799,"(+/- 3521 )",48073,"(+/- 3951 )",57723,"(+/- 4000 )",46021,"(+/- 4015 )",65176,"(+/- 3590 )",51111,"(+/- 3785 )",56072,"(+/- 4259 )",58924,"(+/- 5417 )",52177,"(+/- 4352 )",73255,"(+/- 4716 )",61736,"(+/- 3756 )",57402,"(+/- 3545 )",55250,"(+/- 4264 )",50482,"(+/- 3086 )",69373,"(+/- 4377 )",63892,"(+/- 3756 )",61923,"(+/- 4728 )",75065,"(+/- 4320 )",50027,"(+/- 4131 )",63571,"(+/- 3821 )",61998,"(+/- 4200 )",55667,"(+/- 4524 )",50800,"(+/- 3428 )",47665,"(+/- 4003 )",43503,"(+/- 3345 )",58021,"(+/- 4227 )"
Housing,"Year Householder Moved into Unit","Moved in 1990 to 1999",60739,"(+/- 3603 )",68707,"(+/- 4416 )",63795,"(+/- 4402 )",66320,"(+/- 4326 )",44510,"(+/- 3375 )",73125,"(+/- 3826 )",56701,"(+/- 3211 )",70316,"(+/- 3858 )",63053,"(+/- 4996 )",50714,"(+/- 3479 )",95401,"(+/- 4402 )",75493,"(+/- 3561 )",55334,"(+/- 3268 )",51621,"(+/- 3278 )",62229,"(+/- 3932 )",76883,"(+/- 3826 )",78808,"(+/- 4058 )",75612,"(+/- 4120 )",78752,"(+/- 4250 )",56306,"(+/- 4644 )",71373,"(+/- 3666 )",64103,"(+/- 4547 )",59009,"(+/- 3504 )",48958,"(+/- 3928 )",61666,"(+/- 4078 )",54536,"(+/- 3810 )",56238,"(+/- 3380 )"
Housing,"Year Householder Moved into Unit","Moved in 1980 to 1989",32880,"(+/- 2441 )",37919,"(+/- 2936 )",29164,"(+/- 2950 )",33683,"(+/- 2758 )",28108,"(+/- 2659 )",34335,"(+/- 2669 )",32941,"(+/- 2801 )",36033,"(+/- 3150 )",23347,"(+/- 2352 )",25739,"(+/- 2680 )",35344,"(+/- 2953 )",36927,"(+/- 3106 )",35797,"(+/- 2717 )",25460,"(+/- 2354 )",30932,"(+/- 2525 )",30357,"(+/- 2502 )",33203,"(+/- 2620 )",34718,"(+/- 2982 )",28722,"(+/- 2706 )",26522,"(+/- 2244 )",35184,"(+/- 2804 )",38973,"(+/- 3187 )",37143,"(+/- 2729 )",26412,"(+/- 2476 )",29721,"(+/- 2290 )",29455,"(+/- 2686 )",26741,"(+/- 2541 )"
Housing,"Year Householder Moved into Unit","Moved in 1979 and earlier",31194,"(+/- 2839 )",30891,"(+/- 2772 )",27006,"(+/- 2992 )",23434,"(+/- 2238 )",33421,"(+/- 2646 )",24512,"(+/- 2387 )",22113,"(+/- 2180 )",26219,"(+/- 2519 )",15887,"(+/- 1674 )",16380,"(+/- 2052 )",15473,"(+/- 1956 )",19712,"(+/- 2194 )",30817,"(+/- 2347 )",25163,"(+/- 2375 )",20938,"(+/- 1984 )",21975,"(+/- 2523 )",18835,"(+/- 1941 )",21857,"(+/- 2886 )",16291,"(+/- 1876 )",17201,"(+/- 1831 )",16566,"(+/- 1838 )",22044,"(+/- 1994 )",17716,"(+/- 1936 )",27454,"(+/- 2644 )",18311,"(+/- 2027 )",19335,"(+/- 1903 )",27973,"(+/- 2446 )"
Housing,Value,"Owner-occupied units",200487,"(+/- 4691 )",206172,"(+/- 4513 )",181414,"(+/- 4868 )",213866,"(+/- 6671 )",138324,"(+/- 5551 )",224503,"(+/- 5750 )",171118,"(+/- 4358 )",222628,"(+/- 4517 )",187189,"(+/- 6371 )",149229,"(+/- 4797 )",268891,"(+/- 6497 )",231107,"(+/- 5253 )",195680,"(+/- 4680 )",157317,"(+/- 4203 )",183760,"(+/- 5637 )",245878,"(+/- 5690 )",236109,"(+/- 6364 )",226585,"(+/- 6024 )",235288,"(+/- 6302 )",138871,"(+/- 5518 )",214807,"(+/- 4975 )",202914,"(+/- 5583 )",181329,"(+/- 5756 )",111689,"(+/- 4537 )",141778,"(+/- 5426 )",145732,"(+/- 5150 )",135577,"(+/- 4081 )"
Housing,Value,"Less than $50,000",13509,"(+/- 2104 )",24137,"(+/- 2926 )",17772,"(+/- 2403 )",7279,"(+/- 1295 )",15715,"(+/- 2011 )",15376,"(+/- 1726 )",5925,"(+/- 1229 )",11828,"(+/- 1813 )",16413,"(+/- 1992 )",5134,"(+/- 1060 )",26489,"(+/- 2522 )",21952,"(+/- 2344 )",19312,"(+/- 2139 )",7124,"(+/- 1407 )",20149,"(+/- 2659 )",15185,"(+/- 2001 )",24098,"(+/- 3001 )",14107,"(+/- 2300 )",7738,"(+/- 1397 )",9409,"(+/- 1381 )",8959,"(+/- 1659 )",7768,"(+/- 1320 )",4867,"(+/- 1014 )",4332,"(+/- 1084 )",6053,"(+/- 1311 )",3253,"(+/- 841 )",1692,"(+/- 633 )"
Housing,Value,"$50,000 to $99,999",27969,"(+/- 2872 )",41055,"(+/- 3314 )",31140,"(+/- 2745 )",9871,"(+/- 1665 )",31601,"(+/- 3087 )",17729,"(+/- 1878 )",7349,"(+/- 1498 )",21641,"(+/- 2201 )",16572,"(+/- 2177 )",8105,"(+/- 1483 )",40698,"(+/- 3039 )",33323,"(+/- 2488 )",21177,"(+/- 2129 )",9968,"(+/- 1507 )",15648,"(+/- 1620 )",18826,"(+/- 1977 )",36406,"(+/- 3015 )",14229,"(+/- 2034 )",13040,"(+/- 1794 )",14015,"(+/- 1937 )",17014,"(+/- 1834 )",14604,"(+/- 2050 )",11873,"(+/- 2063 )",9545,"(+/- 1556 )",5229,"(+/- 1333 )",3170,"(+/- 917 )",1210,"(+/- 584 )"
Housing,Value,"$100,000 to $149,999",29698,"(+/- 2978 )",31898,"(+/- 2819 )",28671,"(+/- 3088 )",18287,"(+/- 2242 )",29360,"(+/- 2778 )",28254,"(+/- 2744 )",11636,"(+/- 1554 )",26819,"(+/- 2896 )",21199,"(+/- 2729 )",14290,"(+/- 1779 )",46281,"(+/- 3745 )",29686,"(+/- 2177 )",21399,"(+/- 1946 )",15652,"(+/- 1880 )",24127,"(+/- 2460 )",20724,"(+/- 2063 )",35120,"(+/- 3229 )",16772,"(+/- 2194 )",21403,"(+/- 2477 )",17836,"(+/- 2279 )",19145,"(+/- 2109 )",12512,"(+/- 1974 )",13051,"(+/- 2152 )",10544,"(+/- 1765 )",11915,"(+/- 1780 )",4065,"(+/- 1154 )",3850,"(+/- 951 )"
Housing,Value,"$150,000 to $199,999",35963,"(+/- 2769 )",32634,"(+/- 2812 )",29287,"(+/- 3071 )",31271,"(+/- 2585 )",30746,"(+/- 3146 )",48372,"(+/- 3485 )",25247,"(+/- 2644 )",35759,"(+/- 3185 )",33538,"(+/- 3314 )",22934,"(+/- 2320 )",52839,"(+/- 4333 )",31119,"(+/- 2627 )",31348,"(+/- 2121 )",22184,"(+/- 2452 )",35572,"(+/- 3215 )",31926,"(+/- 2923 )",37366,"(+/- 3242 )",25673,"(+/- 3037 )",32479,"(+/- 2684 )",22407,"(+/- 2535 )",23920,"(+/- 2573 )",19922,"(+/- 2276 )",15825,"(+/- 2188 )",17582,"(+/- 2436 )",13747,"(+/- 1827 )",13409,"(+/- 1533 )",5845,"(+/- 1121 )"
Housing,Value,"$200,000 to $299,999",44486,"(+/- 3437 )",42398,"(+/- 2851 )",42691,"(+/- 3556 )",58701,"(+/- 3591 )",19471,"(+/- 2216 )",64131,"(+/- 4016 )",52457,"(+/- 3454 )",61426,"(+/- 3847 )",60823,"(+/- 4477 )",43113,"(+/- 3605 )",60372,"(+/- 4966 )",58560,"(+/- 3244 )",46204,"(+/- 3049 )",41533,"(+/- 3090 )",55220,"(+/- 3613 )",68796,"(+/- 3978 )",52120,"(+/- 3040 )",58383,"(+/- 4420 )",56200,"(+/- 3758 )",43337,"(+/- 3316 )",46868,"(+/- 3247 )",35420,"(+/- 3972 )",35240,"(+/- 3116 )",35154,"(+/- 3063 )",35746,"(+/- 3318 )",39999,"(+/- 3428 )",25896,"(+/- 2308 )"
Housing,Value,"$300,000 to $499,999",32167,"(+/- 2537 )",25072,"(+/- 2778 )",22250,"(+/- 2553 )",59193,"(+/- 3572 )",7613,"(+/- 1451 )",35170,"(+/- 2540 )",47619,"(+/- 2922 )",43954,"(+/- 3378 )",31269,"(+/- 3324 )",37578,"(+/- 3103 )",30501,"(+/- 3176 )",43784,"(+/- 3081 )",33612,"(+/- 2411 )",37260,"(+/- 2784 )",25953,"(+/- 2510 )",55584,"(+/- 3259 )",36848,"(+/- 2751 )",62473,"(+/- 3513 )",56827,"(+/- 3493 )",25745,"(+/- 2889 )",64278,"(+/- 3695 )",61990,"(+/- 3385 )",61546,"(+/- 3810 )",23063,"(+/- 2833 )",49475,"(+/- 3042 )",62258,"(+/- 3493 )",44513,"(+/- 3165 )"
Housing,Value,"$500,000 to $999,999",13015,"(+/- 1612 )",7396,"(+/- 1219 )",7861,"(+/- 1561 )",22970,"(+/- 2196 )",3032,"(+/- 935 )",11609,"(+/- 1611 )",17407,"(+/- 2001 )",16488,"(+/- 1846 )",5058,"(+/- 1220 )",14118,"(+/- 1923 )",11135,"(+/- 1849 )",10837,"(+/- 1391 )",17314,"(+/- 1288 )",18019,"(+/- 2013 )",5678,"(+/- 1250 )",26584,"(+/- 1952 )",11923,"(+/- 1459 )",26493,"(+/- 2272 )",31971,"(+/- 2525 )",5589,"(+/- 1331 )",26359,"(+/- 2232 )",36601,"(+/- 2855 )",31128,"(+/- 2567 )",8524,"(+/- 1459 )",17838,"(+/- 2134 )",16009,"(+/- 1856 )",34228,"(+/- 2681 )"
Housing,Value,"$1,000,000 or more",3680,"(+/- 1027 )",1582,"(+/- 575 )",1742,"(+/- 867 )",6294,"(+/- 1319 )",786,"(+/- 424 )",3862,"(+/- 1166 )",3478,"(+/- 824 )",4713,"(+/- 951 )",2317,"(+/- 869 )",3957,"(+/- 1087 )",576,"(+/- 356 )",1846,"(+/- 550 )",5314,"(+/- 904 )",5577,"(+/- 1083 )",1413,"(+/- 508 )",8253,"(+/- 1121 )",2228,"(+/- 772 )",8455,"(+/- 1281 )",15630,"(+/- 1823 )",533,"(+/- 327 )",8264,"(+/- 1301 )",14097,"(+/- 1670 )",7799,"(+/- 1518 )",2945,"(+/- 680 )",1775,"(+/- 741 )",3569,"(+/- 701 )",18343,"(+/- 2013 )"
Housing,Value,"Median (dollars)",188700,"(+/- 5874 )",157500,"(+/- 4258 )",168900,"(+/- 5201 )",268600,"(+/- 5495 )",136400,"(+/- 4990 )",203500,"(+/- 4366 )",267000,"(+/- 5803 )",222600,"(+/- 4573 )",208700,"(+/- 5214 )",250800,"(+/- 7098 )",166800,"(+/- 3041 )",199000,"(+/- 5785 )",208900,"(+/- 5769 )",253500,"(+/- 7789 )",195000,"(+/- 5103 )",249100,"(+/- 5270 )",177100,"(+/- 5290 )",271600,"(+/- 5907 )",274100,"(+/- 7399 )",212400,"(+/- 5911 )",281800,"(+/- 6109 )",332300,"(+/- 7666 )",327400,"(+/- 8699 )",239000,"(+/- 7947 )",295200,"(+/- 7372 )",322300,"(+/- 6896 )",414500,"(+/- 15590 )"
Housing,"Mortgage Status","Owner-occupied units",200487,"(+/- 4691 )",206172,"(+/- 4513 )",181414,"(+/- 4868 )",213866,"(+/- 6671 )",138324,"(+/- 5551 )",224503,"(+/- 5750 )",171118,"(+/- 4358 )",222628,"(+/- 4517 )",187189,"(+/- 6371 )",149229,"(+/- 4797 )",268891,"(+/- 6497 )",231107,"(+/- 5253 )",195680,"(+/- 4680 )",157317,"(+/- 4203 )",183760,"(+/- 5637 )",245878,"(+/- 5690 )",236109,"(+/- 6364 )",226585,"(+/- 6024 )",235288,"(+/- 6302 )",138871,"(+/- 5518 )",214807,"(+/- 4975 )",202914,"(+/- 5583 )",181329,"(+/- 5756 )",111689,"(+/- 4537 )",141778,"(+/- 5426 )",145732,"(+/- 5150 )",135577,"(+/- 4081 )"
Housing,"Mortgage Status","Housing units with a mortgage",121906,"(+/- 4667 )",101872,"(+/- 3689 )",101670,"(+/- 4232 )",143496,"(+/- 5598 )",84733,"(+/- 4858 )",121605,"(+/- 4689 )",116091,"(+/- 4192 )",120483,"(+/- 5141 )",113848,"(+/- 6301 )",101467,"(+/- 4537 )",123468,"(+/- 5622 )",124989,"(+/- 4257 )",101268,"(+/- 3475 )",102398,"(+/- 3858 )",108936,"(+/- 4656 )",133594,"(+/- 4620 )",102457,"(+/- 5043 )",120603,"(+/- 4851 )",115682,"(+/- 4665 )",84412,"(+/- 5222 )",113391,"(+/- 3991 )",110132,"(+/- 4656 )",103173,"(+/- 4649 )",69354,"(+/- 3831 )",80911,"(+/- 4523 )",92880,"(+/- 4781 )",76145,"(+/- 3622 )"
Housing,"Mortgage Status","Housing units without a mortgage",78581,"(+/- 3503 )",104300,"(+/- 3928 )",79744,"(+/- 4377 )",70370,"(+/- 4770 )",53591,"(+/- 3382 )",102898,"(+/- 4249 )",55027,"(+/- 3426 )",102145,"(+/- 3886 )",73341,"(+/- 4554 )",47762,"(+/- 3934 )",145423,"(+/- 5563 )",106118,"(+/- 3638 )",94412,"(+/- 3846 )",54919,"(+/- 3732 )",74824,"(+/- 4231 )",112284,"(+/- 3997 )",133652,"(+/- 4504 )",105982,"(+/- 5667 )",119606,"(+/- 4508 )",54459,"(+/- 3589 )",101416,"(+/- 4008 )",92782,"(+/- 4236 )",78156,"(+/- 4556 )",42335,"(+/- 3003 )",60867,"(+/- 4022 )",52852,"(+/- 2841 )",59432,"(+/- 3055 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units with a mortgage",121906,"(+/- 4667 )",101872,"(+/- 3689 )",101670,"(+/- 4232 )",143496,"(+/- 5598 )",84733,"(+/- 4858 )",121605,"(+/- 4689 )",116091,"(+/- 4192 )",120483,"(+/- 5141 )",113848,"(+/- 6301 )",101467,"(+/- 4537 )",123468,"(+/- 5622 )",124989,"(+/- 4257 )",101268,"(+/- 3475 )",102398,"(+/- 3858 )",108936,"(+/- 4656 )",133594,"(+/- 4620 )",102457,"(+/- 5043 )",120603,"(+/- 4851 )",115682,"(+/- 4665 )",84412,"(+/- 5222 )",113391,"(+/- 3991 )",110132,"(+/- 4656 )",103173,"(+/- 4649 )",69354,"(+/- 3831 )",80911,"(+/- 4523 )",92880,"(+/- 4781 )",76145,"(+/- 3622 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $500",1829,"(+/- 607 )",3004,"(+/- 808 )",2319,"(+/- 832 )",2059,"(+/- 1087 )",2609,"(+/- 812 )",2741,"(+/- 792 )",1585,"(+/- 580 )",1461,"(+/- 627 )",844,"(+/- 480 )",831,"(+/- 433 )",4471,"(+/- 994 )",1755,"(+/- 581 )",1336,"(+/- 414 )",733,"(+/- 477 )",1829,"(+/- 728 )",1316,"(+/- 531 )",2332,"(+/- 706 )",1100,"(+/- 480 )",1347,"(+/- 675 )",1304,"(+/- 520 )",818,"(+/- 462 )",415,"(+/- 272 )",417,"(+/- 323 )",612,"(+/- 407 )",633,"(+/- 477 )",129,"(+/- 121 )",313,"(+/- 256 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$500 to $999",27681,"(+/- 2557 )",31384,"(+/- 2777 )",30650,"(+/- 2496 )",19668,"(+/- 2510 )",30567,"(+/- 2725 )",28453,"(+/- 2504 )",17090,"(+/- 2221 )",28841,"(+/- 3030 )",22587,"(+/- 3074 )",16436,"(+/- 2119 )",51561,"(+/- 4604 )",30072,"(+/- 2505 )",20246,"(+/- 2173 )",16998,"(+/- 1821 )",26510,"(+/- 2394 )",20957,"(+/- 2229 )",33509,"(+/- 2923 )",15558,"(+/- 2056 )",17814,"(+/- 2331 )",12008,"(+/- 1908 )",14193,"(+/- 1831 )",10050,"(+/- 1602 )",8946,"(+/- 1626 )",10203,"(+/- 2224 )",12947,"(+/- 2091 )",6403,"(+/- 1213 )",4885,"(+/- 1091 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 to $1,499",44393,"(+/- 3622 )",34150,"(+/- 2916 )",31269,"(+/- 3237 )",43577,"(+/- 3799 )",34438,"(+/- 3221 )",47194,"(+/- 3061 )",35096,"(+/- 3015 )",41679,"(+/- 3257 )",42566,"(+/- 4354 )",28970,"(+/- 3253 )",41681,"(+/- 3623 )",37166,"(+/- 2730 )",35410,"(+/- 2283 )",31686,"(+/- 2824 )",39667,"(+/- 3314 )",42015,"(+/- 3395 )",33616,"(+/- 3252 )",34098,"(+/- 2780 )",34717,"(+/- 2755 )",31359,"(+/- 3469 )",27343,"(+/- 2486 )",21773,"(+/- 2183 )",19164,"(+/- 2297 )",22440,"(+/- 2490 )",23934,"(+/- 2841 )",22464,"(+/- 2663 )",9784,"(+/- 1517 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,500 to $1,999",26198,"(+/- 2623 )",19604,"(+/- 1841 )",20820,"(+/- 2841 )",32672,"(+/- 2621 )",11932,"(+/- 2102 )",24905,"(+/- 2872 )",28227,"(+/- 2591 )",26540,"(+/- 2656 )",28275,"(+/- 3451 )",27156,"(+/- 3118 )",16045,"(+/- 2118 )",27323,"(+/- 2451 )",19193,"(+/- 1844 )",21017,"(+/- 2010 )",23173,"(+/- 2517 )",31765,"(+/- 2709 )",18800,"(+/- 1677 )",28042,"(+/- 3073 )",26961,"(+/- 2482 )",20712,"(+/- 2465 )",29402,"(+/- 3027 )",23184,"(+/- 2729 )",20972,"(+/- 2306 )",17046,"(+/- 1963 )",18539,"(+/- 2307 )",27672,"(+/- 3019 )",14515,"(+/- 2075 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,000 to $2,499",11392,"(+/- 1502 )",7316,"(+/- 1133 )",8132,"(+/- 1684 )",20493,"(+/- 2989 )",3095,"(+/- 952 )",9191,"(+/- 1612 )",15680,"(+/- 2013 )",11444,"(+/- 1780 )",9994,"(+/- 1968 )",11829,"(+/- 1988 )",5831,"(+/- 1312 )",13323,"(+/- 1526 )",10750,"(+/- 1398 )",11209,"(+/- 1514 )",11440,"(+/- 1851 )",19287,"(+/- 2185 )",7271,"(+/- 1333 )",18366,"(+/- 2449 )",13972,"(+/- 1426 )",11833,"(+/- 2021 )",17171,"(+/- 1846 )",18877,"(+/- 2440 )",18280,"(+/- 2226 )",8732,"(+/- 1587 )",12689,"(+/- 1883 )",18638,"(+/- 2560 )",11357,"(+/- 1801 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,500 to $2,999",4742,"(+/- 1179 )",3636,"(+/- 888 )",4100,"(+/- 1241 )",10618,"(+/- 1824 )",889,"(+/- 420 )",3271,"(+/- 883 )",8439,"(+/- 1173 )",5121,"(+/- 1198 )",5025,"(+/- 1473 )",5616,"(+/- 1367 )",2633,"(+/- 909 )",8511,"(+/- 1348 )",6072,"(+/- 1053 )",8667,"(+/- 1370 )",3718,"(+/- 1123 )",7534,"(+/- 1348 )",2956,"(+/- 832 )",10495,"(+/- 1660 )",8812,"(+/- 1501 )",2829,"(+/- 778 )",9128,"(+/- 1584 )",13208,"(+/- 1519 )",12708,"(+/- 2010 )",4372,"(+/- 1119 )",6217,"(+/- 1286 )",10232,"(+/- 1722 )",9661,"(+/- 1489 )"
